siCtrl_t0_Scr_rep_1	siCtrl_t0_Scr_rep_2	siCtrl_t0_Tyr_rep_1	siCtrl_t0_Tyr_rep_2	siCtrl_t8_Scr_rep_1	siCtrl_t8_Scr_rep_2	siCtrl_t8_Tyr_rep_1	siCtrl_t8_Tyr_rep_2
ABLIM1	4793.51979817932	4729.5180343198	5078.69263263681	5192.47123622079	5266.10166379596	5755.52192286443	5610.69472502792	5421.35832039762
ABLIM2	13.6678772249512	14.6329331789735	5.66691880454899	12.1687360098916	7.05438936878227	5.09248090856877	2.27015768765038	8.78094966050796
ABLIM3	4052.20017154982	4081.81820255576	4710.34291034112	4593.33993973378	2848.79757342657	2960.76840024189	3454.04492176006	2683.45821625123
ABO	0	0	0	0	0	1.01849618171375	0	0
ABR	1966.87261780012	2011.64323491993	1931.2859285903	1847.50044950177	1359.14568505205	1491.07841002894	1476.73757581657	1264.45675111315
ABRA	1.3017025928525	1.54030875568142	0	1.43161600116371	2.35146312292742	0	4.54031537530077	1.75618993210159
ABRACL	1405.8388002807	1424.01544462747	1360.06051309176	1463.8273611899	2393.78945914012	2433.18737811416	2296.26450105836	2557.01254113992
ABT1	1193.66127764574	1270.75472343717	1254.65582332715	1198.97840097461	570.2298073099	496.007640494599	535.75721428549	468.902711871125
ABTB1	132.773664470955	150.180103678938	117.871911134619	110.950240090188	150.493639867355	178.236831799907	166.856590042303	147.519954296534
ABTB2	189.397727260038	174.825043769841	188.141704311026	156.046144126845	151.669371428819	149.718938711922	165.721511198478	184.399942870667
ACAA1	1417.55412361637	1383.19726260192	1260.3227421317	1379.36201712124	2543.10736744601	2428.09489720559	2315.56084140339	2042.44889103415
ACAA2	2811.67760056139	2760.23329018111	2741.6553176408	2878.97977834023	5380.14762525794	5339.97548072522	5101.04432415041	4555.55668387153
ACACA	7090.37402326755	7150.88339825099	7258.18960486635	7440.10835804782	4552.43260598749	4966.18738203627	4954.61915329696	4488.82146645167
ACACB	265.547328941909	293.428817957311	368.349722295684	332.134912269982	264.539601329335	271.938480517573	254.257661016843	244.110400562121
ACAD10	474.470595094735	473.644942372037	449.95335308119	440.221920357842	530.254934220134	575.450342668272	556.188633474344	602.373146710846
ACAD11	557.779561037295	533.716983843612	576.892334303087	543.29827244163	563.175417941118	479.711701587179	591.376077632925	614.666476235558
ACAD8	630.674906237035	594.559179693028	622.227684739479	675.006944548691	1219.23362923787	1243.58383787249	1181.61707642202	1066.00728878567
ACAD9	1434.47625732345	1527.98628563597	1514.20070457549	1607.70476930685	1901.15793488682	2051.2513099715	1936.44450756578	1761.4585018979
ACADL	0.650851296426249	0.77015437784071	0	0.715808000581857	0	0	0	0
ACADM	1952.55388927875	1900.74100451087	2014.02294313671	2025.02083364607	3591.85992027164	3766.39887997747	3767.32668265581	4406.2805396429
ACADS	116.502382060299	139.397942389169	116.738527373709	143.161600116371	273.945453821045	241.38359506616	250.852424485367	235.329450901613
ACADSB	679.488753469004	713.162953880498	675.49672150224	650.669472528908	1372.07873222815	1426.91315058097	1399.55221443646	1487.49287249005
ACADVL	7702.82509320465	7312.61581759754	7684.34189896843	7520.99466211357	16355.6017515217	15954.742686546	15412.1005414585	15285.8771690123
ACAN	0	1.54030875568142	0	1.43161600116371	0	0	0	0
ACAP1	11.0644720392462	7.7015437784071	6.80030256545879	5.010656004073	11.7573156146371	22.4069159977026	15.8911038135527	17.5618993210159
ACAP2	1154.61019986017	1169.86449994004	1235.38829939168	1189.67289696705	1104.01193621442	1096.92038770571	1066.97411319568	1603.40140800875
ACAP3	872.140737211173	804.041170465701	799.035551441408	744.440320605131	1444.9740890389	1429.96863912611	1331.44748380695	1195.96534376118
ACAT1	3732.63218500454	3894.67068874047	3684.63060671775	3908.31168317694	7456.48956280286	7403.44874487729	7351.90567145577	6891.28929356665
ACAT2	3204.14093230642	3126.82677403328	3093.00428352284	3433.01517079059	3816.42464851121	3838.71210887914	3952.34453419932	4097.19111159302
ACBD3	2302.06103545964	2250.39109205056	2303.03580216871	2280.5642898538	965.275611961707	850.444311730986	895.577207778076	1378.60909669975
ACBD4	149.044946881611	143.248714278372	160.940494049191	136.719328111135	285.702769435682	226.106152340454	209.98958610766	161.569473753347
ACBD5	1025.09079187134	1081.29674648836	1063.11396773339	988.530848803545	1040.52243189538	1065.34700607259	1112.37726694869	1338.21672826141
ACBD6	1953.8555918716	2060.93311510174	1969.82097646123	1999.25174562513	1935.25415016927	1801.71974545163	1729.86015798959	1522.61667113208
ACBD7	24.0814979677712	19.2538594460178	17.000756413647	20.7584320168739	41.1506046512299	26.4809007245576	22.7015768765038	29.8552288457271
ACCS	103.485356131774	108.59176727554	100.871154720972	101.644736082624	155.19656611321	123.238037987364	123.723593976946	119.420915382908
ACCSL	0.650851296426249	1.54030875568142	0	0.715808000581857	0	0	0	0
ACD	1131.17955318882	1131.356781048	1143.58421475799	1124.5343689141	961.748417277316	949.23844135722	902.387680841027	851.752117069273
ACE	1.3017025928525	2.31046313352213	1.1333837609098	0.715808000581857	3.52719468439113	0	2.27015768765038	1.75618993210159
ACE2	0	2.31046313352213	1.1333837609098	0.715808000581857	0	1.01849618171375	1.13507884382519	0
ACER1	0.650851296426249	0.77015437784071	0	0	0	0	0	1.75618993210159
ACER2	100.231099649642	97.8096059857702	130.339132504627	100.21312008146	405.62738870498	482.76719013232	507.380243189861	783.26070971731
ACER3	1303.00429544535	1233.78731330082	1101.64901560432	1106.63916889955	1666.01162259408	1660.14877619342	1586.84022366762	1977.46986354639
ACHE	1.3017025928525	0.77015437784071	0	0	2.35146312292742	0	1.13507884382519	0
ACIN1	5733.99992151525	5807.73416329679	5978.59933879918	5897.54211679392	4566.54138472505	4482.40169572224	4505.12793114218	4311.44628330941
ACKR1	9.76276944639373	16.9433963124956	20.4009076963764	14.3161600116371	12.9330471761008	22.4069159977026	22.7015768765038	14.0495194568127
ACKR2	3.25425648213124	0.77015437784071	1.1333837609098	1.43161600116371	9.40585249170969	2.03699236342751	10.2157095944267	8.78094966050796
ACKR3	1.95255388927875	2.31046313352213	0	2.86323200232743	2.35146312292742	1.01849618171375	3.40523653147557	5.26856979630478
ACKR4	2.60340518570499	2.31046313352213	1.1333837609098	5.010656004073	3.52719468439113	3.05548854514126	1.13507884382519	0
ACLY	14103.2967422604	14254.0172250759	14120.8282771752	14417.0889397192	12265.2316491894	12714.9063325145	12298.5792728459	10923.5013776719
ACMSD	10.41362074282	6.93138940056639	13.6006051309176	15.7477760128009	9.40585249170969	20.3699236342751	18.1612615012031	21.0742791852191
ACO1	1419.50667750565	1560.33276950528	1384.99495583177	1521.09200123645	1774.17892624874	1786.44230272593	1726.45492145812	1766.7270716942
ACO2	3909.01288633605	4028.67755048475	4024.64573499069	4088.69529932357	6116.15558273423	6423.65541806865	6205.47603919232	5790.15820613895
ACOT1	65.7359809390511	54.6809608266904	41.9351991536625	42.9484800349114	136.38486112979	115.090068533654	110.102647851044	110.6399657224
ACOT11	768.6553810794	901.080622073631	882.905949748733	848.948288690083	626.664922260158	626.375151753959	597.051471852051	518.07602996997
ACOT12	0	0	0	0	2.35146312292742	1.01849618171375	1.13507884382519	1.75618993210159
ACOT13	869.537332025468	834.077191201489	853.437971965078	880.443840715684	1325.0494697696	1247.65782259935	1461.98155084685	1491.00525235425
ACOT2	249.92689782768	199.469983860744	154.140191483733	174.657152141973	241.024970100061	256.661037791866	242.906872578591	259.916109951036
ACOT4	0	2.31046313352213	0	0	2.35146312292742	5.09248090856877	4.54031537530077	0
ACOT6	0.650851296426249	3.08061751136284	0	0	3.52719468439113	2.03699236342751	1.13507884382519	0
ACOT7	3118.22856117816	3145.31047910146	3206.34265961382	3149.55520256017	5438.93420333113	5634.32087724049	5451.7836868924	4622.29190129139
ACOT8	467.962082130473	490.588338684532	471.487644538476	486.749440395663	716.0205209314	682.392441748216	692.398094733367	665.595984266504
ACOT9	1371.99453286653	1373.95541006783	1329.45915154719	1411.57337714742	1707.16222724531	1720.24005091453	1699.21302920631	1503.29858187896
ACOX1	824.628592572057	803.271016087861	771.834341179572	773.788448628988	1292.12898604862	1397.37676131127	1333.7176414946	1538.422380521
ACOX2	243.418384863417	276.485421644815	223.27660089923	250.53280020365	310.39313222642	293.326900333561	321.227312802529	235.329450901613
ACOX3	482.931661948277	471.334479238515	463.553958212107	475.296512386353	496.158718937686	499.06312903974	450.626300998601	386.36178506235
ACOXL	1.3017025928525	0.77015437784071	0	0.715808000581857	0	0	1.13507884382519	0
ACP1	2584.53049810863	2435.22814273233	2687.25289711713	2716.49136220815	3824.65476944145	3840.74910124257	3961.42516494992	4188.5129880623
ACP2	440.62632768057	424.355062190231	468.087493255747	426.621568346787	550.242370765017	513.322075583732	450.626300998601	435.535103161195
ACP5	5.85766166783624	6.16123502272568	3.40015128272939	4.29484800349114	15.2845102990282	10.1849618171375	10.2157095944267	1.75618993210159
ACP6	462.755271759063	501.370499974302	459.020423168468	480.307168390426	460.886772093775	477.674709223751	460.842010593028	460.121762210617
ACPP	4.55595907498374	7.7015437784071	3.40015128272939	10.021312008146	2.35146312292742	1.01849618171375	4.54031537530077	3.51237986420319
ACPT	2.60340518570499	3.85077188920355	2.2667675218196	2.86323200232743	8.23012093024598	5.09248090856877	14.7560249697275	12.2933295247112
ACR	0	0	0	0	0	0	0	0
ACRBP	0	3.08061751136284	1.1333837609098	2.14742400174557	2.35146312292742	10.1849618171375	6.81047306295115	14.0495194568127
ACRC	49.4646985283949	43.8987995369205	44.2019666754821	50.8223680413119	292.757158804464	268.882991972431	305.336208988977	370.556075673436
ACRV1	13.017025928525	11.5523156676107	10.2004538481882	9.30550400756414	12.9330471761008	7.12947327199629	9.08063075060153	12.2933295247112
ACSBG1	11.0644720392462	7.7015437784071	5.66691880454899	12.8845440104734	15.2845102990282	25.4624045428439	14.7560249697275	8.78094966050796
ACSBG2	2.60340518570499	8.47169815624781	4.53353504363919	6.44227200523671	1.17573156146371	2.03699236342751	2.27015768765038	3.51237986420319
ACSF2	370.985238962962	405.871357122054	392.15078127479	380.094048308966	870.041355483146	713.965823381342	744.611721549326	720.037872161653
ACSF3	680.790456061856	706.231564479931	720.832071938632	670.7120965452	738.359420599211	747.576197377896	729.855696579598	742.868341278974
ACSL1	4328.16112123455	4830.40825781693	4029.17927003433	4312.02739550511	3234.43752558667	3060.58102604983	2959.15054585227	2744.92486387479
ACSL3	4949.0732580252	4626.31734768915	4925.68582491398	4979.1604520474	3369.646655155	3272.4282318463	3377.99463922377	3624.77601985769
ACSL4	2813.63015445067	2989.73929477764	2491.17750647974	2526.80224205396	2364.39617010352	2471.89023301928	2116.92204373398	2809.90389136255
ACSL5	53.3698063069524	45.4391082926019	36.2682803491135	32.2113600261836	81.1254777409961	58.054282357684	61.2942575665603	49.1733180988446
ACSL6	0.650851296426249	0.77015437784071	1.1333837609098	1.43161600116371	0	6.11097709028253	4.54031537530077	5.26856979630478
ACSM1	0.650851296426249	0	0	0.715808000581857	1.17573156146371	0	3.40523653147557	1.75618993210159
ACSM2A	0.650851296426249	0.77015437784071	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0
ACSM3	100.231099649642	60.8421958494161	104.271306003701	84.4653440686591	132.857666445399	106.942099079944	101.022017100442	238.841830765817
ACSM4	0	1.54030875568142	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0
ACSM6	1.3017025928525	0	0	1.43161600116371	0	0	0	0
ACSS1	20.1763901892137	20.0240138238585	17.000756413647	13.6003520110553	27.0418259136654	20.3699236342751	23.836655720329	12.2933295247112
ACSS2	1677.24379089044	1685.86793309331	1677.4079661465	1830.32105748781	2269.16191362496	2071.62123360578	2061.30318038655	1979.2260534785
ACSS3	0.650851296426249	2.31046313352213	0	0	1.17573156146371	0	0	0
ACTA1	6.50851296426249	7.7015437784071	5.66691880454899	4.29484800349114	70.5438936878227	45.832328177119	56.7539421912596	42.1485583704382
ACTA2	188.096024667186	215.643225795399	215.342914572862	212.594976172812	491.455792691831	526.562525946011	557.323712318169	626.959805760269
ACTA2-AS1	71.5936426068874	73.9348202727082	94.0708521555132	75.8756480616769	202.225828571758	255.642541610153	238.36655720329	298.552288457271
ACTB	95395.2745171953	88830.3760945253	97966.2921417602	94836.6861890897	130098.224470644	130247.328709918	120754.227721499	94992.3134273752
ACTBL2	3.90510777855749	2.31046313352213	0	3.57904000290929	4.70292624585484	1.01849618171375	0	5.26856979630478
