siHNRNPa1_t0_Scr_rep_1	siHNRNPa1_t0_Scr_rep_2	siHNRNPa1_t0_Tyr_rep_1	siHNRNPa1_t0_Tyr_rep_2	siHNRNPa1_t8_Scr_rep_1	siHNRNPa1_t8_Scr_rep_2	siHNRNPa1_t8_Tyr_rep_1	siHNRNPa1_t8_Tyr_rep_2
ABCC2	1713.70498269597	1709.27775832916	1459.90764649445	1526.88803751936	2185.90903072567	2129.06566090732	2061.62408576264	2116.50320288142
ABCC3	3033.66276725616	2923.12793255183	2970.19238783273	2859.30394843265	7083.86829988928	6872.42590078922	7209.80943977581	7144.16035663521
ABCC4	1004.6153895543	986.647715269385	1001.37327301803	977.292897110915	934.592934752068	870.441263226762	799.88483818498	890.855439031
ABCC5	921.041038965304	916.172878464429	889.309939589931	876.533788036033	1490.15651263246	1551.74227471711	1544.63637113913	1498.86908640421
ABCC5-AS1	0	0	0.514051988202272	1.4092183087396	0	0	0	5.77228146240389
ABCC6	3.44636497274202	1.05186323589487	2.57025994101136	1.4092183087396	3.46145531389655	6.93184168667501	4.51912337957616	11.5445629248078
ABCC6P1	0	0	0	0.704609154369801	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0
ABCC9	0	0	0.514051988202272	0	0	1.98052619619286	0.903824675915232	0
ABCD1	103.390949182261	86.252785343379	88.4169419707909	92.303799222444	150.5733061545	174.286305264972	164.496091016572	148.1552242017
ABCD2	5.16954745911303	7.36304265126406	5.654571870225	2.81843661747921	3.46145531389655	2.97078929428929	3.61529870366093	0
ABCD3	2052.31034126787	2163.68267623574	2021.25241761134	2089.87075186083	3149.92433564586	2681.63246964513	2576.80415103433	2610.99531482736
ABCD4	567.788629259248	562.746831203753	518.164404107891	564.391932650211	482.873016288568	550.586282541615	560.371299067444	504.112581049939
ABCE1	7650.06864824409	7738.55782647853	7327.81109182339	7635.14479675117	8335.18439586289	6469.38881986398	6020.37616627136	6272.54585581222
ABCF1	4654.3158956881	4467.2631628455	4637.7770375609	4837.14184474869	2656.6669534156	3026.24402778269	3053.11975524165	2751.45416374585
ABCF2	5477.13553293025	5300.33884567423	5516.80593738679	5543.8648265816	5444.86920875927	6092.09857948924	5902.87895840238	5745.34414891267
ABCF3	1874.82254517166	1932.27276433887	1890.68321260796	1965.15493153738	1221.89372580548	1444.79386012269	1406.3511957241	1414.20895828895
ABCG1	47.3875183752027	63.111794153692	49.3489908674182	45.7995950340371	10.3843659416896	8.91236788286787	14.4611948146437	11.5445629248078
ABCG2	73.2352556707679	59.9562044460074	71.4532263601159	66.9378696651311	72.6905615918275	69.3184168667501	59.6524286104053	71.1914713696479
ABCG4	4.30795621592752	3.1555897076846	3.59836391741591	0.704609154369801	1.73072765694827	2.97078929428929	3.61529870366093	5.77228146240389
ABCG5	0	2.10372647178973	0	0	0	0.99026309809643	0	0
ABCG8	0	0	0	0.704609154369801	1.73072765694827	1.98052619619286	1.80764935183046	1.9240938208013
ABHD1	43.9411534024607	38.9189397281101	37.0117431505636	36.6396760272297	32.8838254820172	56.4449965914965	46.0950584716768	36.5577825952246
ABHD10	1536.21718659975	1564.12063177567	1521.07983309052	1514.2050727407	1725.53547397743	1619.08016538766	1567.23198803701	1587.37740216107
ABHD11	946.888776260869	802.571648987783	979.269037525329	950.517749244862	764.981624371137	852.616527461026	871.286987582284	813.891686198948
ABHD11-AS1	8.61591243185505	2.10372647178973	3.59836391741591	4.93226408058861	17.3072765694827	25.7468405505072	18.0764935183046	21.1650320288142
ABHD12	1493.99921568366	1411.60046257091	1558.09157624109	1486.72531572028	2464.55618349434	2541.01510971544	2515.34407307209	2414.73774510563
ABHD12B	12.9238686477826	13.6742220666333	18.5058715752818	12.6829647786564	10.3843659416896	13.86368337335	10.8458961109828	5.77228146240389
ABHD13	465.259271320172	479.649635568059	481.152660957327	446.722203870454	259.609148542241	117.841308673475	143.708123470522	182.788912976123
ABHD14A	173.179839880286	157.77948538423	183.516559788211	190.244471679846	214.610229461586	297.078929428929	316.338636570331	298.234542224201
ABHD14A-ACY1	1823.98866182371	1854.43488488265	1879.88812085571	1932.038301282	2689.55077889762	3122.29954829804	3127.2333786667	2940.01535818438
ABHD14B	876.238294319658	880.409528444003	802.435153583747	887.80753450595	1524.77106577143	1799.30804924121	1929.66568307902	1673.96162409713
ABHD15	306.72648257404	308.195928117196	264.73677392417	258.591559653717	372.106446243879	370.358398688065	319.050110598077	325.171855715419
ABHD16A	876.238294319658	900.394929926006	885.197523684313	870.192305646705	1171.70262375398	1321.01097286064	1369.29438401158	1212.17910710482
ABHD16B	198.165985932666	152.520169204756	232.351498667427	174.743070283711	147.111850840603	190.130514834515	219.629396247401	196.257569721732
ABHD17A	672.041169684694	621.651172413866	825.053441064647	745.47648532325	740.751437173861	937.779153897319	1076.45518901504	942.805972192635
ABHD17B	420.456526674526	415.485978178472	421.008578337661	438.971503172386	110.76657004469	65.3573644743644	75.9212727768795	78.8878466528531
ABHD17C	1123.5149811139	1091.83403885887	1132.45653000961	1153.44518570336	295.954429338155	270.341825780325	255.782383284011	269.373134912181
ABHD2	3068.12641698358	2999.91394877216	2937.80711257599	2906.51276177543	2798.58662128536	2554.87879308879	2477.38343668365	2453.21962152165
ABHD3	487.660643642996	515.412985588485	507.883364343845	486.884925669533	1033.24441119812	894.207577581076	889.363481100588	908.172283418211
ABHD4	275.709197819361	260.862082501927	270.391345794395	270.569915278004	408.451727039793	437.696289358622	461.854409392684	479.099361379523
ABHD5	760.7850677328	796.260469572414	745.889434881497	750.408749403838	796.134722196206	703.086799648465	754.693604389219	727.30746426289
ABHD6	211.089854580449	194.59469864055	203.050535339898	193.062908297326	109.035842387741	124.77315036015	117.49720786898	94.2805972192635
ABHD8	157.671197502947	165.142528035494	168.095000142143	144.444876645809	138.458212555862	178.247357657357	204.264376756842	175.092537692918
ABI1	831.435549674012	896.187476982426	853.840352403975	920.219555606961	858.440917846344	711.999167531333	776.385396611184	786.95437270773
ABI2	954.643097449539	990.855168212964	949.454022209597	939.244002774945	806.519088137895	756.561006945672	776.385396611184	706.142432234075
ABI3	0	0	0	0.704609154369801	0	0	0	0
ABI3BP	4.30795621592752	4.20745294357947	3.59836391741591	3.52304577184901	10.3843659416896	6.93184168667501	9.03824675915232	3.84818764160259
ABL1	3256.81489924121	3220.80522831008	3200.48767854735	3096.05262430091	1514.38669982974	1576.49885216952	1473.23422174183	1468.08358527139
ABL2	1906.70142116952	1952.25816582087	1990.4092983192	1748.13531199148	711.32906700574	635.748908977908	617.312253650104	711.914713696479
ABLIM1	4339.83509192539	4343.1433010099	4422.90330649235	4435.5146267579	5396.40883436472	5322.66415226831	4941.20950322857	4973.78252677135
ABLIM2	5.16954745911303	6.3111794153692	5.654571870225	3.52304577184901	5.19218297084482	2.97078929428929	4.51912337957616	9.62046910400648
ABLIM3	2326.29635660086	2260.45409393807	2252.06176031416	2234.31562850664	1888.22387373057	1975.57488070238	1677.49859849867	1802.87591009081
ABO	0	0	0	0	0	0	0	0
ABR	1269.12390121225	1309.56972868911	1273.30677477703	1245.04437577144	707.867611691844	737.74600808184	821.576630406946	721.535182800486
ABRA	0	0	1.02810397640454	0.704609154369801	0	0	0.903824675915232	0
ABRACL	1589.63584367726	1668.25509212926	1553.46510834727	1640.3301113729	3262.4216333475	2713.32088878422	2509.01730034068	2545.57612492011
ABT1	1422.48714249927	1360.05916401206	1469.16058228209	1488.83914318339	552.102122566499	567.420755209254	581.159266613494	584.924521523594
ABTB1	78.4048031298809	78.889742692115	71.9672783483181	70.4609154369801	91.7285658182585	85.162626436293	96.7092403229298	82.7360342944557
ABTB2	149.916876314278	107.290050061276	131.083256991579	126.829647786564	98.6514764460516	147.549201616368	150.938720877844	142.382942739296
ACAA1	1383.71553655592	1324.29581399164	1472.24489421131	1395.83073480658	1960.91443532239	2304.34222927039	2325.54089112989	2258.88614562072
ACAA2	3799.61738244807	3667.8471035654	3748.46709797097	3835.8922363892	6216.7737437582	7257.63824594873	6987.46856950066	6495.74073902517
ACACA	9014.82917744993	9266.91510823377	9386.07525258529	9206.42321099582	6779.26023226639	7323.98587352119	7261.32744630297	7232.66867239207
ACACB	219.705767012304	213.528236886658	166.552844177536	195.881344914805	143.650395526707	172.305779068779	152.746370229674	138.534755097693
ACAD10	896.91648415611	895.135613746531	852.298196439368	867.373869029225	1197.66353860821	1274.46860725011	1214.74036443007	1098.65757167754
ACAD11	575.542950447917	569.058010619123	548.493471411825	532.68452070357	503.641748171948	593.167595759761	550.429227632376	590.696802985998
ACAD8	870.207155617359	830.971956356944	819.398869194422	751.113358558208	1358.62121070439	1525.9954341666	1445.21565678846	1410.36077064735
ACAD9	1465.56670465854	1441.05263317597	1594.07521541525	1548.73092130482	1637.26836347307	1973.59435450618	1856.45588432989	1899.08060113088
ACADL	0	0	0	0	0	0	0	0
ACADM	2093.66672094078	2141.59354828195	2000.69033808324	2030.68358289377	5256.21989415191	4120.48475117924	3868.36961291719	4161.8149343932
ACADS	206.781898364521	166.194391271389	187.628975693829	216.315010391529	264.801331513086	352.533662922329	409.4325781896	355.95735684824
ACADSB	981.35242598829	968.766040259172	968.987997761284	912.468854908893	2307.05996671205	1922.10067340517	1806.74552715455	1927.9420084429
ACADVL	8850.2652500015	8061.47983989826	9310.50961031956	8583.54871853292	15820.5815121642	17663.322880746	18243.701083349	17139.8277556979
ACAN	0	0	0	0	0	0	0	0
ACAP1	10.3390949182261	3.1555897076846	8.22483181123636	7.04609154369801	5.19218297084482	12.8734202752536	14.4611948146437	13.4686567456091
ACAP2	1100.25201754789	1138.11602123825	1028.10397640454	1061.84599563529	1834.57131636517	1220.0041368548	1235.52833197612	1369.95480041052
ACAP3	1058.89563787498	1057.12255207434	1072.82649937814	984.338988654613	1464.19559777824	1656.71016311533	1769.68871544202	1658.56887353072
ACAT1	5221.24293370416	5495.98540755068	5134.3512581643	5246.51976343754	9839.18672975093	10263.0867486714	9782.99829210647	9472.31387980478
ACAT2	3104.31324919737	3405.93315782758	3246.23830549735	3360.98566634395	4375.27951676523	3849.15266230082	3661.39376213261	3815.47804664897
ACBD3	2453.81186059232	2562.33884263989	2539.93087370743	2515.45468110019	1543.80906999786	1140.78308900709	1132.49231892179	1127.51897898956
ACBD4	138.716190152866	168.298117743179	144.448608684839	161.355496350685	159.226944439241	196.072093423093	194.322305321775	186.637100617726
ACBD5	1337.1896094239	1269.5989257251	1237.83718759107	1188.67564342185	1573.23144016598	1391.31965282548	1292.46928655878	1383.42345715613
ACBD6	2339.22022524864	2515.00499702463	2413.47408460967	2445.69837481758	1768.80366540114	2003.30224744908	1879.05150122777	1987.58891688774
ACBD7	44.8027446456462	43.1263926716895	39.582003091575	46.5042041884069	60.5754679931896	49.5131549048215	42.4797597680159	55.7987208032376
ACCS	84.4359418321794	82.0453323997996	72.9953823247227	72.5747429000895	105.574387073845	116.851045575379	142.804298794607	105.825160144071
ACCSL	0	0	0	0	0	0	0	0
ACD	1150.22430965265	1047.65578295129	1129.88627006859	1173.17424202572	818.634181736533	956.594152761151	985.168896747603	869.690407002186
ACE	11.2006861614116	3.1555897076846	4.62646789382045	6.34148238932821	8.65363828474137	13.86368337335	11.749720786898	3.84818764160259
ACE2	2.58477372955651	2.10372647178973	1.02810397640454	0	0	1.98052619619286	0	3.84818764160259
ACER1	0	0	0	0	1.73072765694827	0.99026309809643	0	0
ACER2	187.82689101444	205.113330999499	194.311651540459	200.108999841024	721.71343294743	687.242590078922	718.54061735261	804.271217094941
ACER3	1088.18974014329	1153.89396977667	1123.20359422197	1114.69168221303	1966.10661829324	1505.19990910657	1482.27246850098	1502.71727404581
ACHE	0.861591243185505	0	0.514051988202272	0	0	0.99026309809643	3.61529870366093	1.9240938208013
ACIN1	5789.89315420659	5891.48598424715	5756.86821587725	5962.40266427726	3785.10138574587	4273.97553138419	4237.13008069061	4079.07890009875
ACKR1	10.3390949182261	11.5704955948435	9.76698777584318	7.04609154369801	13.8458212555862	6.93184168667501	6.32677273140663	7.69637528320518
ACKR2	8.61591243185505	5.25931617947433	4.62646789382045	7.04609154369801	10.3843659416896	16.8344726676393	11.749720786898	21.1650320288142
ACKR3	2.58477372955651	2.10372647178973	1.54215596460682	2.1138274631094	3.46145531389655	0	0	5.77228146240389
ACKR4	0.861591243185505	1.05186323589487	1.02810397640454	2.1138274631094	1.73072765694827	0	1.80764935183046	1.9240938208013
ACLY	15693.0229033808	15891.5497678996	16528.8276286559	16366.6614377017	12980.4574271121	14529.1401752708	14226.2003989058	14136.3173014271
ACMSD	22.4013723228231	12.6223588307384	15.9356116342704	10.569137315547	10.3843659416896	17.8247357657357	16.2688441664742	5.77228146240389
ACO1	1745.58385869383	1785.01191131359	1697.91371703211	1772.09202324005	1986.87535017662	2031.02961419578	2039.93229354068	2056.85629443658
ACO2	5967.3809503028	5822.06301067809	5928.04752794861	6051.88802688222	8172.49599610975	8916.32893526025	9196.41607743749	8839.28701276115
ACOT1	40.4947884297187	46.2819823793741	53.9754587612386	38.7535034903391	102.112931759948	101.997099103932	94.9015909710994	80.8119404736544
ACOT11	668.594804711951	722.630043059773	713.504159624754	755.341013484427	384.221539842517	506.024443127276	462.758234068599	467.554798454715
ACOT12	0	0	0	0	0	0.99026309809643	4.51912337957616	3.84818764160259
ACOT13	1314.78823710108	1430.53400081702	1311.8606738922	1354.25879469876	2284.56050717172	2163.7248693407	1973.95309219887	2181.92239278867
ACOT2	245.553504307869	210.372647178973	262.680565971361	190.244471679846	261.339876199189	317.874454488954	321.761584625823	265.524947270579
ACOT4	0	0	0	0	1.73072765694827	7.92210478477144	4.51912337957616	3.84818764160259
ACOT6	0.861591243185505	0	0.514051988202272	0	1.73072765694827	3.96105239238572	5.42294805549139	3.84818764160259
ACOT7	3283.52422777996	3172.41951945892	3350.07680711421	3551.2301380238	4117.40109587994	4972.11101554217	5020.74607470911	4787.14542615362
ACOT8	539.356118234126	508.04994293722	465.731101311259	551.708967871554	586.716675705465	630.797593487426	736.617110870914	684.977400205261
ACOT9	1209.67410543245	1170.72378155099	1213.67674414557	1203.47243566362	1258.23900660139	1320.02070976254	1233.72068262429	1341.0933930985
ACOX1	896.054892912925	936.158279946431	874.402431932065	925.856428841919	1446.88832120876	1372.50465396165	1544.63637113913	1450.76674088418
ACOX2	264.50851165795	316.610834004355	297.122049180914	325.529429318848	356.529897331344	381.251292767125	353.395448282856	359.805544489842
ACOX3	528.155432072714	517.516712060274	535.642171706768	525.638429159872	498.449565201103	521.868652696818	507.94946786436	484.871642841926
ACOXL	0.861591243185505	0	0.514051988202272	0.704609154369801	0	0.99026309809643	0.903824675915232	0
ACP1	3000.06070877193	2854.75682221867	2916.73098105969	2972.74602228619	4449.70080601401	4059.08843909727	4073.53781434995	3942.46823882185
ACP2	642.747067416386	579.576642978071	636.910413382616	643.308157939629	719.982705290482	805.083898752397	833.326351193844	798.498935632538
ACP5	6.03113870229853	2.10372647178973	2.05620795280909	4.22765492621881	5.19218297084482	4.95131549048215	11.749720786898	3.84818764160259
ACP6	466.120862563358	406.019209055418	476.526193063507	445.312985561714	418.836092981482	463.443129909129	422.989948328329	404.059702368272
ACPP	6.03113870229853	4.20745294357947	5.14051988202273	2.1138274631094	1.73072765694827	8.91236788286787	2.7114740277457	1.9240938208013
ACPT	4.30795621592752	6.3111794153692	2.05620795280909	0	13.8458212555862	6.93184168667501	11.749720786898	11.5445629248078
ACR	0	0	0	0	0	0	0	0
ACRBP	0	1.05186323589487	2.05620795280909	0	5.19218297084482	15.8442095695429	9.94207143506755	15.3927505664104
ACRC	43.9411534024607	42.0745294357947	38.5538991151704	43.6857675709277	465.565739719086	384.222082061415	373.279591152991	421.376546755484
ACRV1	9.47750367504055	13.6742220666333	9.2529357876409	10.569137315547	1.73072765694827	21.7857881581215	9.94207143506755	7.69637528320518
ACSBG1	13.7854598909681	12.6223588307384	15.4215596460682	7.75070069806782	20.7687318833793	21.7857881581215	24.4032662497113	13.4686567456091
ACSBG2	6.89272994548404	7.36304265126406	10.2810397640455	7.75070069806782	6.92291062779309	5.94157858857858	5.42294805549139	7.69637528320518
ACSF2	472.152001265656	518.568575296169	524.333027966318	523.524601696762	977.861126175775	1121.96809014326	1131.58849424587	958.198722759045
ACSF3	795.248717460221	784.68997397757	811.688089371388	830.734193001996	785.750356254516	888.265998992498	901.113201887486	756.168871574909
ACSL1	4045.17088675594	4674.48022031679	3499.15188369287	3592.09746897725	3999.71161520746	3833.30845273128	3520.39711268983	3701.95651122169
ACSL3	5422.85528460957	5504.40031343784	5536.85396492668	5464.94860129218	4655.65739719086	4022.4487044677	3656.87463875303	3882.82133037701
ACSL4	3645.39254991787	4343.1433010099	3706.31483493838	3717.51789845507	4328.54987002763	3106.4553387285	2809.99091742046	3288.27633974941
ACSL5	67.2041169684694	84.1490588715893	63.2283945488795	61.3009964301727	126.343118957224	153.490780204947	115.68955851715	115.445629248078
ACSL6	1.72318248637101	3.1555897076846	4.11241590561818	0.704609154369801	5.19218297084482	3.96105239238572	4.51912337957616	3.84818764160259
ACSM1	0	0	0.514051988202272	0	3.46145531389655	4.95131549048215	4.51912337957616	0
ACSM2A	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0
ACSM3	181.795752312141	144.105263317597	141.364296755625	174.743070283711	469.027195032982	167.354463578297	177.149636479385	198.181663542533
ACSM4	1.72318248637101	0	0.514051988202272	0.704609154369801	0	0	0	0
ACSM5	1.72318248637101	0	0	0	0	0	0	0
ACSM6	0	1.05186323589487	0.514051988202272	0	0	0.99026309809643	0	0
ACSS1	7.75432118866954	8.41490588715893	12.8512997050568	9.86452816117722	22.4994595403276	8.91236788286787	9.03824675915232	9.62046910400648
ACSS2	1639.60813578202	1753.45601423674	1781.70419110908	1722.76938243416	2549.36183868481	2655.88562909462	2586.74622246939	2637.93262831858
ACSS3	0.861591243185505	0	0	0	0	0.99026309809643	0	0
ACTA1	2.58477372955651	3.1555897076846	3.08431192921363	3.52304577184901	88.2671105043619	81.2015740439072	102.132188378421	82.7360342944557
ACTA2	211.951445823634	194.59469864055	211.789419139336	222.656492780857	413.643910010637	474.33602398819	493.488273049717	475.25117373792
ACTA2-AS1	85.2975330753649	84.1490588715893	82.2483181123636	100.759109074882	202.495135862948	240.633932837432	219.629396247401	209.726226467341
ACTB	100986.24802253	93601.1019093406	106093.133637114	111350.089274214	105996.68462214	114149.607843772	121126.967767456	104761.136261168
ACTBL2	2.58477372955651	0	0.514051988202272	0.704609154369801	5.19218297084482	0	1.80764935183046	5.77228146240389
ACTC1	0	1.05186323589487	1.02810397640454	0	48.4603743945517	46.5423656105322	52.4218312030835	32.709594953622
ACTG1	36150.6453815774	33990.9604679426	39455.5463024772	39429.2236693797	48844.5959343942	50087.5075017174	49412.9988569617	46284.0768593752
ACTG1P17	6.03113870229853	6.3111794153692	4.11241590561818	7.04609154369801	34.6145531389655	43.5715763162429	40.6721104161854	42.3300640576285
