	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	46.9265205534531	-0.0532777396582901	0.671333600798116	-0.0793610502959346	0.936745448251215	1
A1BG-AS1	67.6768691861742	0.00279407313653483	0.595955610707789	0.00468839136058546	0.996259218622753	1
A1CF	3.35624727463648	2.41494493530209	2.68311921892263	0.900051297859132	0.368092952116364	1
A2M	5.3988529890987	1.49240825294021	2.04545847597137	0.729620410520181	0.465622242645601	1
A2M-AS1	6.27121752562164	-0.261162919080457	1.89126936687108	-0.138088695166953	0.890170320131836	1
A2ML1	11.3596337017528	1.67324007894308	1.42498989539573	1.17421189044881	0.240310164538634	1
A2MP1	0.404885707306844	1.96119807071862	8.32616631884654	0.235546348176998	0.813784709939752	1
A3GALT2	2.34740205548559	-3.77016660827274	4.01005520208227	-0.940178231540312	0.347126145787962	1
A4GALT	559.106330339136	0.0248443616601061	0.243720271537145	0.101938018956784	0.918805872367508	1
A4GNT	2.52214703181025	3.15478624664047	3.49453697924594	0.902776609713034	0.366644467533475	1
AA06	0	NA	NA	NA	NA	NA
AAAS	1693.12136797516	-0.2847244929627	0.189838537676789	-1.49982451638697	0.133659864951929	1
AACS	1614.0313131723	-0.196302659455674	0.172391300391918	-1.13870397757541	0.254826643178719	1
AACSP1	1.91867168712791	-3.48128493265474	3.66921349900706	-0.94878232994532	0.342731330675938	1
AADAC	0.225264527345356	0.320295943252538	12.2049359407969	0.0262431482480705	0.97906340039615	1
AADACL2	0	NA	NA	NA	NA	NA
AADACL2-AS1	0.0835975708141545	2.37676298066848	12.2278752010988	0.194372525200036	0.84588420135912	1
AADACL3	0.0884378999493421	-0.602996083025744	12.2321073722432	-0.0492961731511652	0.960683269194955	1
AADACL4	0.050057200635565	0	12.2348422981127	0	1	1
AADACP1	0.406770883439531	-6.20642900634956	10.7236308762186	-0.578761902380779	0.562749840804693	1
AADAT	387.051045939491	0.124195048160375	0.233274454012875	0.532398837609197	0.594449790082087	1
AAED1	205.992549103614	0.377691772014022	0.332801031397758	1.1348876246799	0.256422405721403	1
AAGAB	1885.57257289381	-0.103033711335952	0.140376605632423	-0.733980643510833	0.462960535321895	1
AAK1	752.989881219369	0.218460831389519	0.212295043200633	1.02904348634772	0.303459240606168	1
AAMDC	190.139188430659	-0.0719482871821115	0.372537742492064	-0.19313019588517	0.846857004915281	1
AAMP	4990.53776462504	-0.222063587285517	0.160251692086694	-1.38571758209819	0.165833157302041	1
AANAT	7.42545639250385	-0.548796360490363	1.82912734056368	-0.300031795665599	0.764152902778882	1
AAR2	1447.53042471233	0.024543156271154	0.165123880284449	0.148634808174777	0.881841805129526	1
AARD	28.7318587997895	0.366552469984651	0.952539232271172	0.38481613939477	0.700373640734188	1
AARS	6343.47523986045	-0.186886686459354	0.115102176269761	-1.62365901771791	0.104448602149379	1
AARS2	1107.67040778882	-0.170868957051046	0.187589274197323	-0.910867413833646	0.362365237027043	1
AARSD1	1262.41878943626	-0.146219763466478	0.175764707019285	-0.831906279401328	0.405461847168154	1
AASDH	419.186860961454	0.0343523100358877	0.236552278573978	0.14522079534797	0.884536547661129	1
AASDHPPT	2410.70671908095	0.51018114591185	0.268909171742752	1.8972247863673	0.0577982768450175	1
AASS	932.019413552687	-0.10172115336818	0.196822422023203	-0.516816896787237	0.605283983738301	1
AATBC	27.4294690878111	-0.906808312782325	0.953789992923673	-0.950742112530103	0.341735304724232	1
AATF	3218.95008663902	-0.0280489174245355	0.144589532311056	-0.193989958859495	0.846183744227857	1
AATK	52.0975292109799	0.596354565042577	0.679210894412233	0.878010894625951	0.379937806438397	1
AATK-AS1	0.131283393908599	-1.93259875316622	12.2195916759537	-0.15815575547989	0.874334066891827	1
ABALON	986.229543559302	0.134352011809407	0.172245284100165	0.780004007141808	0.435388516531174	1
ABAT	45.4052829194473	0.0265273154199797	0.709780770153771	0.0373739562065519	0.9701868380949	1
ABCA1	4.78406969402033	-0.903483059052657	2.3250728466484	-0.388582689077905	0.697584874452381	1
ABCA10	149.541410207023	0.084182111085127	0.43573581326687	0.193195299817068	0.846806019599327	1
ABCA11P	240.493767819098	-0.446409325963854	0.2968194336029	-1.50397607240597	0.132587527811064	1
ABCA12	1464.68592832304	0.0507877554030999	0.229509739190803	0.221288018461288	0.824868178630764	1
ABCA13	2.7595216031489	0.217464139448278	2.96404157071459	0.0733674391064127	0.941513727572448	1
ABCA17P	5.46018649714691	-2.35597152324673	2.00610379146176	-1.17440161036236	0.240234200555546	1
ABCA2	2258.24500735974	-0.21483847821978	0.172599909126691	-1.24471953262783	0.213234863508885	1
ABCA3	26.0046364817314	-0.895553973289989	0.879368735517428	-1.01840551877596	0.308485280583182	1
ABCA4	1.46031245942274	-0.0429949257696018	4.9810009243357	-0.00863178433867403	0.993112918067538	1
ABCA5	217.071362276708	0.564459168872462	0.392600304685912	1.43774511159394	0.150506388248687	1
ABCA6	130.248032323837	0.172772931435635	0.455943094518231	0.37893529590177	0.704735913017212	1
ABCA7	584.388040591984	-0.17471489747545	0.247757534994807	-0.705185000646346	0.480695114414917	1
ABCA8	1.06133769572776	-0.294498258109374	5.92039696130632	-0.0497429919030959	0.960327196261099	1
ABCA9	20.1038449833648	-1.88715076219757	1.15053337839338	-1.64023990753994	0.100955294659154	1
ABCA9-AS1	0.491475846012303	-2.23300731895568	7.94862521272016	-0.280930004773933	0.778764086516806	1
ABCB1	0.970223612159408	2.76085345437547	5.09341569951381	0.542043614197641	0.58778846084414	1
