	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
4933401J01Rik	5351.14628012595	-0.0523696964825205	0.0711088238620448	-0.736472545012427	0.461443169938849	0.568360521301653
Gm26206	0	NA	NA	NA	NA	NA
Xkr4	757.499841074458	-0.790028666304364	0.101757211248013	-7.76385925493602	8.23833180649383e-15	6.51562575493739e-14
Gm18956	13.2526683213451	7.32011823839278	1.33942429608296	5.46512278431853	4.62586494923548e-08	1.9891708791231e-07
Gm37180	0.971188358994905	3.56542834907056	2.84395696945012	1.25368575803731	0.209956246511897	NA
Gm37363	33.6377932729433	-0.702911401480443	0.443212060933396	-1.58594827045123	0.112751044617525	0.179914822379997
Gm37686	944.171039176194	0.414775530203093	0.0955602671354367	4.34046013721618	1.42184661816688e-05	4.64678777351047e-05
Gm1992	6091.58267349261	-0.830965251306134	0.080425501173734	-10.3321115713174	5.0437857419209e-25	7.92572611789242e-24
Gm37329	6104.79680299051	0.810632422918662	0.0659172695209555	12.2977245388017	9.3161724952418e-35	2.43611316291278e-33
Gm7341	437.540585561329	0.886291365387904	0.13290845555418	6.66843476355506	2.58545926921256e-11	1.52751850630592e-10
Gm38148	1561.60563014934	-0.0881127131062176	0.0951305115374966	-0.926229783506285	0.354326577546751	0.462822719549655
Gm19938	24.162130620994	4.96620349244323	0.838147398253568	5.92521494762284	3.11889158430664e-09	1.51276293172457e-08
Gm10568	0	NA	NA	NA	NA	NA
Gm38385	0	NA	NA	NA	NA	NA
Gm27396	7.03508696512914	6.3917559895717	1.48566117048177	4.30229726438834	1.69036316300915e-05	5.47763935343221e-05
Gm37381	0	NA	NA	NA	NA	NA
Rp1	4.97416700967735	5.8901997867836	1.58848671236303	3.7080573233259	0.000208855383616927	0.000591020011744948
Gm6101	935.852152677527	0.0864440026411092	0.122607426572423	0.705047035548435	0.480780965573865	0.585887822139375
Gm37483	1749.31322073612	-0.313621122730739	0.0788333842848712	-3.97827805536602	6.94161657807555e-05	0.000209506484898008
Sox17	644.897366400514	0.124071224180985	0.11296954482319	1.09827143567916	0.272085980992947	0.372950344856958
Gm37587	3.09883006369496	5.21707692807437	1.78835008447743	2.91725707027819	0.00353124602327627	0.00822513546955489
Gm7357	247.378657068837	-0.248562069011289	0.192417435838217	-1.29178558028534	0.196431410390155	0.285343061150152
Gm22307	648.320917064069	0.0672211963798073	0.106688294605502	0.630070961658624	0.528648157471896	0.630048877493782
Gm38076	569.927254461106	1.52228636696213	0.114635049712643	13.279414723316	3.04766907176253e-40	9.92348400642165e-39
Gm37323	1.77953221127558	4.43746886528647	2.32987231881921	1.90459744486573	0.0568324189944916	0.0998634514511874
