AD_C1	AD_C2	AD_C3	AD_T1	AD_T2	AD_T3
Gm13179	912.446881115601	949.383393640573	896.851859084926	790.617203459578	767.275264868864	828.44676538957
Prpf18	367.033392301362	387.640838538147	373.043984490066	848.25504635278	874.001523516037	803.604163559113
Gm13196	0	0	0	0	2.88449347695062	0
Bend7	524.867090263017	554.047451607872	581.793986173627	541.578221902159	494.209882384206	473.089547901736
Gm13176	141.956935444802	155.825845764714	148.831019718835	78.3004658171797	106.726258647173	122.052782906156
Sephs1	85.92130303238	83.6842505032724	82.1469914032529	50.0252976054203	39.4214108516584	43.204524922533
Phyh	180.247950926623	217.386673721144	196.186344174828	184.876099846119	224.028993376498	212.782285243475
Gm13194	1117.91086662781	1212.94068832904	1238.00348220667	1074.45639204685	1043.22514083047	1034.74837189466
Gm13193	374.504809956352	345.317769318101	337.285882349827	354.527109116675	399.983095470485	395.321403041177
Gm13192	1396.22117427617	1364.91898234648	1259.26505645222	1405.0583588305	1336.48197765379	1387.94536313637
Ucma	0	0	0	0	0	0
Mcm10	301.658487820204	321.27057089762	325.688660034073	331.689473253331	411.521069378288	405.042421148747
Optn	14.9428353099791	18.2758707995652	14.4965278946917	25.0126488027102	28.8449347695062	24.8426018304565
4930551O13Rik	4162.51356103606	4727.67920946648	4293.87156240768	4326.10073639918	4372.89211105713	4170.3167681475
Gm26776	0	0.961887936819223	0	0	0	0
Ccdc3	1171.14471741961	1058.07673050114	1119.1319534702	769.9545805356	663.433499698642	754.999073021264
Gm13198	0	0	0	0	0	0
Gm23118	1260.80172927949	1336.0623442419	1208.04399122431	1052.70626265319	1094.18452558993	1007.74554381808
Gm13197	59.7713412399165	58.6751641459726	68.6168987015407	50.0252976054203	37.498415200358	56.1658823992929
Camk1d	12505.2853000388	12845.0515082839	12807.1991773636	11512.3434880648	11318.7524035542	11751.630778929
Gm13216	725.661439740861	779.12922882357	815.671302874653	793.879722868627	838.426103966979	758.239412390454
Cdc123	1738.03853199195	1915.11888220707	1959.93057136232	1821.57333671911	1823.96137525844	1729.26111002438
Nudt5	1359.7980132081	1646.75214783451	1572.39005897756	1316.97033478617	1480.70665150132	1258.33178836877
Gm13199	0	0	0	0	0	0
Sec61a2	0	0	0	0	0	0
Gm13267	619.19373815726	583.865977649268	659.108801611982	551.365780129307	594.205656251827	564.899163362119
Dhtkd1	0	0	0	0	0	0
Upf2	1820.22412619683	1923.77587363845	1860.38774648543	1898.78629606661	1788.38595570938	1851.31389293054
Proser2	408.126189403805	454.011106178673	403.969910665409	478.502846660543	497.094375861156	499.012262855256
Gm13384	0	0	0	0	0	0
Gm10857	756.481037567693	787.786220254943	817.604173260612	547.015754250575	489.402393255955	480.650339763179
Echdc3	1131.91977473092	1121.56133433121	1082.40741613698	1064.66883381971	1074.95456907693	1139.51934483181
A230108P19Rik	457.624331368111	444.392226810481	469.687503788011	498.077963114837	511.516843245909	453.647511686596
Gm13383	0	0	5.79861115787668	6.52503881809831	5.76898695390123	5.40056561531662
Usp6nl	6.53749044811587	0.961887936819223	0	0	0.961497825650205	8.64090498450659
Gm13388	383.844082025089	427.078243947735	409.768521823285	364.314667343822	374.98415200358	342.395860011074
Gm13391	277.376380441488	255.862191193913	292.829863472772	235.988903921222	274.988378135959	245.185678935375
Gm38386	0	0	0.966435192979446	0	0	0
Celf2	2007.00956757157	2192.14260801101	2148.38543399331	2307.68872866743	2276.82685113969	2215.31201540288
Gm13389	2791.50842134548	2961.65295746639	2934.0972458856	2446.88955678686	2346.0546945865	2337.36479830903
Gm10855	2408.59826652726	2718.29530945112	2077.83566490581	2574.12781373978	2604.69760968641	2280.11880278668
Gm37340	1815.55449016246	1786.2258986733	1680.63080059126	1799.82320732545	1703.77414705216	1619.08957147192
Gm10115	0	0	0	0	0	0
Gm26315	0	0	0	0	0	0
Gm26565	15.8767625168528	6.73321555773456	13.5300927017122	20.662622923978	18.2684586873539	12.9613574767599
Gm24340	0	0	0	0	0	0
Gm28641	0	0.961887936819223	0	0	0	0
Gm13210	545.413488814238	630.99848655341	579.861115787668	582.903467750115	536.515786712815	554.098032131485
Gm13211	0	0	0	0	0	0
Gm13254	24.2821073787161	13.4664311154691	15.4629630876711	41.3252458479559	37.498415200358	45.3647511686596
Gm24534	50.4320691711796	53.8657244618765	73.4490746664379	147.900879876895	209.606525991745	194.420362151398
Gm13255	115.806973652338	138.511862901968	117.905093543492	145.725866937529	147.109167324481	118.812443536966
Gm13217	782.630999360157	718.530288803959	756.718756102906	755.816996429721	770.159758345815	751.758733652074
1700061F12Rik	1635.30653923584	1640.98082021359	1778.24075508218	1675.84746978158	1483.59114497827	1656.89353077914
Gm23963	1273.87671017572	1178.31272260355	1335.61343669759	1288.69516657442	1305.71404723298	1385.78513689025
Gm13221	2.80178162062109	0	0	0	0	0
Gm13219	538.875998366122	602.141848448833	635.914356980476	728.629334687644	543.246271492366	569.219615854372
Gm13220	1533.50847368661	1528.43993160574	1653.57061518783	1316.97033478617	1321.09801244338	1325.2988019987
Gm13218	118.608755272959	134.664311154691	129.502315859246	156.600931634359	164.416128186185	180.378891551575
Gm37866	0	0	0	0	0	0
Gata3	0	0	0	0	0	0
Gm13256	183.049732547244	198.14891498476	192.32060340291	158.775944573725	173.069608617037	189.019796536082
4930412O13Rik	5221.58701363083	5153.79556547739	5193.62272707154	5646.3335905944	5189.20376503416	5449.17070585447
9230102O04Rik	3055.80982089073	3046.29909590648	3149.61229392002	3263.60691551884	3107.56097250146	3041.59855454632
Gm13262	0	0.961887936819223	0	2.1750129393661	0	0
Taf3	2749.48169703616	2836.60752567989	2977.58682956967	3138.54367150529	3146.98238335312	3104.24511568399
C630004M23Rik	849.873758255063	748.348814845355	854.328710593831	840.642501064999	738.430330099358	904.054684004003
Atp5c1	2503.85884162838	2363.35866076483	2427.68520476437	2704.62859010175	2422.97452063852	2571.74934601378
Gm23608	432.408296782521	454.972994115492	439.728012805648	460.015236675931	404.790584598737	445.00660670209
Kin	55.101705205548	50.9800606514188	54.120370806849	56.5503364235187	76.9198260520164	69.1272398760528
Itih2	0	0	0	0	0	0
Itih5	3196.83282912866	3479.14866747513	3311.00697114758	3096.13091918765	3321.01348979581	3142.04907499121
Gm13261	2922.25823030779	3147.2973292725	2754.34029999142	3071.11827038494	2983.52775299259	2965.99063593189
Sfmbt2	0	0	0	0	0	0
Gm22072	716.322167672124	777.205452949932	696.799774138181	692.741621188104	735.545836622407	706.393982483414
Gm22677	1254.26423883137	1200.43614515039	1207.07755603133	1079.89392439527	1234.56320813486	1143.83979732406
Mir466m	0	0	0	0	0	0
Mir466f-1	0	0	0	0	0	1.08011312306332
Mir669f	0	0	0	0	0	0
Mir669e	418.399388679416	393.412166159062	376.909725261984	429.565055524805	448.057986752996	414.763439256317
Mir669b	0	0	3.86574077191779	2.1750129393661	0	0
Gm23578	0	0	0	0	0	0
Mir669d	805.045252325126	757.967694213547	755.752320909927	761.254528778136	837.464606141329	773.36099611334
Mir466f-2	0	0	0	0	0	0
Mir669l	1028.25385476794	955.154721261488	1007.99190627756	1582.32191338884	1509.55158627082	1511.07825916559
Mir669d-2	138.221226617307	120.235992102403	143.032408560958	244.688955678687	209.606525991745	236.544773950868
Mir466f-3	10.2731992756107	2.88566381045767	0	3.26251940904915	3.84599130260082	6.48067873837995
Mir297a-2	47.6302875505585	57.7132762091534	79.2476858243146	50.0252976054203	40.3829086773086	45.3647511686596
Mir466o	1.86785441374739	0.961887936819223	0	0	0	0
Gm26073	0	0	0	0	0.961497825650205	0
Mir467c	404.39048057631	351.089096939016	331.48727119195	209.888748648829	293.256836823313	247.345905181501
Mir466b-1	2.80178162062109	5.77132762091534	0.966435192979446	1.08750646968305	0.961497825650205	0
Mir669a-3	149.428353099791	139.473750838787	165.260417999485	67.4254011203492	93.2652890880699	72.3675792452427
Mir669k	109.269483204222	92.3412419346454	111.140047192636	78.3004658171797	79.8043195289671	54.0056561531662
Gm26491	930.191498046201	940.7264022092	837.89931231318	804.754787565458	942.267869137201	892.173439650306
Mir467a-1	0	0	0	0	0	0
Mir466b-8	46.6963603436848	40.3992933464073	22.2280094385273	23.9251423330271	43.2674021542593	14.0414705998232
Mir669a-1	11562.0188210964	12092.8551416913	12288.2234787337	12028.9090611642	12098.5271401565	11733.2688558369
Mir669g	797.573834670136	911.869764104623	988.663202417974	762.342035247819	807.658173546173	778.761561728657
Gm25701	12.141053689358	8.656991431373	5.79861115787668	8.70005175746441	3.84599130260082	3.24033936918997
Mir669j	0.933927206873696	0	0	0	0	0
Mir467a-2	0	0	0	0	0	0
Mir466e	5076.82829656541	5522.19864527916	4756.79401984484	3729.05968454318	4087.32725683902	3480.12448251003
Mir669a-4	0	0	0	0	0	0
Gm24315	116.740900859212	75.0272590718994	92.7777785260269	72.8629334687644	75.9583282263662	99.3704073218259
Gm25451	0.933927206873696	0	0.966435192979446	2.1750129393661	0	0
Mir467b	1710.95464299261	1800.65421772558	1708.65742118766	2160.87535526022	2220.09847942632	2086.77855375834
Mir466c-1	1590.4780333059	1767.95002787373	1684.49654136318	1798.73570085577	1843.19133177144	1690.3770375941
Mir669a-5	265.23532675213	277.023725803936	282.199076349998	281.66417564791	245.181945540802	291.630543227098
Gm24761	0	0	0	0	0	0
Gm23651	666.824025707819	614.646391627483	689.068292594345	642.716323582683	726.892356191555	646.987760714931
Mir467a-3	5327.12078800756	5888.67794920728	5630.45143429825	5221.11856094833	5439.19319970321	4794.6221532781
Mir466c-2	477.236802712458	460.744321736408	446.493059156504	358.877134995407	370.176662875329	433.125362348393
Mir669a-6	0	0	0	0	0	0
Gm23108	0	1.92377587363845	0.966435192979446	0	0.961497825650205	0
Gm25680	833.063068531336	773.357901202655	629.14931062962	721.016789399863	688.432443165547	729.076358067744
Gm22775	5087.10149584102	4728.6410974033	4688.17712114329	4890.51659416468	4619.99705224924	5053.8493028133
Mir467a-4	0	0	0	0	0	0
Mir466b-4	2273.17882153058	2427.80515253172	2131.95603571266	1505.10895404134	1664.35273620051	1540.2413134883
Mir669a-7	905.909390667485	939.76451427238	847.563664242974	1024.43109444143	914.384432193345	1001.2648650797
Gm26060	1031.98956359543	1061.92428224842	1020.5555637863	948.305641563621	962.459323475856	938.618303942029
Gm26431	40161.6716771895	43230.1295444663	41208.7966286436	43712.3225489102	44240.4379538173	42744.396732108
Gm26229	9487.76649462987	10401.8561487631	10485.821843827	9501.54402562082	10092.8426758502	9340.81828825163
Mir467a-5	38.2910154818215	34.627965725492	51.2210652279107	26.1001552723932	33.6524238977572	23.7624887073931
Mir466b-5	0	0	0	0	0	0
Mir669p-1	313.799541509562	371.28874361222	309.259261753423	266.439085072348	279.79586726421	298.111221965478
Gm24167	1326.17663376065	1311.0532578846	1296.95602897842	1200.60714253009	1355.71193416679	1272.3732589686
Gm24640	3.73570882749478	4.80943968409611	0.966435192979446	3.26251940904915	2.88449347695062	3.24033936918997
Gm23288	118.608755272959	101.960121302838	90.844908140068	122.888231074185	86.5348043085185	143.655045367422
Mir467a-6	422.13509750691	557.895003355149	467.754633402052	407.814926131144	472.095432394251	396.40151616424
Gm25285	832.129141324463	945.535841893296	942.27431315496	826.504916959119	928.806899578099	886.772874034989
Mir669a-8	0	0	0	0	0	0
Gm24673	0	0	0	0	0	0
Gm22635	0	0	0	0	0	0
Gm23569	14.0089081031054	18.2758707995652	10.6307871227739	30.4501811511254	36.5369173747078	32.4033936918997
Mir467a-7	4276.45268027465	4566.08203608085	4052.26276416282	2677.44092835967	3030.64114644945	2552.30730979864
Mir466b-6	0	0	0	0	0	0
Mir669a-9	0	0	0	0	0.961497825650205	0
Gm26426	5997.68052254287	6366.73625380643	6468.35074661143	5896.4600786215	6140.12511460221	6122.08118152292
Gm24488	302.592415027077	351.089096939016	335.353011963868	299.064279162839	350.946706362325	331.594728780441
Gm25158	8146.64702555925	9002.3092006911	8309.40978923728	9443.90618272762	9904.38910202277	8826.68444167349
Mir467a-8	0	0	0	0	0	0
Mir466b-7	0	0	0	0	0	0
Mir669p-2	1997.67029550283	2498.98485985634	2340.70603739622	2381.63916860588	2471.04941192103	2135.38364429619
Gm24028	493.113565229311	540.581020492403	670.706023927736	514.390560160083	554.784245400169	523.854864685712
Gm22626	44.8285059299374	50.0181727145996	58.9525467717462	57.6378428932017	55.7668738877119	73.4476923683061
Gm22166	916.182589943095	893.593893305058	928.744220453248	803.667281095775	896.115973505992	810.084842297493
Mir467a-9	1140.32511959278	1238.91166262316	1119.1319534702	1131.00672847037	1145.14391034939	1031.50803252547
Mir466b-2	0	0	0	0	0	0
Mir669a-10	0	0	0	0	0	0
Gm26156	103.66591996298	101.960121302838	116.938658350513	84.825504635278	66.3433499698642	114.491991044712
Gm23571	3675.93748625487	4241.92580137277	4237.81832121487	3872.61053854135	4106.55721335203	3810.63909816741
Gm25316	839.600558979452	907.060324420527	909.415516593659	697.091647066836	794.19720398707	681.551380652958
Gm25022	788.234562601399	787.786220254943	800.208339786982	784.09216464148	819.196147453975	783.08201422091
Gm25943	417.465461472542	483.829632220069	476.452550138867	460.015236675931	463.441951963399	395.321403041177
Mir669a-11	0	0	1.93287038595889	0	0	0
Gm23988	0	0	0	0	0	0
Gm25673	6466.51198039347	6181.09188200032	6365.90861615561	6067.19859436174	5462.26914751882	6145.84367023032
Gm25753	0	0	0	0	0	0
Mir467a-10	2227.41638839376	2292.17895344021	2455.71182536077	2579.5653460882	2671.04095965627	2549.06697042945
Mir466b-3	3589.08225601561	3633.0507373662	3596.10535307652	2594.79043666376	2432.58949889502	2475.61927806114
Mir669a-12	954.473605424917	1017.67743715474	947.106489119857	824.329904019753	869.194034387786	966.701245141675
Gm26398	1417.70150003427	1376.46163758831	1374.27084441677	1338.72046417984	1223.02523422706	1308.01699202969
Mir467e	0	0.961887936819223	0	0	1.92299565130041	0
Mir466p	62.5731228605376	34.627965725492	47.3553244559929	32.6251940904915	44.2288999799095	54.0056561531662
Gm22051	154.09798913416	150.054518143799	135.300927017122	145.725866937529	153.839652104033	147.975497859675
Gm22678	2664.49432121065	3110.74558767337	2577.48265967618	3557.23366233326	3578.69490707006	3353.75124711162
Mir467d	92.4587934804959	75.0272590718994	91.8113433330474	66.3378946506661	98.072778216321	78.8482579836227
Mir466	289.517434130846	268.366734372563	303.460650595546	401.289887313046	374.98415200358	397.481629287303
Gm22091	1535.37632810036	1582.30565606762	1396.4988538553	1263.68251777171	1264.36964073002	1219.44771593849
Mir297c	1092.69483204222	1094.62847210028	1013.79051743544	988.543380941893	983.61227564016	947.259208926536
Mir669c	0	0	0	0	0	0
Gm24342	0	0	0	0	0	0
Gm25263	1245.85889396951	1408.20393950334	1116.23264789126	1121.21917024323	1016.30320171227	1039.06882438692
Mir669a-2	862.014811944421	955.154721261488	916.180562944515	835.204968716583	824.003636582226	885.692760911926
Gm22239	0	0.961887936819223	0.966435192979446	0	0	1.08011312306332
Gm22925	0	0	0	0	0	0
Gm23542	0	0	0	0	0	0
Mir297b	0.933927206873696	0	0	1.08750646968305	0	0
Mir466d	2243.29315091062	2304.68349661886	2273.05557388766	2221.77571756247	2290.28782069879	2308.20174398632
Gm26092	1229.04820424578	1385.11862901968	1367.50579806592	1264.77002424139	1374.94189067979	1413.86807808989
Mir669m-1	0	0.961887936819223	0	1.08750646968305	0	0
Mir669m-2	0	1.92377587363845	7.73148154383557	4.3500258787322	0.961497825650205	5.40056561531662
Mir466n	690.172205879661	739.691823413982	694.866903752222	833.029955777217	732.661343145457	893.253552773369
Mir669o	121.41053689358	144.283190522883	118.871528736472	131.588282831649	124.994717334527	128.533461644536
Mir466g	1820.22412619683	1894.91923553387	1820.76390357328	1734.57281914447	1786.46296005808	1733.58156251664
Mir466h	0	1.92377587363845	0.966435192979446	0	0	0
Mir297a-3	869.486229599411	769.510349455378	766.383108032701	627.491233007121	682.663456211646	669.670136299261
Mir466l	1890.26866671236	1799.69232978877	1806.26737567859	2102.15000589734	2065.29732949664	2038.17346322049
Mir297a-4	3899.14608869768	3953.359420327	4090.920171882	3811.71017623909	3715.22759831239	3588.13579481636
Gm24806	886.296919323137	853.19459995865	949.039359505816	934.168057457741	824.965134407876	837.087670374076
Mir669i	682.700788224671	757.967694213547	771.215283997598	824.329904019753	817.273151802675	821.96608665119
Mir669h	463.227894609353	487.677183967346	433.929401647771	435.00258787322	441.327501973444	419.08389174857
Gm18547	5303.77260783572	5388.49622206129	5470.02319226367	5434.26982900621	5911.28863209746	5464.29228957736
Gm13265	1043.19669007792	1178.31272260355	1165.52084273321	1125.56919612196	1121.10646470814	1177.32330413902
Gm13263	1474.67105965357	1450.52700872339	1557.89353108287	1562.74679693454	1505.70559496822	1575.88504654939
Gm37343	0	0	0	0	0	0
Gm23877	754.613183153946	717.56840086714	747.054404173112	655.76640121888	630.742573626535	736.637149929187
Gm13264	557.554542503596	507.876830640549	529.606485752737	442.615133161002	423.05904328609	495.771923486066
Gm26478	265.23532675213	248.167087699359	252.239585367635	215.326280997244	173.069608617037	190.099909659145
Gm13297	0	3.84755174727689	0	0	0	1.08011312306332
Gm13294	1396.22117427617	1514.97350049028	1246.70139894349	1044.00621089573	1098.03051689253	976.422263249245
Prkcq	257.76390909714	238.548208331167	253.206020560615	221.851319815342	214.414015119996	239.785113320058
Gm36932	99.9302111354854	117.350328291945	109.207176806677	156.600931634359	148.070665150132	178.218665305449
Gm37520	98.9962839286117	114.464664481487	128.535880666266	191.401138664217	178.838595570938	187.939683413018
Gm37766	0.933927206873696	0.961887936819223	0.966435192979446	21.750129393661	26.9219391182058	18.3619230920765
Gm38171	915.248662736222	863.775367263662	954.837970663693	893.930318079468	933.61438870635	937.538190818966
Gm37851	1867.85441374739	1935.31852888028	2169.64700823886	2016.23699479238	2090.29627296355	2023.05187949761
8030442B05Rik	367.033392301362	379.945735043593	381.741901226881	469.802794903078	410.559571552638	416.923665502443
Gm13293	0	0	0	0	0	0
Gm37730	0	0	0	0	0	0
4933403L11Rik	0	0	0	0	0	0
Gm13291	1133.78762914467	1081.16204098481	1049.54861957568	1308.27028302871	1176.87333859585	1285.33461644536
Gm13292	308.19597826832	297.22337247714	290.896993086813	294.714253284107	362.484680270127	313.232805688364
Gm13296	0	0	0	0	0	0
Pfkfb3	18.6785441374739	15.3902069891076	18.3622686666095	9.78755822714746	19.2299565130041	11.8812443536966
Gm10851	1658.65471940768	1768.91191581055	1678.6979302053	1722.61024797795	1630.70031230275	1728.18099690132
Gm37975	1498.01923982541	1496.69762969071	1603.3159851529	2192.41304288103	2197.98402943637	2107.30070309655
Rbm17	4.66963603436848	2.88566381045767	9.66435192979446	10.8750646968305	4.80748912825103	1.08011312306332
Gm13260	8.40534486186326	14.4283190522883	19.3287038595889	10.8750646968305	9.61497825650206	18.3619230920765
Gm17490	0	0	0	0	0	0
Il2ra	240.01929216654	217.386673721144	232.910881508047	316.464382677768	267.296395530757	251.666357673755
Gm37881	8325.961049279	8315.52121380218	7147.75468727598	9216.61733056386	8052.54428982047	9162.59962294618
Il15ra	172.776533271634	170.254164817002	192.32060340291	56.5503364235187	58.6513673646625	49.6852036609129
Fbxo18	0	0	0	1.08750646968305	0	0
Ankrd16	1039.46098125042	1047.49596319613	1065.01158266335	948.305641563621	877.847514818638	937.538190818966
Gm34768	5945.38059895795	6486.97224590884	6433.55907966417	5610.44587709486	5874.75171472276	5466.45251582348
Gm13310	718.190022085872	623.303383058856	727.725700313523	659.028920627929	646.126538836938	697.753077498908
Itga8	376.372664370099	386.678950601327	374.976854876025	305.589317980937	293.256836823313	330.514615657377
Gm37701	76.582030963643	89.4555781241877	58.9525467717462	29.3626746814424	24.0374456412551	33.4835068149631
E030013I19Rik	0	0	0	0	0	0
Fam188a	0	0	0	0	0	0
Gm37289	9242.14363922209	9322.6178836519	8290.08108537769	6963.30392538058	7287.19202060291	7331.80787935385
Gm37255	5372.88322114437	4969.1130816081	5067.01971679124	4675.19031316744	4552.69220445372	5287.15373739497
Gm38014	0	0	0	0	0	3.24033936918997
Gm13321	841.4684133932	853.19459995865	842.731488278077	883.055253382637	1021.11069084052	860.85015908147
Gm37565	0	0	0	0	0	0
Pter	46.6963603436848	35.5898536623112	40.5902781051367	147.900879876895	165.377626011835	156.616402844182
C1ql3	1320.57307051941	1311.0532578846	1185.81598178578	1179.94451960611	1124.95245601074	1165.44205978533
Gm37824	1016.11280107858	1015.7536612811	1005.09260069862	923.29299276091	987.458266942761	978.582489495372
Gm37811	125.146245721075	142.359414649245	144.965278946917	125.063244013551	152.878154278383	124.213009152282
Gm37356	2202.20035380817	1877.60525267112	1950.26621943252	1907.48634782407	1748.96454485772	2009.01040889778
Gm37742	521.131381435522	467.477537294142	510.277781893148	514.390560160083	474.979925871202	488.211131624623
Rsu1	5869.73249520118	5527.96997290007	6022.82412264791	5618.05842238264	5615.1473017972	5628.46948428298
Gm38156	8.40534486186326	0.961887936819223	0.966435192979446	1.08750646968305	0	2.16022624612665
Gm37780	4.66963603436848	0.961887936819223	0	0	0	2.16022624612665
Gm27540	0	0	0	0	0	0
Gm37160	11.2071264824843	6.73321555773456	10.6307871227739	7.61254528778136	8.65348043085185	2.16022624612665
Gm13270	126.080172927949	90.4174660610069	100.509260069862	104.400621089573	83.6503108315679	79.928371106686
Cubn	131.683736169191	151.016406080618	154.629630876711	108.750646968305	121.148726031926	113.411877921649
Trdmt1	70.9784677224009	74.0653711350801	78.2812506313352	70.6879205293983	65.381852144214	57.2459955223562
Vim	0	0	1.93287038595889	1.08750646968305	0	4.3204524922533
St8sia6	0	0	0	0	0	0
Gm37126	0	0	0	0	0	0
Hacd1	0	0	0	0	0	0
D930036K23Rik	859.2130303238	797.405099623135	820.50347883955	955.918186851402	978.804786511909	893.253552773369
Gm37894	1171.14471741961	1188.89348990856	1251.53357490838	1142.96929963689	1106.68399732339	1061.75119997125
Stamos	0	0	0	0	0	0
Stam	914.314735529348	827.223625664531	867.858803295543	964.618238608866	901.884960459893	855.449593466153
Gm37499	0	0	0	0	0	0
Tmem236	1026.38600035419	1035.9533079543	1060.17940669845	1099.46904084956	1161.48937338545	1292.8954083068
Gm13320	1032.92349080231	1148.49419656215	1045.68287880376	1069.01885969844	1046.10963430742	1076.87278369413
Mrc1	187.719368581613	176.025492437918	191.35416820993	176.176048088654	210.568023817395	190.099909659145
Mir511	0.933927206873696	0.961887936819223	4.83217596489723	0	0.961497825650205	0
Gm37697	0	0	0	0	0	0
Slc39a12	0	0	0	0	0	0
Gm13266	306.328123854572	293.375820729863	294.762733858731	259.914046254249	264.411902053807	282.989638242591
Cacnb2	363.297683473868	317.423019150343	397.204864314552	407.814926131144	346.139217234074	439.606041086773
Gm10849	619.19373815726	572.323322407437	586.626162138524	550.278273659624	575.937197564473	617.824706392222
Gm38105	6.53749044811587	1.92377587363845	1.93287038595889	3.26251940904915	0.961497825650205	5.40056561531662
Gm13268	148.494425892918	147.168854333341	145.931714139896	171.826022209922	169.223617314436	159.856742213372
Gm13312	893.768336978127	832.994953285447	734.490746664379	849.342552822463	784.582225730568	897.574005265623
2900092N22Rik	0	0	0	1.08750646968305	0	0
Gm13314	0	0	0	0	0	0
Gm13311	312.865614302688	252.014639446636	264.803242876368	315.376876208085	328.83225637237	331.594728780441
Gm10848	1135.65548355841	1059.03861843796	1003.15973031267	788.442190520212	803.812182243572	871.651290312103
Gm37006	537.942071159249	515.571934135103	514.143522665065	768.867074065917	761.506277914963	635.106516361235
Gm13315	7195.90912896182	7864.39577143396	6889.71649075047	6080.24867199794	6328.57868842965	5879.05572883367
Gm38273	5.60356324124217	1.92377587363845	3.86574077191779	27.1876617420763	38.4599130260082	23.7624887073931
Gm13269	3186.55962985305	3162.6875362616	3396.05326812977	3173.34387853514	3297.9375419802	3155.01043246797
Gm13316	8.40534486186326	5.77132762091534	2.89930557893834	9.78755822714746	9.61497825650206	23.7624887073931
Gm37437	1301.89452638193	1307.20570613732	1426.45834483766	1476.83378582958	1449.93872108051	1431.1498880589
Gm37891	195.190786236602	160.63528544881	148.831019718835	190.313632194534	202.876041212193	200.901040889778
Nsun6	9.33927206873696	8.656991431373	9.66435192979446	13.0500776361966	12.4994717334527	8.64090498450659
Gm36930	0	0.961887936819223	0.966435192979446	4.3500258787322	3.84599130260082	3.24033936918997
Arl5b	379.17444599072	364.555528054485	403.969910665409	352.352096177309	360.561684618827	461.20830354804
Gm38257	373.570882749478	282.795053424851	307.326391367464	301.239292102205	326.90926072107	332.674841903504
Gm13313	127.014100134823	115.426552418307	156.56250126267	151.163399285944	131.725202114078	173.898212813195
Gm13367	0.933927206873696	0.961887936819223	0	0	0	0
Gm13366	229.746092890929	215.462897847506	230.011575929108	227.288852163758	222.105997725197	263.547602027451
Gm13365	1968.71855208975	1776.6070193051	2088.46645202858	1756.32294853813	1625.8928231745	2041.41380258968
Gm13368	503.386764504922	403.992933464073	482.251161296744	489.377911357373	484.594904127704	504.412828470572
Malrd1	721.925730913367	713.720849119863	773.148154383557	804.754787565458	782.659230079267	937.538190818966
Gm37595	306.328123854572	278.947501677575	315.0578729113	341.477031480478	275.949875961609	316.473145057554
Gm6587	218.538966408445	252.014639446636	177.824075508218	232.726384512173	275.949875961609	291.630543227098
Gm37416	1178.6161350746	1190.8172657822	1143.29283329469	1134.26924787942	1100.91501036949	1282.09427707617
Plxdc2	1393.41939265555	1416.86093093471	1527.9340401005	1445.29609820877	1184.56532120105	1411.70785184376
Gm24933	768.622091257051	624.265270995675	756.718756102906	704.704192354617	646.126538836938	782.001901097847
Gm13326	449.218986506248	316.461131213524	374.976854876025	418.689990827975	403.829086773086	405.042421148747
Gm13325	211.067548753455	269.328622309382	263.836807683389	321.901915026183	320.178775941518	304.591900703858
Gm13322	430.540442368774	363.593640117666	459.056716665237	462.190249615297	379.791641131831	442.846380455963
Nebl	56.9695596192954	41.3611812832266	63.7847227366435	55.4628299538356	55.7668738877119	82.0885973528127
Gm13324	3106.24189006191	2693.28622309382	2932.16437549964	2917.77985815963	2597.96712490686	2950.869052209
Mir6419	3645.11788842803	3485.88188303286	2966.9560424469	3155.94377502021	2853.72554652981	3117.20647316075
Gm13323	2493.58564235277	2258.51287565153	2399.65858416797	2666.56586366284	2360.47716197125	2726.20552261183
H2al2a	1213.17144172893	1103.28546353165	1144.25926848766	1312.62030890744	1193.21880163191	1290.73518206067
Gm13329	579.034868261691	515.571934135103	525.740744980819	550.278273659624	535.554288887164	581.100860208069
A930004D18Rik	7.47141765498956	8.656991431373	5.79861115787668	14.1375841058797	4.80748912825103	7.56079186144327
Gm13330	1038.52705404355	1100.39979972119	1075.64236978612	1542.08417401057	1551.85749059943	1637.451494564
Skida1	0.933927206873696	0	0	0	0	0
1810059C17Rik	0	0	0	0	0	0
Mllt10	0	0	0.966435192979446	0	0	0
Mir7655	0	0	0	0	0	0
Gm23638	68.1766861017798	58.6751641459726	61.8518523506846	35.8877134995407	46.1518956312099	49.6852036609129
Gm25147	0	0	0	2.1750129393661	0	0
Gm13351	0	0	0	0	1.92299565130041	0
Dnajc1	77.5159581705167	38.4755174727689	86.9791673681502	76.1254528778136	49.0363891081605	66.9670136299261
Gm13350	0	0	0	0	0	0
Gm13349	102.731992756107	71.1797073246225	75.3819450523968	35.8877134995407	48.0748912825103	33.4835068149631
Gm13353	98.062356721738	56.7513882723341	101.475695262842	55.4628299538356	62.4973586672634	81.0084842297493
Gm13355	0	0	0.966435192979446	0	0	0
Gm13352	8.40534486186326	5.77132762091534	20.2951390525684	4.3500258787322	7.69198260520164	10.8011312306332
Commd3	42.0267243093163	53.8657244618765	56.0532411928079	7.61254528778136	0	15.1215837228865
Bmi1	535.140289538628	550.199899860595	574.062504629791	540.490715432476	538.438782364115	537.896335285536
Spag6	0.933927206873696	8.656991431373	7.73148154383557	7.61254528778136	6.73048477955144	6.48067873837995
