s23.METTL14.input	s24.METTL14.input	s23.METTL14.m6A	s24.METTL14.m6A
ENSG00000000457.13_peak	206.255494393404	195.934295422681	275.405368740942	255.024366595051
ENSG00000000460.16_peak	208.801858521717	195.934295422681	275.405368740942	255.024366595051
ENSG00000001167.14_peak	68.7518314644679	84.8073816008617	81.1902923976434	42.3340448547785
ENSG00000001167.14_peak_2	206.255494393404	169.614763201723	353.140755079112	232.072173601497
ENSG00000001167.14_peak_3	162.967304212072	207.631865298661	264.547092554024	143.833742759609
ENSG00000001460.17_peak	22.9172771548226	8.7731774069857	83.9048614443732	70.8967739134242
ENSG00000001461.16_peak	35.6490977963908	87.731774069857	43.1863257434274	63.7560916487628
ENSG00000001629.9_peak	325.934608424144	301.212424306509	256.650164418083	198.40895721095
ENSG00000003400.14_peak	43.2881901813316	17.5463548139714	45.6541157859089	23.4622417267447
ENSG00000003402.19_peak	56.0200108228998	160.841585794738	47.1347898113979	49.4747271194399
ENSG00000003402.19_peak_2	48.3809184379589	93.5805590078474	34.0555025862456	16.3215594620833
ENSG00000003402.19_peak_3	40.741826053018	26.3195322209571	36.7700716329753	72.4269201129945
ENSG00000003402.19_peak_4	56.0200108228998	119.900091228805	116.726469009378	82.6278947767966
ENSG00000003402.19_peak_5	5.09272825662725	17.5463548139714	50.5896958708721	40.2938499220181
ENSG00000003402.19_peak_6	61.112739079527	49.7146719729189	91.555010576066	87.2183333755075
ENSG00000003402.19_peak_7	208.801858521717	330.456348996461	145.106054497916	172.396471818255
ENSG00000003509.15_peak	68.7518314644679	96.5049514768427	52.5639279048573	91.2987232410283
ENSG00000004455.16_peak	10.1854565132545	26.3195322209571	46.3944527986534	33.1531676573567
ENSG00000004468.12_peak	106.947293389172	149.144015918757	34.5490605947419	33.6632163905468
ENSG00000004534.14_peak	914.144722064592	824.678676256655	927.395497964572	989.494542388799
ENSG00000005007.12_peak	30.5563695397635	309.985601713495	165.341932846265	215.240565406223
ENSG00000005007.12_peak_2	78.9372879777224	152.068408387752	91.0614525675697	20.4019493276041
ENSG00000005007.12_peak_3	631.498303821779	517.617467012156	718.620460370631	692.646179672159
ENSG00000005100.12_peak	5.09272825662725	20.4707472829666	55.7720549600833	77.0173587117055
ENSG00000005156.11_peak	198.616402008463	172.539155670719	390.157605716335	373.865721428345
ENSG00000005206.16_peak	35.6490977963908	61.4122418488999	66.1367731385059	86.1982359091273
ENSG00000005206.16_peak_2	348.851885578967	318.75877912048	248.506457277893	249.92387926315
ENSG00000005206.16_peak_3	175.69912485364	64.3366343178951	151.769087612616	188.718031280338
ENSG00000005206.16_peak_4	160.420940083758	160.841585794738	123.883060132574	181.577349015676
ENSG00000005339.14_peak	2077.83312870392	1818.97211571503	2736.77915711205	2449.25401677887
ENSG00000005339.14_peak_2	728.260140697697	573.180923923066	386.209141648365	325.921140508475
ENSG00000005339.14_peak_3	651.869216848288	663.837090461918	382.507456584642	392.737524556379
ENSG00000005379.15_peak	43.2881901813316	52.6390644419142	72.553027248958	159.135204755312
ENSG00000005483.20_peak	819.929249316987	915.334842795508	1793.5898028756	1802.51222309382
ENSG00000005700.14_peak	206.255494393404	169.614763201723	158.185341723068	215.750614139413
ENSG00000005801.16_peak	30.5563695397635	14.6219623449762	19.4955413356044	37.2335575228775
ENSG00000005801.16_peak_2	50.9272825662725	52.6390644419142	10.8582761869189	24.992387926315
ENSG00000005810.17_peak	43.2881901813316	14.6219623449762	17.5213093016191	38.7637037224478
ENSG00000005810.17_peak_2	168.060032468699	125.748876166795	73.2933642617024	131.592573163046
ENSG00000005812.10_peak	259.72914108799	166.690370732728	557.720549600833	670.714084144985
ENSG00000005812.10_peak_2	61.112739079527	17.5463548139714	81.6838504061398	40.8038986552082
ENSG00000005844.17_peak	5892.28659291773	4904.206170505	3838.15385307158	2928.18977724438
ENSG00000005844.17_peak_2	2294.27407961058	2070.46986804862	303.538175225232	390.187280890428
ENSG00000005884.17_peak	96.7618368759178	108.202521352824	270.716567660227	247.88368433039
ENSG00000005889.15_peak	366.676434477162	239.800182457609	115.245794983889	65.7962865815232
ENSG00000005889.15_peak_2	218.987315034972	216.405042705647	433.590710464011	289.197631718788
ENSG00000005889.15_peak_3	53.4736466945861	61.4122418488999	99.9454967205033	71.4068226466143
ENSG00000006062.14_peak	68.7518314644679	73.1098117248808	11.8453922039115	0
ENSG00000006062.14_peak_2	104.400929260859	128.67326863579	127.584745196297	149.4442788247
ENSG00000006194.9_peak	257.182776959676	146.219623449762	371.402401393475	328.471384174426
ENSG00000006194.9_peak_2	53.4736466945861	125.748876166795	46.3944527986534	53.0450682517706
ENSG00000006194.9_peak_3	193.523673751836	195.934295422681	232.95938001026	273.386120989895
ENSG00000006194.9_peak_4	0	0	47.381568815646	14.791413262513
ENSG00000006194.9_peak_5	61.112739079527	61.4122418488999	22.7036683908304	29.0727777918358
ENSG00000006432.15_peak	43.2881901813316	55.5634569109094	139.430137400208	172.906520551445
ENSG00000006459.10_peak	328.480972552458	365.549058624404	310.941545352677	350.91352843479
ENSG00000006555.10_peak	17.8245488981954	61.4122418488999	144.61249648942	95.8891618397392
ENSG00000006634.7_peak	33.1027336680771	14.6219623449762	80.6967343891471	57.6355068504816
ENSG00000006634.7_peak_2	10.1854565132545	17.5463548139714	13.5728452336486	8.67082846423174
ENSG00000006712.14_peak	213.894586778345	233.951397519619	95.0099166355402	149.4442788247
ENSG00000006744.18_peak	264.821869344617	403.566160721342	208.77503759394	247.3736355972
ENSG00000006831.9_peak	142.596391185563	152.068408387752	136.222010344982	180.557251549296
ENSG00000007129.17_peak	455.799178968139	462.054010101247	400.27554489051	591.146481767329
ENSG00000007129.17_peak_2	68.7518314644679	108.202521352824	50.0961378623757	94.869064373359
ENSG00000007202.14_peak	224.080043291599	350.927096279428	291.692783021321	310.619678512772
ENSG00000007376.7_peak	422.696445300062	321.683171589476	547.109052418163	531.980828717277
ENSG00000007376.7_peak_2	117.132749902427	52.6390644419142	20.7294363568451	19.891900594414
ENSG00000007516.13_peak	160.420940083758	225.178220112633	365.726484295768	504.438197125011
ENSG00000007520.3_peak	562.746472357311	725.249332310818	607.323129454713	842.600507230049
ENSG00000007545.15_peak	124.771842287368	154.992800856747	52.3171489006091	121.391598499244
ENSG00000007545.15_peak_2	94.2154727476041	84.8073816008617	366.960379317009	321.330701909764
ENSG00000007944.14_peak	63.6591032078406	40.9414945659332	62.9286460832799	61.2058479828123
ENSG00000007968.6_peak	28.0100054114499	93.5805590078474	40.4717566966976	59.1656530500519
ENSG00000008083.13_peak	409.964624658494	394.792983314356	411.133821077428	374.375770161535
ENSG00000008083.13_peak_2	297.924603012694	222.253827643638	244.804772214171	111.190623835442
ENSG00000008083.13_peak_3	524.551010432607	394.792983314356	245.051551218419	198.91900594414
ENSG00000008300.16_peak	22.9172771548226	11.6975698759809	53.0574859133536	41.3139473883983
ENSG00000008300.16_peak_2	30.5563695397635	2.92439246899523	42.9395467391792	5.61053606509113
ENSG00000008513.14_peak	896.320173166396	865.620170822589	1172.44704918299	1063.96165743455
ENSG00000008513.14_peak_2	259.72914108799	231.027005050623	304.772070246473	282.566998187317
ENSG00000008513.14_peak_3	303.017331269321	348.002703810433	111.05055191167	166.275887019973
ENSG00000008513.14_peak_4	173.152760725327	195.934295422681	211.48960664067	173.416569284635
ENSG00000008710.19_peak	40.741826053018	43.8658870349285	161.887026786791	104.559990303971
ENSG00000008710.19_peak_2	17.8245488981954	64.3366343178951	44.6669997689163	45.9043859871092
ENSG00000008710.19_peak_3	76.3909238494088	35.0927096279428	38.4975246627124	34.683313856927
ENSG00000008710.19_peak_4	112.0400216458	131.597661104785	220.8672088021	200.44915214371
ENSG00000008853.16_peak	38.1954619247044	58.4878493799046	72.7998062532061	212.690321740273
ENSG00000008952.16_peak	1245.17205874536	1239.94240685398	3273.52349135179	4307.8716005236
ENSG00000009413.15_peak	99.3082010042314	76.034204193876	56.0188339643315	27.5426315922655
ENSG00000009413.15_peak_2	134.957298800622	207.631865298661	223.334998844581	208.099883141562
ENSG00000009694.13_peak	25.4636412831363	26.3195322209571	21.2229943653414	42.3340448547785
ENSG00000009954.10_peak	150.235483570504	181.312333077704	31.8344915480122	23.9722904599348
ENSG00000009954.10_peak_2	142.596391185563	231.027005050623	106.361750830955	118.331306100104
ENSG00000009954.10_peak_3	134.957298800622	213.480650236652	89.3339995378326	38.2536549892577
ENSG00000010072.15_peak	43.2881901813316	122.8244836978	16.7809722888746	66.3063353147133
ENSG00000010165.19_peak	112.0400216458	119.900091228805	127.091187187801	196.368762278189
ENSG00000010292.12_peak	40.741826053018	14.6219623449762	6.16947510620391	50.4948245858201
ENSG00000010310.8_peak	30.5563695397635	17.5463548139714	5.6759170977076	162.705545887643
ENSG00000010318.20_peak	73.8445597210951	114.051306290814	48.6154638368868	39.2737524556379
ENSG00000010322.15_peak	53.4736466945861	40.9414945659332	60.4608560407983	6.12058479828123
ENSG00000010322.15_peak_2	280.100054114499	280.741677023542	134.741336319493	86.7082846423174
ENSG00000010404.17_peak	188.430945495208	178.387940608709	138.443021383216	137.203109228138
ENSG00000010539.11_peak	33.1027336680771	35.0927096279428	71.3191322277172	28.0526803254556
ENSG00000010810.17_peak	891.227444909769	634.593165771965	541.433135320455	374.885818894725
ENSG00000010818.9_peak	547.468287587429	508.84428960517	1526.0813622706	2078.44858774967
ENSG00000010818.9_peak_2	361.583706220535	426.961300473304	645.820654117425	737.530468192888
ENSG00000010818.9_peak_3	254.636412831363	254.422144802585	262.079302511542	294.298119050689
ENSG00000011007.12_peak	124.771842287368	184.2367255467	98.9583807035107	175.966812950585
ENSG00000011007.12_peak_2	285.192782371126	336.305133934452	159.419236744309	153.524668690221
ENSG00000011114.14_peak	81.483652106036	70.1854192558856	213.957396683152	215.750614139413
ENSG00000011132.11_peak	664.601037489856	731.098117248808	597.945527293283	735.490273260128
ENSG00000011376.10_peak	68.7518314644679	55.5634569109094	167.562943884498	236.152563467017
ENSG00000011454.16_peak	71.2981955927815	122.8244836978	75.0208172914395	16.3215594620833
ENSG00000011523.13_peak	407.41826053018	315.834386651485	537.484671252485	449.35293394048
ENSG00000011523.13_peak_2	101.854565132545	96.5049514768427	50.3429168666239	51.0048733190102
ENSG00000011590.13_peak	101.854565132545	146.219623449762	137.455905366223	140.263401627278
ENSG00000011590.13_peak_2	12.7318206415681	23.3951397519619	23.690784407823	11.7311208633724
ENSG00000012211.12_peak	48.3809184379589	58.4878493799046	161.887026786791	99.45950297207
ENSG00000012232.8_peak	101.854565132545	84.8073816008617	303.78495422948	126.492085831145
ENSG00000012822.15_peak	43.2881901813316	49.7146719729189	23.9375634120712	40.8038986552082
ENSG00000012822.15_peak_2	356.490977963908	201.783080360671	46.1476737944052	99.45950297207
ENSG00000013288.8_peak	244.450956318108	263.195322209571	217.659081746874	132.612670629427
ENSG00000013392.7_peak	48.3809184379589	14.6219623449762	141.651148438442	142.303596560039
ENSG00000013523.9_peak	7.63909238494088	14.6219623449762	22.2101103823341	33.6632163905468
ENSG00000013619.13_peak	7.63909238494088	20.4707472829666	0	3.57034113233072
ENSG00000013810.18_peak	1173.87386315258	1149.28624031513	1168.74536411927	1400.59382134002
ENSG00000014216.15_peak	1036.37020022365	690.156622682875	436.552058514989	465.164444669373
ENSG00000014824.13_peak	63.6591032078406	38.017102096938	11.105055191167	35.7034113233072
ENSG00000015133.18_peak	1713.70305835507	1470.9694119046	1068.79986739877	1170.05179393809
ENSG00000015133.18_peak_2	1718.7957866117	1862.83800274996	627.312228798813	551.872729311691
ENSG00000015133.18_peak_3	1000.72110242725	850.998208477613	287.497539949102	411.609327684413
ENSG00000015532.9_peak	231.71913567654	271.968499616557	375.104086457198	447.82278774091
ENSG00000015676.17_peak	239.358228061481	181.312333077704	496.025798538794	369.275282829634
ENSG00000016864.18_peak	28.0100054114499	43.8658870349285	20.482657352597	47.9445809198696
ENSG00000017260.19_peak	10.1854565132545	23.3951397519619	18.2616463143636	17.8517056616536
ENSG00000017797.12_peak	114.586385774113	140.370838511771	114.505457971145	26.0124853926952
ENSG00000019995.6_peak	328.480972552458	371.397843562394	471.10111910973	521.779854053475
ENSG00000019995.6_peak_2	234.265499804854	236.875789988614	69.8384582022283	78.0374561780857
ENSG00000020129.15_peak	38.1954619247044	46.7902795039237	53.5510439218499	42.8440935879686
ENSG00000020256.19_peak	0	17.5463548139714	59.4737400238057	48.4546296530597
ENSG00000020256.19_peak_2	224.080043291599	163.765978263733	326.241843616063	223.911393870455
ENSG00000020633.18_peak	557.653744100684	549.785784171104	458.515389893075	467.714688335324
ENSG00000020633.18_peak_2	690.064678772992	725.249332310818	306.005965267714	288.687582985598
ENSG00000022567.9_peak	114.586385774113	157.917193325743	284.782970902372	137.713157961328
ENSG00000022567.9_peak_2	73.8445597210951	81.8829891318665	257.884059439323	202.999395809661
ENSG00000022976.15_peak	28.0100054114499	23.3951397519619	7.15659112319653	38.7637037224478
ENSG00000022976.15_peak_2	20.370913026509	0	20.7294363568451	2.55024366595051
ENSG00000022976.15_peak_3	211.348222650031	152.068408387752	526.132837057069	467.714688335324
ENSG00000023041.11_peak	20.370913026509	49.7146719729189	24.4311214205675	24.4823391931249
ENSG00000023287.12_peak	17.8245488981954	43.8658870349285	78.2289443466656	16.8316081952734
ENSG00000023287.12_peak_2	66.2054673361543	52.6390644419142	22.4568893865822	59.675701783242
ENSG00000023445.13_peak	425.242809428375	397.717375783352	308.473755310195	398.34806062147
ENSG00000023445.13_peak_2	73.8445597210951	81.8829891318665	68.8513421852356	77.5274074448956
ENSG00000023892.10_peak	432.881901813316	383.095413438375	94.0228006185476	47.9445809198696
ENSG00000023902.13_peak	786.82651564891	944.57876748546	1241.54517037247	1678.06033219544
ENSG00000024048.10_peak	127.318206415681	184.2367255467	43.9266627561718	140.773450360468
ENSG00000025293.16_peak	101.854565132545	81.8829891318665	2.46779004248156	5.10048733190102
ENSG00000025293.16_peak_2	43.2881901813316	70.1854192558856	35.7829556159827	37.7436062560676
ENSG00000025293.16_peak_3	211.348222650031	190.08551048469	630.767134858288	575.845019771626
ENSG00000025434.18_peak	33.1027336680771	20.4707472829666	44.9137787731645	51.5149220522003
ENSG00000025708.13_peak	119.67911403074	184.2367255467	55.7720549600833	87.2183333755075
ENSG00000025708.13_peak_2	56.0200108228998	78.9585966628713	23.9375634120712	31.1129727245962
ENSG00000025708.13_peak_3	224.080043291599	467.902795039237	197.176424394277	193.308469879049
ENSG00000025800.13_peak	216.440950906658	169.614763201723	154.730435663594	163.215594620833
ENSG00000026025.15_peak	1904.68036797859	2114.33575508355	336.359782790237	470.774980734464
ENSG00000026036.22_peak	17.8245488981954	26.3195322209571	10.6114971826707	31.1129727245962
ENSG00000026103.21_peak	22.9172771548226	23.3951397519619	30.3538175225232	10.7110233969922
ENSG00000026508.18_peak	1828.28944412918	1397.85960017972	452.345914786871	361.114503098592
ENSG00000026950.16_peak	443.067358326571	459.129617632251	410.393484064684	598.79721276518
ENSG00000027075.14_peak	916.691086192905	812.981106380675	598.932643310275	748.24149158988
ENSG00000027847.13_peak	40.741826053018	38.017102096938	27.6392484757935	21.9320955271744
ENSG00000028137.18_peak	664.601037489856	798.359144035698	895.314227412311	1504.13371417761
ENSG00000028137.18_peak_2	338.666429065712	432.810085411294	145.84639151066	87.7283821086976
ENSG00000028203.17_peak	165.513668340386	251.49775233359	501.454936632254	447.82278774091
ENSG00000028277.21_peak	481.262820251275	324.607564058471	283.055517872635	269.305731124374
ENSG00000028277.21_peak_2	165.513668340386	184.2367255467	434.577826481003	303.989044981301
ENSG00000028277.21_peak_3	252.090048703049	175.463548139714	269.235893634739	217.790809072174
ENSG00000029363.16_peak	160.420940083758	178.387940608709	17.0277512931228	132.102621896237
ENSG00000029364.11_peak	208.801858521717	184.2367255467	134.000999306749	178.007007883346
ENSG00000029534.20_peak	17.8245488981954	17.5463548139714	25.1714584333119	14.2813645293229
ENSG00000029725.16_peak	264.821869344617	219.329435174642	367.700716329753	247.3736355972
ENSG00000029725.16_peak_2	460.891907224766	397.717375783352	740.830570752965	771.703733316625
ENSG00000029725.16_peak_3	33.1027336680771	32.1683171589476	76.9950493254248	32.1330701909764
ENSG00000030066.13_peak	226.626407419913	178.387940608709	177.927662062921	184.637641414817
ENSG00000030419.16_peak	7.63909238494088	2.92439246899523	12.3389502124078	1.53014619957031
ENSG00000031003.10_peak	122.225478159054	160.841585794738	138.936579391712	103.029844104401
ENSG00000031081.10_peak	17.8245488981954	8.7731774069857	51.5768118878647	42.3340448547785
ENSG00000031698.12_peak	203.70913026509	292.439246899523	99.451938712007	101.49969790483
ENSG00000031698.12_peak_2	99.3082010042314	67.2610267868903	107.348866847948	169.846228152304
ENSG00000031823.14_peak	61.112739079527	55.5634569109094	94.0228006185476	157.095009822552
ENSG00000032219.18_peak	33.1027336680771	17.5463548139714	4.44202207646681	39.783801188828
ENSG00000033030.13_peak	201.162766136776	239.800182457609	398.548091860773	229.521929935546
ENSG00000033100.16_peak	346.305521450653	318.75877912048	367.207158321257	374.885818894725
