gene_id	gene_name	baseMean	log2FC_time	log2FC_time.1	log2FC_T_vs_U	pval_T_vs_U
uc003mhr.3-x0-0	uc003mhr.3-x0-0	1.70602669646704	-0.036532192655001	0.603828966924372	1.28522247465789	0.603828966924372
uc003lct.1-x0-0	uc003lct.1-x0-0	3.40589458119907	-0.0362459184459028	0.738071726895325	2.87006781190478	0.738071726895325
uc011crh.2-x0-0	uc011crh.2-x0-0	3.84651734458174	-0.0360984178095069	0.322364840441373	0.621124488228788	0.322364840441373
uc011deq.2-x0-0	uc011deq.2-x0-0	55.5119109672893	-0.0358866847884094	1	3.69676055115761	1
DAC+SB.46.2-x1-0	DAC+SB.46.2-x1-0	0.478759506023206	-0.0351914330881482	0.563435334051289	3.77372800758833	0.563435334051289
DAC+SB.122.1-x1-0	DAC+SB.122.1-x1-0	3.85020312505222	-0.0349745755820427	0.88176370076956	3.0506470067702	0.88176370076956
uc003lqi.2-x0-0	uc003lqi.2-x0-0	1.59699775465226	-0.0345708871168148	0.399833104489407	2.14479743526499	0.399833104489407
DAC+SB.166.1-x1-0	DAC+SB.166.1-x1-0	0.483538334405412	-0.0344849622193736	0.897321689695019	2.98631821623231	0.897321689695019
uc010izs.3-x0-0	uc010izs.3-x0-0	16.6854695291229	-0.0343331887676987	0.575441853721446	1.62384444427212	0.575441853721446
uc003kda.4-x0-0	uc003kda.4-x0-0	0.305388516263775	-0.034060845329225	0.863679672911157	1.93072039978792	0.863679672911157
uc011dbh.2-x0-0	uc011dbh.2-x0-0	16.9993099395349	-0.0336397166781198	0.459389783814565	6.08304113725561	0.459389783814565
uc011dbq.1-x0-0	uc011dbq.1-x0-0	2128.05910701019	-0.0336390818341112	0.0766167207596816	1.6898321689088	0.0766167207596816
uc010jgc.1-x0-0	uc010jgc.1-x0-0	0.417800503489523	-0.0335513344209149	0.590613620702344	3.60578174067215	0.590613620702344
uc010jbl.2-x0-0	uc010jbl.2-x0-0	10.4514072720737	-0.0333410065536433	0.92125746786834	0.540166005325224	0.92125746786834
DAC+SB.745.2-x1-0	DAC+SB.745.2-x1-0	0.805649670272662	-0.0331941406404981	0.851153718282966	2.84126216794621	0.851153718282966
uc031sjp.1-x0-0	uc031sjp.1-x0-0	209.768064298461	-0.0325610112957281	0.619357195654579	1.60485877716442	0.619357195654579
uc010jds.2-x0-0	uc010jds.2-x0-0	1.26138449304045	-0.0314375000731957	0.727119885422264	3.27437956904572	0.727119885422264
DAC+SB.74.3-x1-0	DAC+SB.74.3-x1-0	187.92771943952	-0.0312681650383796	1	5.01808817811788	1
uc003mbb.3-x0-0	uc003mbb.3-x0-0	2.1834901666013	-0.0306154813242446	0.427831950025901	2.49357510719083	0.427831950025901
uc011cum.2-x0-0	uc011cum.2-x0-0	42.5017833495821	-0.0305936645361675	0.206863310325854	3.70305885141743	0.206863310325854
STRG.21.1-x3-0	STRG.21.1-x3-0	52.1885971535896	-0.0291393753180269	1	4.02151680934995	1
DAC.109.1-x2-0	DAC.109.1-x2-0	3.3039257844167	-0.0291014322803113	0.517087461824052	1.24860356694852	0.517087461824052
uc003lfx.1-x0-0	uc003lfx.1-x0-0	2.84546335644178	-0.0290826115280985	0.706111093488513	4.73795161350541	0.706111093488513
uc003kwu.1-x0-0	uc003kwu.1-x0-0	0.671599103778152	-0.0290243978089319	0.789818999480826	1.0731829339234	0.789818999480826
uc003lrb.2-x0-0	uc003lrb.2-x0-0	98.2265906063573	-0.0287007198897697	0.229902350518325	0.619496985509561	0.229902350518325
DAC+SB.137.3-x1-0	DAC+SB.137.3-x1-0	0.404363330331098	-0.0277240118817933	0.656074935043082	0.40940243504203	0.656074935043082
uc003ktt.1-x0-0	uc003ktt.1-x0-0	0.404363330331098	-0.0277240118817933	0.656074935043082	0.409402435042025	0.656074935043082
uc003jcd.1-x0-0	uc003jcd.1-x0-0	39.527700635513	-0.0267338708783956	1	2.45392635582862	1
DAC.4.1-x2-0	DAC.4.1-x2-0	12.7842457829933	-0.0267226936128646	0.0494961937428747	4.46882123222742	0.0494961937428747
uc003jbz.1-x0-0	uc003jbz.1-x0-0	98.7106703581209	-0.0263393445652964	1.14353705043663e-15	0.463324141931971	1.14353705043663e-15
uc010ixd.1-x0-0	uc010ixd.1-x0-0	2.20894171154458	-0.0255552678780972	0.698656081878863	-0.229518302036709	0.698656081878863
uc003mng.1-x0-0	uc003mng.1-x0-0	24.4287765672998	-0.0255462970762725	0.772390906139774	1.79394398163939	0.772390906139774
uc010itn.1-x0-0	uc010itn.1-x0-0	11.7997461993824	-0.0254082733630137	0.454061763152427	1.7883800038586	0.454061763152427
uc003jjk.1-x0-0	uc003jjk.1-x0-0	0.554578147924583	-0.025341279742016	0.675457327895345	-0.582729179400424	0.675457327895345
uc010iwf.1-x0-0	uc010iwf.1-x0-0	1.49479158281085	-0.0252849917107613	0.876726944707837	2.08817462699387	0.876726944707837
uc003mmm.4-x0-0	uc003mmm.4-x0-0	2.58003324955318	-0.0251600309968781	0.811442233437739	1.18534642244242	0.811442233437739
uc003lgo.3-x0-0	uc003lgo.3-x0-0	31.7926271990841	-0.0250922356284712	0.732995396876332	1.75262112166305	0.732995396876332
uc003kwy.3-x0-0	uc003kwy.3-x0-0	0.884567290769401	-0.0247650215817235	0.81084114475435	1.98619236328685	0.81084114475435
uc011dgv.2-x0-0	uc011dgv.2-x0-0	0.494361553159595	-0.0246828941152693	0.691360908407757	-0.455900271368057	0.691360908407757
uc010ixj.1-x0-0	uc010ixj.1-x0-0	0.808320783705278	-0.0241208432748368	0.69717514964442	2.21434775552357	0.69717514964442
uc003kxg.1-x0-0	uc003kxg.1-x0-0	0.21472287814309	-0.0238584782458161	0.831807036267763	2.61323230271119	0.831807036267763
uc003jhn.3-x0-0	uc003jhn.3-x0-0	0.364021616305729	-0.0236713680422268	0.731956229213383	-0.00331551828142477	0.731956229213383
uc003kbq.1-x0-0	uc003kbq.1-x0-0	17.6066470970322	-0.0231779978488839	0.0077326838133309	-2.54554258201668	0.0077326838133309
uc011dcu.2-x0-0	uc011dcu.2-x0-0	126.837378348622	-0.022544367552702	0.0685242237794421	1.82381247496907	0.0685242237794421
DAC+SB.696.6-x1-0	DAC+SB.696.6-x1-0	0.665356175583575	-0.0218928484652945	0.837298411365115	1.56955806517526	0.837298411365115
DAC+SB.673.2-x1-0	DAC+SB.673.2-x1-0	1.03855190701898	-0.0218159080686769	0.95624244937156	1.8144581971951	0.95624244937156
uc003mel.1-x0-0	uc003mel.1-x0-0	5.12122219130059	-0.0212454780358073	0.542928864027504	0.780399910579091	0.542928864027504
DAC+SB.41.1-x1-0	DAC+SB.41.1-x1-0	1.36815654829089	-0.0210856448082498	0.778268197867331	1.10161118577928	0.778268197867331
uc011deh.1-x0-0	uc011deh.1-x0-0	2.64003136995647	-0.0209583633757499	0.6188201704655	2.87733160011181	0.6188201704655
uc011cmf.2-x0-0	uc011cmf.2-x0-0	0.153315895518965	-0.0207302308026468	0.986519559809816	1.37919185470587	0.986519559809816
uc003kex.3-x0-0	uc003kex.3-x0-0	0.153315895518965	-0.0207302308026468	0.986519559809816	1.37919185470587	0.986519559809816
uc003jdj.1-x0-0	uc003jdj.1-x0-0	1.91216349591019	-0.020100063713435	0.389905331694655	2.88144092589251	0.389905331694655
DAC+SB.165.1-x1-0	DAC+SB.165.1-x1-0	0.459418030827698	-0.0198372190878928	0.981635789355531	1.30801664380449	0.981635789355531
DAC+SB.818.2-x1-0	DAC+SB.818.2-x1-0	2.17245971652013	-0.0197201534511146	0.377328037598475	0.41078106456569	0.377328037598475
uc031sks.1-x0-0	uc031sks.1-x0-0	1.11351339425333	-0.0195669459562881	0.386534192289833	2.75445084901635	0.386534192289833
uc021ybs.1-x0-0	uc021ybs.1-x0-0	5.08919968327523	-0.0194545452928928	0.344855782134481	7.02372941979629	0.344855782134481
uc011dbd.2-x0-0	uc011dbd.2-x0-0	2.18811939955149	-0.0188832503887713	0.696074214276617	0.956542374799359	0.696074214276617
uc011dfv.1-x0-0	uc011dfv.1-x0-0	0.19802707719223	-0.0183880050194996	0.871869757196132	0.325823081681747	0.871869757196132
uc031smd.1-x0-0	uc031smd.1-x0-0	4.40014598169012	-0.0183347833387923	0.770835509276535	2.23956237541134	0.770835509276535
uc003jca.1-x0-0	uc003jca.1-x0-0	47.7477347375968	-0.0182897861272068	0.680237607587457	0.0711648553923975	0.680237607587457
uc010iwa.1-x0-0	uc010iwa.1-x0-0	7.40785771244159	-0.0181028265759096	0.250221137419009	0.849465487993875	0.250221137419009
DAC+SB.673.1-x1-0	DAC+SB.673.1-x1-0	0.939425062897722	-0.0176663402710384	0.95929665561951	1.87749322391294	0.95929665561951
uc021yeh.1-x0-0	uc021yeh.1-x0-0	2.31135329873366	-0.0174792025557497	0.437659490114755	-3.11060192539344	0.437659490114755
uc011cuc.2-x0-0	uc011cuc.2-x0-0	306.381461227196	-0.017029873960641	6.44678829953977e-13	0.236744814929781	6.44678829953977e-13
uc003lwl.3-x0-0	uc003lwl.3-x0-0	2.72785039900998	-0.0166187595365506	0.321505524345996	2.63777672267652	0.321505524345996
uc010ito.3-x0-0	uc010ito.3-x0-0	428.766278457175	-0.016217791717815	0.123681001691905	0.577798613513398	0.123681001691905
uc003jfv.2-x0-0	uc003jfv.2-x0-0	41.4235566257526	-0.0159394245861781	7.62884320929917e-06	0.388922057982263	7.62884320929917e-06
uc011cvz.1-x0-0	uc011cvz.1-x0-0	93.6555494364328	-0.0157496237346237	0.86479227968864	2.08463435093352	0.86479227968864
uc010jcn.2-x0-0	uc010jcn.2-x0-0	29.6254808818127	-0.0153506048311857	0.442024587122847	3.6411246332165	0.442024587122847
uc011cmo.1-x0-0	uc011cmo.1-x0-0	0.104450125872381	-0.0153380654549447	0.977126401625171	1.74074118409738	0.977126401625171
uc003lpx.1-x0-0	uc003lpx.1-x0-0	0.104450125872381	-0.0153380654549447	0.977126401625171	1.74074118409738	0.977126401625171
DAC+SB.61.1-x1-0	DAC+SB.61.1-x1-0	0.104450125872381	-0.0153380654549446	0.977126401625174	1.7407411840974	0.977126401625174
uc011dci.1-x0-0	uc011dci.1-x0-0	519.040304376831	-0.0152539319461877	6.62718312240527e-32	0.215086814379957	6.62718312240527e-32
uc011ctn.2-x0-0	uc011ctn.2-x0-0	3.03874977837814	-0.0151888566589026	0.365162873541047	2.05148620247029	0.365162873541047
uc003jbm.3-x0-0	uc003jbm.3-x0-0	61.5482386095252	-0.0146757096007679	0.114192638177168	0.565883287915029	0.114192638177168
uc003jxc.4-x0-0	uc003jxc.4-x0-0	55.6818720001939	-0.0143027075791753	0.340523738018366	0.186877320776931	0.340523738018366
uc010jgd.1-x0-0	uc010jgd.1-x0-0	73.0284984845388	-0.0142477382482643	0.292646173283321	0.987040581789763	0.292646173283321
uc003jys.3-x0-0	uc003jys.3-x0-0	4.46344185923701	-0.0141650965405356	0.82839631477022	-0.0939105184554955	0.82839631477022
uc003jws.1-x0-0	uc003jws.1-x0-0	2.5706857114025	-0.0140865712250721	0.666147360727551	1.60775241118585	0.666147360727551
uc003koc.1-x0-0	uc003koc.1-x0-0	47.1454193405796	-0.0140375714499012	0.255798401391001	1.16931032948736	0.255798401391001
uc003jcu.3-x0-0	uc003jcu.3-x0-0	5.88027503180884	-0.0139675060334107	0.489680475536739	0.605088030489243	0.489680475536739
uc011cxp.1-x0-0	uc011cxp.1-x0-0	19.3533013091388	-0.0138296394416978	0.995503726008719	0.892356886035452	0.995503726008719
DAC+SB.678.1-x1-0	DAC+SB.678.1-x1-0	0.337660307131625	-0.0137674445007282	0.946514923718491	2.11610954960777	0.946514923718491
uc011dei.1-x0-0	uc011dei.1-x0-0	0.17018785161561	-0.0135720437953968	0.991056343003695	1.03091150366508	0.991056343003695
uc003jbl.3-x0-0	uc003jbl.3-x0-0	190.47038573812	-0.0135687273874175	0.648959483683808	0.297981008123797	0.648959483683808
uc011dcf.2-x0-0	uc011dcf.2-x0-0	0.596835344978705	-0.0134346345968576	0.880266737065056	2.85937696584577	0.880266737065056
DAC+SB.736.2-x1-0	DAC+SB.736.2-x1-0	7.04178471400473	-0.0132480230620549	0.36128384922615	0.499303852619818	0.36128384922615
uc011cvx.1-x0-0	uc011cvx.1-x0-0	60.2906170008224	-0.012636005940084	0.165635905142708	2.97341256229374	0.165635905142708
DAC+SB.67.2-x1-0	DAC+SB.67.2-x1-0	7.32558696131637	-0.0125855601706512	0.304119566850678	1.12260406777883	0.304119566850678
uc010izm.3-x0-0	uc010izm.3-x0-0	0.289888043278808	-0.0124461004604556	0.881194033326992	2.50979319847706	0.881194033326992
uc003mlb.3-x0-0	uc003mlb.3-x0-0	9.90682969657186	-0.0123137968687332	0.087998880187094	-0.207402631358138	0.087998880187094
uc010itm.1-x0-0	uc010itm.1-x0-0	5.91312614110843	-0.0122833011494191	0.550832619514391	1.23654970842868	0.550832619514391
uc003mar.4-x0-0	uc003mar.4-x0-0	2.17390338407779	-0.0122813023127021	0.914057503539023	0.363402634275938	0.914057503539023
DAC+SB.47.1-x1-0	DAC+SB.47.1-x1-0	0.107361439071545	-0.0122506896302573	0.999983218905501	1.42459359207594	0.999983218905501
uc003lrf.3-x0-0	uc003lrf.3-x0-0	344.376578364459	-0.0121444500965561	4.59795096305437e-11	0.178707054452013	4.59795096305437e-11
uc003jbp.3-x0-0	uc003jbp.3-x0-0	14.20118269941	-0.0120029345587256	0.438210516844253	0.42016250168137	0.438210516844253
uc003kuo.3-x0-0	uc003kuo.3-x0-0	6.56701416279738	-0.0117223319758059	0.978137804966085	0.201365985242078	0.978137804966085
uc003mhn.3-x0-0	uc003mhn.3-x0-0	761.64474032637	-0.0114961613172066	3.18400125728123e-06	0.402689839852375	3.18400125728123e-06
uc031sjr.1-x0-0	uc031sjr.1-x0-0	268.444829658719	-0.0114588664062611	0.815908650358846	0.286520726211155	0.815908650358846
uc011cox.2-x0-0	uc011cox.2-x0-0	94.0153798610722	-0.01144611400251	0.0389378326184862	0.205309135172144	0.0389378326184862
uc011cnd.2-x0-0	uc011cnd.2-x0-0	77.5962405519704	-0.0113171072405939	0.957920651065449	0.106848652785893	0.957920651065449
uc003jxo.3-x0-0	uc003jxo.3-x0-0	5.35054725911399	-0.0112719400144919	0.530625495512733	-1.90065712296811	0.530625495512733
uc003jfu.2-x0-0	uc003jfu.2-x0-0	133.29379231457	-0.0111727813882603	3.94503609756261e-11	0.0973919405129489	3.94503609756261e-11
uc003kwm.4-x0-0	uc003kwm.4-x0-0	3.60703078897236	-0.0109694121255874	0.663774743014061	1.62855721907729	0.663774743014061
DAC+SB.726.1-x1-0	DAC+SB.726.1-x1-0	4.88679174613876	-0.01087451759843	0.764703353666669	0.551843201059279	0.764703353666669
uc010iww.3-x0-0	uc010iww.3-x0-0	753.265155480495	-0.010871543757954	2.94553777930548e-46	0.0628481890011815	2.94553777930548e-46
uc010iuy.3-x0-0	uc010iuy.3-x0-0	44.5540488930816	-0.0107539553052752	0.137916523825081	0.294825093302573	0.137916523825081
DAC+SB.140.3-x1-0	DAC+SB.140.3-x1-0	2.13823747994442	-0.010745922260256	0.941508408308602	0.838802822545942	0.941508408308602
DAC+SB.155.2-x1-0	DAC+SB.155.2-x1-0	2.76389210018814	-0.0107235907260193	0.56398443743337	1.52679759564939	0.56398443743337
uc021yiz.1-x0-0	uc021yiz.1-x0-0	654.057159001219	-0.010711919753045	0.0514068238891665	0.350382457951482	0.0514068238891665
uc003lgh.1-x0-0	uc003lgh.1-x0-0	386.471701439141	-0.0105826779023444	0.00372486639642172	0.500571542069012	0.00372486639642172
uc031sjm.1-x0-0	uc031sjm.1-x0-0	423.333471001355	-0.0105272548832261	0.0214420169045042	0.365476361530624	0.0214420169045042
uc010iwj.2-x0-0	uc010iwj.2-x0-0	64.4326650412738	-0.0104838346075133	0.942761924143736	0.950285064068503	0.942761924143736
uc003jso.4-x0-0	uc003jso.4-x0-0	328.764298167834	-0.0103384655736189	1.6622700729208e-10	0.00346551541164096	1.6622700729208e-10
uc010jlq.1-x0-0	uc010jlq.1-x0-0	9.62064401949698	-0.0102991503211504	0.595575809265855	0.10064471089448	0.595575809265855
uc003jdy.2-x0-0	uc003jdy.2-x0-0	0.952417243938311	-0.0102742326605391	0.744144861890564	-0.404075989922711	0.744144861890564
uc011des.1-x0-0	uc011des.1-x0-0	184.582250624911	-0.0102511293601564	0.457440458856107	0.837011186557635	0.457440458856107
uc003mbc.3-x0-0	uc003mbc.3-x0-0	20.5283654034517	-0.0101631399658784	0.641585075549298	0.878184748537092	0.641585075549298
uc003jnv.4-x0-0	uc003jnv.4-x0-0	77.6549043739871	-0.0101343276767554	0.932977373833943	0.77837458817322	0.932977373833943
uc011col.1-x0-0	uc011col.1-x0-0	765.752811267788	-0.0099504732142463	2.37462010249865e-12	0.190040829623844	2.37462010249865e-12
uc011clz.1-x0-0	uc011clz.1-x0-0	53.9449477693133	-0.00989996591632504	0.147663850172448	0.417783845549756	0.147663850172448
uc003kcd.3-x0-0	uc003kcd.3-x0-0	65.0224945666405	-0.00985270071107546	0.0079962161395121	-0.0567014979876969	0.0079962161395121
uc003jnp.5-x0-0	uc003jnp.5-x0-0	1787.30954625417	-0.00979113246057108	0.214181903888272	0.373411589093561	0.214181903888272
uc003kbt.4-x0-0	uc003kbt.4-x0-0	610.255583356337	-0.00963892632296374	4.68699076854477e-11	0.0986170151960006	4.68699076854477e-11
uc011czt.2-x0-0	uc011czt.2-x0-0	45.5954246877016	-0.00959540529014078	0.965984410401944	0.0387080979393606	0.965984410401944
uc011czh.1-x0-0	uc011czh.1-x0-0	224.848550996557	-0.00952384188484138	0.0949436596564381	0.403772501271612	0.0949436596564381
DAC+SB.15.5-x1-0	DAC+SB.15.5-x1-0	0.668745481932039	-0.00945746713975462	0.540431300809168	-1.34482962236846	0.540431300809168
uc011csj.1-x0-0	uc011csj.1-x0-0	87.6812018210027	-0.00938368892895276	1	-0.144115636818547	1
uc003mlg.3-x0-0	uc003mlg.3-x0-0	160.864921327578	-0.00926446643269064	0.639276643504203	0.107775002763808	0.639276643504203
uc003jue.3-x0-0	uc003jue.3-x0-0	534.06727382246	-0.00916813115203691	5.45983913611536e-28	0.0337379236469721	5.45983913611536e-28
uc021ygi.1-x0-0	uc021ygi.1-x0-0	625.236432868259	-0.00911676064527593	0.22138822605239	0.373644691139998	0.22138822605239
uc003jef.4-x0-0	uc003jef.4-x0-0	80.3727875401867	-0.00906878916259004	1	1.94645939975087	1
uc010itx.3-x0-0	uc010itx.3-x0-0	919.131096175871	-0.0089774979215158	0.000788989010380632	0.214416630018023	0.000788989010380632
uc003jqz.1-x0-0	uc003jqz.1-x0-0	136.956005758026	-0.00895776491735534	0.0265693789944394	0.877982001279016	0.0265693789944394
uc010jdr.1-x0-0	uc010jdr.1-x0-0	2.97263681984284	-0.00891518219280581	0.63342712179378	-0.361705766210997	0.63342712179378
DAC.22.1-x2-0	DAC.22.1-x2-0	0.64204783063513	-0.00886559887208779	0.717255275521137	3.3267769020654	0.717255275521137
uc021xxt.1-x0-0	uc021xxt.1-x0-0	0.0522250629361903	-0.00884001655675202	1	1.07534032956771	1
uc031smf.1-x0-0	uc031smf.1-x0-0	0.0522250629361903	-0.00884001655675202	1	1.07534032956771	1
uc010izz.2-x0-0	uc010izz.2-x0-0	0.0522250629361903	-0.00884001655675195	1	1.07534032956771	1
uc010jgp.3-x0-0	uc010jgp.3-x0-0	0.0522250629361903	-0.00884001655675195	1	1.07534032956771	1
DAC+SB.77.2-x1-0	DAC+SB.77.2-x1-0	0.0522250629361903	-0.0088400165567519	1	1.07534032956771	1
uc010jad.4-x0-0	uc010jad.4-x0-0	244.792739812985	-0.00882865272058162	0.000372623215070755	0.18674157949793	0.000372623215070755
DAC+SB.812.1-x1-0	DAC+SB.812.1-x1-0	1.46475513253948	-0.0087914788500247	0.386773891274826	0.881926314401821	0.386773891274826
uc003mjd.1-x0-0	uc003mjd.1-x0-0	47.8210165732034	-0.00878197391763312	0.400562244520069	0.272738051083088	0.400562244520069
uc011dgn.2-x0-0	uc011dgn.2-x0-0	298.442219781029	-0.00876118619005511	0.729105890899514	0.580644243482917	0.729105890899514
uc010iuo.3-x0-0	uc010iuo.3-x0-0	0.248837566224339	-0.0086263671443354	0.980117389234437	0.0763815600549999	0.980117389234437
uc031slc.1-x0-0	uc031slc.1-x0-0	3289.62013520582	-0.00862569144338997	1.53841756599932e-27	0.0550606778668651	1.53841756599932e-27
uc003jbk.4-x0-0	uc003jbk.4-x0-0	9.97485628265031	-0.00859976282905012	0.0851898967134137	0.553741928215014	0.0851898967134137
uc010jls.3-x0-0	uc010jls.3-x0-0	257.303187629159	-0.00857374889032374	0.0235002925649986	-0.0847018421059662	0.0235002925649986
uc003kox.3-x0-0	uc003kox.3-x0-0	1.55538027180718	-0.00850083324169049	0.790107479594477	1.68177126968474	0.790107479594477
DAC+SB.687.1-x1-0	DAC+SB.687.1-x1-0	2987.50111387255	-0.00849936821254142	0.143001386742838	0.490060930388498	0.143001386742838
uc003kqr.1-x0-0	uc003kqr.1-x0-0	0.099013538596115	-0.00846801394195674	1	0.123539626573078	1
uc003lww.3-x0-0	uc003lww.3-x0-0	0.099013538596115	-0.00846801394195672	1	0.123539626573078	1
uc010jjf.1-x0-0	uc010jjf.1-x0-0	0.099013538596115	-0.00846801394195671	1	0.123539626573077	1
uc010jbu.3-x0-0	uc010jbu.3-x0-0	2153.56119980879	-0.00838605026010891	1.67256968213587e-16	-0.0339332413826136	1.67256968213587e-16
uc003kxn.3-x0-0	uc003kxn.3-x0-0	147.385360472287	-0.00837020696167188	0.0129790678692415	0.203130054872723	0.0129790678692415
uc011dbp.2-x0-0	uc011dbp.2-x0-0	1.7623111085415	-0.00832703892999891	0.851593545384683	0.573520093419496	0.851593545384683
uc003mlf.3-x0-0	uc003mlf.3-x0-0	27.2205300653566	-0.0083045360816308	0.671889330824647	0.534842475238376	0.671889330824647
uc003jiz.3-x0-0	uc003jiz.3-x0-0	83.3041916359912	-0.00830127126094826	1.51607996463225e-05	-0.0750239902947632	1.51607996463225e-05
uc021xvu.1-x0-0	uc021xvu.1-x0-0	237.962031799513	-0.00823276558520987	0.00197812928734263	0.0627672327345471	0.00197812928734263
