WT_Input	WT_Arc_IP
dsRNA_tag_1019	29.7304656000427	173.256620642786
dsRNA_tag_1025	1.74885091764957	77.7653478792703
dsRNA_tag_1052	1.74885091764957	70.3318955084577
dsRNA_tag_1057	66.4563348706836	261.314441035489
dsRNA_tag_110	54.2143784471366	200.131409983416
dsRNA_tag_111	15.7396582588461	84.6269962215589
dsRNA_tag_1157	5192.33837450157	16747.5681914408
dsRNA_tag_1158	5089.15617036025	16812.7538506925
dsRNA_tag_1179	12.241956423547	105.783745276949
dsRNA_tag_1276	59.4609312000853	235.011455723383
dsRNA_tag_128	22.7350619294444	91.4886445638474
dsRNA_tag_1294	40.2235711059401	120.07884599005
dsRNA_tag_13	125.917266070769	298.481702889552
dsRNA_tag_1300	6.99540367059828	101.78111707728
dsRNA_tag_1311	5.24655275294871	72.0473075940299
dsRNA_tag_1312	20.9862110117948	129.799514474959
dsRNA_tag_1363	1.74885091764957	83.4833881645108
dsRNA_tag_1369	12.241956423547	81.7679760789387
dsRNA_tag_1416	43.7212729412392	192.12615358408
dsRNA_tag_1417	5444.17290664311	18606.5030881725
dsRNA_tag_1418	5229.06424377221	17011.7416526189
dsRNA_tag_1419	5272.78551671345	16756.7170558972
dsRNA_tag_1420	5360.22806259593	17693.9038586481
dsRNA_tag_1421	5159.11020706623	16912.2477516557
dsRNA_tag_1423	5363.72576443123	17461.1796190388
dsRNA_tag_1449	8.74425458824785	101.78111707728
dsRNA_tag_1513	3.49770183529914	71.4755035655058
dsRNA_tag_1526	34.9770183529914	141.807399073964
dsRNA_tag_1550	10.4931055058974	109.214569448093
dsRNA_tag_1616	5.24655275294871	80.6243680218906
dsRNA_tag_1772	41.9724220235897	152.099871587396
dsRNA_tag_1795	10.4931055058974	101.78111707728
dsRNA_tag_1840	5.24655275294871	84.6269962215589
dsRNA_tag_1869	26.2327637647435	101.209313048756
dsRNA_tag_191	423.221922071196	1471.8235694209
dsRNA_tag_196	36.7258692706409	191.554349555556
dsRNA_tag_1981	69.9540367059828	201.275018040464
dsRNA_tag_2070	64.7074839530341	225.862591266998
dsRNA_tag_2092	10.4931055058974	93.2040566494196
dsRNA_tag_2103	20.9862110117948	131.514926560531
dsRNA_tag_228	267.574190400384	981.787516975788
dsRNA_tag_2306	48.9678256941879	162.964148129353
dsRNA_tag_2436	6.99540367059828	73.762719679602
dsRNA_tag_2463	17.4885091764957	125.79688627529
dsRNA_tag_2701	8.74425458824785	77.1935438507463
dsRNA_tag_2729	33.2281674353418	128.084102389386
dsRNA_tag_274	26.2327637647435	135.517554760199
dsRNA_tag_2742	1.74885091764957	69.7600914799337
dsRNA_tag_2743	10.4931055058974	92.0604485923715
dsRNA_tag_2860	80.4471422118802	260.742637006965
dsRNA_tag_289	33.2281674353418	106.927353333997
dsRNA_tag_2904	47.2189747765384	235.583259751907
dsRNA_tag_3092	17.4885091764957	92.6322526208955
dsRNA_tag_3166	45.4701238588888	227.578003352571
dsRNA_tag_317	10.4931055058974	76.0499357936982
dsRNA_tag_3175	19.2373600941453	128.084102389386
dsRNA_tag_3228	15.7396582588461	89.2014284497513
dsRNA_tag_3234	3.49770183529914	82.9115841359867
dsRNA_tag_3256	10.4931055058974	89.7732324782753
dsRNA_tag_3257	5.24655275294871	78.9089559363184
dsRNA_tag_3258	8.74425458824785	90.9168405353234
dsRNA_tag_3261	5.24655275294871	83.4833881645108
dsRNA_tag_3278	3.49770183529914	70.9036995369818
dsRNA_tag_3399	283.31384865923	671.869733515755
dsRNA_tag_3464	55463.0580023384	132024.403949946
dsRNA_tag_3515	18156.5702270378	61624.4637620935
dsRNA_tag_3557	20.9862110117948	95.4912727635158
dsRNA_tag_3560	166.140837176709	391.113955510448
dsRNA_tag_3570	24.483912847094	110.358177505141
dsRNA_tag_3595	12.241956423547	89.2014284497513
dsRNA_tag_372	19.2373600941453	93.2040566494196
dsRNA_tag_373	12.241956423547	100.637509020232
dsRNA_tag_3803	162.64313534141	591.245365493864
dsRNA_tag_3834	153.898880753162	593.53258160796
dsRNA_tag_3835	183.629346353205	627.269019290879
dsRNA_tag_3836	251.834532141538	861.708670985738
dsRNA_tag_3861	1512.75604376688	5913.02545896716
dsRNA_tag_3916	94.4379495530767	316.207627773798
dsRNA_tag_3925	5.24655275294871	96.6348808205639
dsRNA_tag_3952	286.811550494529	977.213084747596
dsRNA_tag_3953	279.816146823931	807.959092304478
dsRNA_tag_396	8.74425458824785	81.1961720504146
dsRNA_tag_403	26.2327637647435	146.95363533068
dsRNA_tag_4081	17.4885091764957	114.932609733333
dsRNA_tag_4131	6234.65352142071	19681.4946617977
dsRNA_tag_4144	395.240307388803	988.077361289552
dsRNA_tag_415	3.49770183529914	84.6269962215589
dsRNA_tag_4167	68.2051857883332	194.413369698176
dsRNA_tag_4223	29.7304656000427	145.810027273632
dsRNA_tag_4237	236.094873882692	769.648222393367
dsRNA_tag_4242	241.341426635641	777.653478792703
dsRNA_tag_4243	155.647731670812	589.529953408292
dsRNA_tag_4284	22.7350619294444	94.9194687349917
dsRNA_tag_433	15.7396582588461	1197.92943975788
dsRNA_tag_4331	8.74425458824785	91.4886445638474
dsRNA_tag_4335	55.9632293647862	268.176089377778
dsRNA_tag_4336	1.74885091764957	69.7600914799337
dsRNA_tag_4408	13.9908073411966	94.9194687349917
dsRNA_tag_4451	3.49770183529914	82.3397801074627
dsRNA_tag_4470	17.4885091764957	122.366062104146
dsRNA_tag_4554	10.4931055058974	114.360805704809
dsRNA_tag_4597	169.638539012008	598.107013836153
