	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
157	dsRNA_tag_6733	63.3849781443717	2.33360447711586	1.25542186210148	1.8588209649381	0.0630525197734166	0.969053363761131
158	dsRNA_tag_6734	189.161801120416	1.92875658869667	0.979855519494946	1.96840916882401	0.0490209777816572	0.969053363761131
159	dsRNA_tag_6741	20636.21678809	3.10913525046072	1.39182268147987	2.23385873202965	0.0254923696450513	0.969053363761131
160	dsRNA_tag_6751	46.4164428066801	2.97214496883208	1.64943695293605	1.80191486770172	0.0715588006740223	0.969053363761131
161	dsRNA_tag_6768	154.029292198264	1.45830676311963	0.858402401859153	1.69886146632534	0.0893452889381831	0.969053363761131
162	dsRNA_tag_6786	63.4016975604104	2.19454072212039	1.21177327972134	1.81101593742441	0.070138384666492	0.969053363761131
163	dsRNA_tag_6873	178.767340169147	1.40638033202058	0.82080265007868	1.71342079839261	0.0866351526885686	0.969053363761131
164	dsRNA_tag_6905	67.4043257600788	2.3014557695223	1.22340987193572	1.88118129689509	0.0599472610339503	0.969053363761131
165	dsRNA_tag_6968	61.4003834605763	2.13795727455975	1.20729558764825	1.77086481258859	0.0765831849579749	0.969053363761131
166	dsRNA_tag_7000	189.429311777035	1.35126718127798	0.795528798408488	1.69857732866653	0.0893988511434009	0.969053363761131
167	dsRNA_tag_7040	136.438794583932	1.63511424940002	0.93191969876545	1.75456560427483	0.0793336391415289	0.969053363761131
168	dsRNA_tag_7057	91.6207279505533	1.67406772678418	0.973806457563465	1.71909696611873	0.0855967171480547	0.969053363761131
169	dsRNA_tag_7092	1712.29057059771	1.76152599779417	0.96765724586505	1.82040283925061	0.0686976803781241	0.969053363761131
170	dsRNA_tag_7112	99.794850451881	2.41693309443255	1.19847512766182	2.0166735534578	0.0437295915714415	0.969053363761131
171	dsRNA_tag_7122	369.054357988968	1.38255551809222	0.788911756286759	1.75248436479084	0.0796905560435074	0.969053363761131
172	dsRNA_tag_763	84.4062999298478	1.84661803994797	1.03635174205437	1.78184487468261	0.0747745320817573	0.969053363761131
173	dsRNA_tag_841	53.5639931632306	3.203098987386	1.60697307274786	1.9932499440758	0.0462340846152206	0.969053363761131
174	dsRNA_tag_849	38.377747575266	3.31791592529451	1.97779228878324	1.67758563126754	0.0934280197845019	0.969053363761131
175	dsRNA_tag_865	47.5767702797669	2.7597377317477	1.56219309519934	1.76657913815421	0.0772987373180396	0.969053363761131
176	dsRNA_tag_9	257.388722149599	1.60037432680386	0.857212427887005	1.86695184850356	0.0619083123767233	0.969053363761131
177	dsRNA_tag_902	55.0102226505795	2.99768070519196	1.52813639883423	1.96165781240391	0.0498023366062368	0.969053363761131
178	dsRNA_tag_904	66.7489246513611	3.09454243432726	1.46364098845835	2.11427697005584	0.0344916181665943	0.969053363761131
179	dsRNA_tag_907	79.4456491911612	2.3382761103089	1.1968464055602	1.95369773384951	0.0507369744685177	0.969053363761131
180	dsRNA_tag_910	62.1410535910913	3.43884364360044	1.59306234261602	2.15863720559322	0.0308783239370019	0.969053363761131
181	dsRNA_tag_912	82.5738519320047	2.52234495042849	1.24671628075415	2.02319083288357	0.0430534764443709	0.969053363761131
182	dsRNA_tag_913	81.1610612767333	2.37511282589969	1.20487405500015	1.9712540211511	0.0486948276501654	0.969053363761131
183	dsRNA_tag_919	41.2367677178862	3.43157273207411	1.91860652474821	1.78857555617061	0.0736831974079574	0.969053363761131
184	dsRNA_tag_924	61.703004890877	2.014459397115	1.16623860856213	1.72731324647076	0.084111421469585	0.969053363761131
185	dsRNA_tag_984	60.8452988480909	1.98922213802494	1.16431116976383	1.70849699778147	0.0875441629765761	0.969053363761131
186	dsRNA_tag_990	187.444717093239	1.29717657514259	0.778916511018457	1.66536022384029	0.095840910043913	0.969053363761131
187	dsRNA_tag_999	43.8266052622831	3.17377732743742	1.76909467496057	1.79401214211905	0.0728112308255174	0.969053363761131
