WT_Input	WT_Arc_IP
dsRNA_tag_1780	49	136
dsRNA_tag_1781	139	652
dsRNA_tag_1782	7175	18404
dsRNA_tag_1783	70	204
dsRNA_tag_1784	87	455
dsRNA_tag_1785	76	240
dsRNA_tag_1786	71	245
dsRNA_tag_1787	90	118
dsRNA_tag_1788	53	163
dsRNA_tag_1789	72	141
dsRNA_tag_179	44	102
dsRNA_tag_1790	27	99
dsRNA_tag_1791	183	912
dsRNA_tag_1792	92	395
dsRNA_tag_1793	23	190
dsRNA_tag_1794	41	133
dsRNA_tag_1795	6	178
dsRNA_tag_1796	6	492
dsRNA_tag_1797	311	926
dsRNA_tag_1798	268	804
dsRNA_tag_1799	223	515
dsRNA_tag_18	73	203
dsRNA_tag_180	34	89
dsRNA_tag_1800	189	321
dsRNA_tag_1801	44	136
dsRNA_tag_1802	58	144
dsRNA_tag_1803	1169	4978
dsRNA_tag_1804	34	111
dsRNA_tag_1805	36	103
dsRNA_tag_1806	36	147
dsRNA_tag_1807	52	106
dsRNA_tag_1808	38	119
dsRNA_tag_1809	60	187
dsRNA_tag_181	31	118
dsRNA_tag_1810	79	165
dsRNA_tag_1811	106	357
dsRNA_tag_1812	513	1691
dsRNA_tag_1813	471	559
dsRNA_tag_1814	253	538
dsRNA_tag_1815	243	570
dsRNA_tag_1816	58	221
dsRNA_tag_1817	59	245
dsRNA_tag_1818	16	132
dsRNA_tag_1819	40	177
dsRNA_tag_182	99	234
dsRNA_tag_1820	76	201
dsRNA_tag_1821	40	148
dsRNA_tag_1822	58	152
dsRNA_tag_1823	102	572
dsRNA_tag_1824	122	566
dsRNA_tag_1825	41	116
dsRNA_tag_1826	45	137
dsRNA_tag_1827	885	159
dsRNA_tag_1828	121	305
dsRNA_tag_1829	62	159
dsRNA_tag_183	20	111
dsRNA_tag_1830	172	703
dsRNA_tag_1831	133	156
dsRNA_tag_1832	13	145
dsRNA_tag_1833	49	106
dsRNA_tag_1834	53	257
dsRNA_tag_1835	46	149
dsRNA_tag_1836	33	92
dsRNA_tag_1837	192	555
dsRNA_tag_1838	45	93
dsRNA_tag_1839	17	127
dsRNA_tag_184	64	208
dsRNA_tag_1840	3	148
dsRNA_tag_1841	561	1554
dsRNA_tag_1842	166	540
dsRNA_tag_1843	41	93
dsRNA_tag_1844	36	105
dsRNA_tag_1845	32	118
dsRNA_tag_1846	44	119
dsRNA_tag_1847	32	120
dsRNA_tag_1848	81	378
dsRNA_tag_1849	22	108
dsRNA_tag_185	42	84
dsRNA_tag_1850	21	128
dsRNA_tag_1851	204	487
dsRNA_tag_1852	513	1199
dsRNA_tag_1853	52	182
dsRNA_tag_1854	53	71
dsRNA_tag_1855	50	104
dsRNA_tag_1856	100	247
dsRNA_tag_1857	156	414
dsRNA_tag_1858	44	107
dsRNA_tag_1859	49	88
dsRNA_tag_186	247	890
dsRNA_tag_1860	23	133
dsRNA_tag_1861	85	92
dsRNA_tag_1862	53	184
dsRNA_tag_1863	128	422
dsRNA_tag_1864	135	381
dsRNA_tag_1865	3586	383
dsRNA_tag_1866	38	107
dsRNA_tag_1867	43	705
dsRNA_tag_1868	104	414
dsRNA_tag_1869	15	177
dsRNA_tag_187	21	130
dsRNA_tag_1870	50	124
dsRNA_tag_1871	79	167
dsRNA_tag_1872	43	85
dsRNA_tag_1873	58	88
dsRNA_tag_1874	40	107
dsRNA_tag_1875	175	553
dsRNA_tag_1876	56	178
dsRNA_tag_1877	63	109
dsRNA_tag_1878	51	98
dsRNA_tag_1879	769	3074
dsRNA_tag_188	1013	6899
dsRNA_tag_1880	74	215
dsRNA_tag_1881	43	150
dsRNA_tag_1882	244	556
dsRNA_tag_1883	29	97
dsRNA_tag_1884	36	166
dsRNA_tag_1885	98	258
dsRNA_tag_1886	138	413
dsRNA_tag_1887	47	311
dsRNA_tag_1888	19	120
dsRNA_tag_1889	31	122
dsRNA_tag_189	49	109
dsRNA_tag_1890	82	376
dsRNA_tag_1891	39	89
dsRNA_tag_1892	190	595
dsRNA_tag_1893	30	93
dsRNA_tag_1894	30	139
dsRNA_tag_1895	52	163
dsRNA_tag_1896	50	160
dsRNA_tag_1897	41	159
dsRNA_tag_1898	44	126
dsRNA_tag_1899	69	250
dsRNA_tag_19	79	255
dsRNA_tag_190	53	287
dsRNA_tag_1900	154	265
dsRNA_tag_1901	95	285
dsRNA_tag_1902	20	178
dsRNA_tag_1903	45	170
dsRNA_tag_1904	539	313
dsRNA_tag_1905	42	81
dsRNA_tag_1906	58	236
dsRNA_tag_1907	49	119
dsRNA_tag_1908	55	207
dsRNA_tag_1909	48952	86068
dsRNA_tag_191	242	2574
dsRNA_tag_1910	76	193
dsRNA_tag_1911	73	220
dsRNA_tag_1912	283	1021
dsRNA_tag_1913	97	293
dsRNA_tag_1914	64	182
dsRNA_tag_1915	93	247
dsRNA_tag_1916	22	124
dsRNA_tag_1917	36	207
dsRNA_tag_1918	100	423
dsRNA_tag_1919	50	88
dsRNA_tag_192	41	142
dsRNA_tag_1920	513	1921
dsRNA_tag_1921	204	481
dsRNA_tag_1922	204	562
dsRNA_tag_1923	50	143
dsRNA_tag_1924	68	323
dsRNA_tag_1925	246	485
dsRNA_tag_1926	124	256
dsRNA_tag_1927	87	140
dsRNA_tag_1928	86	185
dsRNA_tag_1929	150	402
dsRNA_tag_193	80	81
dsRNA_tag_1930	67	186
dsRNA_tag_1931	282	705
dsRNA_tag_1932	21	120
dsRNA_tag_1933	170	252
dsRNA_tag_1934	32	120
dsRNA_tag_1935	15	144
dsRNA_tag_1936	41	108
dsRNA_tag_1937	54	168
dsRNA_tag_1938	62	159
dsRNA_tag_1939	60	117
dsRNA_tag_194	70	214
dsRNA_tag_1940	37	86
dsRNA_tag_1941	104	413
dsRNA_tag_1942	36	89
dsRNA_tag_1943	4057	7662
dsRNA_tag_1944	124	286
dsRNA_tag_1945	677	2158
dsRNA_tag_1946	94	274
dsRNA_tag_1947	44	142
dsRNA_tag_1948	119	438
dsRNA_tag_1949	30	107
dsRNA_tag_195	646	2065
dsRNA_tag_1950	64	218
dsRNA_tag_1951	190	378
dsRNA_tag_1952	68	226
dsRNA_tag_1953	46	110
dsRNA_tag_1954	50	178
dsRNA_tag_1955	148	416
dsRNA_tag_1956	31	106
dsRNA_tag_1957	42	126
dsRNA_tag_1958	198	571
dsRNA_tag_1959	47	232
dsRNA_tag_196	21	335
dsRNA_tag_1960	50	165
dsRNA_tag_1961	20026	44743
dsRNA_tag_1962	91	261
dsRNA_tag_1963	66	334
dsRNA_tag_1964	29	104
dsRNA_tag_1965	151	312
dsRNA_tag_1966	31	113
dsRNA_tag_1967	56	251
dsRNA_tag_1968	57	131
dsRNA_tag_1969	108	250
dsRNA_tag_197	34	1226
dsRNA_tag_1970	85	177
dsRNA_tag_1971	78	258
dsRNA_tag_1972	32	118
dsRNA_tag_1973	35	169
dsRNA_tag_1974	156	404
dsRNA_tag_1975	66	231
dsRNA_tag_1976	536	1911
dsRNA_tag_1977	98	241
dsRNA_tag_1978	65	270
dsRNA_tag_1979	57	75
dsRNA_tag_198	67	179
dsRNA_tag_1980	27	103
dsRNA_tag_1981	40	352
dsRNA_tag_1982	56	178
dsRNA_tag_1983	32	143
dsRNA_tag_1984	44	152
dsRNA_tag_1985	127	387
dsRNA_tag_1986	144	344
dsRNA_tag_1987	49	106
dsRNA_tag_1988	91	276
dsRNA_tag_1989	86	344
dsRNA_tag_199	50	208
dsRNA_tag_1990	112	246
dsRNA_tag_1991	217	528
dsRNA_tag_1992	419	1530
dsRNA_tag_1993	39	115
dsRNA_tag_1994	32	177
dsRNA_tag_1995	49	123
dsRNA_tag_1996	56	106
dsRNA_tag_1997	55	188
dsRNA_tag_1998	165	533
dsRNA_tag_1999	103	357
dsRNA_tag_2	35	140
dsRNA_tag_20	99	477
dsRNA_tag_200	83	335
dsRNA_tag_2000	29	150
dsRNA_tag_2001	65	255
dsRNA_tag_2002	99	287
dsRNA_tag_2003	46	172
dsRNA_tag_2004	36819	53297
dsRNA_tag_2005	101	42
dsRNA_tag_2006	68	222
dsRNA_tag_2007	34	116
dsRNA_tag_2008	20	136
dsRNA_tag_2009	30	189
dsRNA_tag_201	468	975
dsRNA_tag_2010	118	2028
dsRNA_tag_2011	193	315
dsRNA_tag_2012	24	99
dsRNA_tag_2013	57	148
dsRNA_tag_2014	56	253
dsRNA_tag_2015	87	270
dsRNA_tag_2016	36	154
dsRNA_tag_2017	169	12
dsRNA_tag_2018	32	133
dsRNA_tag_2019	49	182
dsRNA_tag_202	26	150
dsRNA_tag_2020	58	109
dsRNA_tag_2021	56	83
dsRNA_tag_2022	70	118
dsRNA_tag_2023	452	1072
dsRNA_tag_2024	118	375
dsRNA_tag_2025	164	464
dsRNA_tag_2026	29	96
dsRNA_tag_2027	67	138
dsRNA_tag_2028	37	176
dsRNA_tag_2029	112	142
dsRNA_tag_203	59	202
dsRNA_tag_2030	33	113
dsRNA_tag_2031	40	99
dsRNA_tag_2032	41	126
dsRNA_tag_2033	36	86
dsRNA_tag_2034	65	92
dsRNA_tag_2035	40	155
dsRNA_tag_2036	118	317
dsRNA_tag_2037	24	159
dsRNA_tag_2038	466	1852
dsRNA_tag_2039	223	565
dsRNA_tag_204	321	1094
dsRNA_tag_2040	46	101
dsRNA_tag_2041	64	172
dsRNA_tag_2042	24	124
dsRNA_tag_2043	49	102
dsRNA_tag_2044	97	184
dsRNA_tag_2045	52	70
dsRNA_tag_2046	51	119
dsRNA_tag_2047	39	129
dsRNA_tag_2048	55	148
dsRNA_tag_2049	223	549
dsRNA_tag_205	21	171
dsRNA_tag_2050	139	669
dsRNA_tag_2051	92	599
dsRNA_tag_2052	30	124
dsRNA_tag_2053	13	301
dsRNA_tag_2054	38	113
dsRNA_tag_2055	318	638
dsRNA_tag_2056	46	154
dsRNA_tag_2057	48	203
dsRNA_tag_2058	48	141
dsRNA_tag_2059	614	1467
dsRNA_tag_206	79	225
dsRNA_tag_2060	102	224
dsRNA_tag_2061	532	1558
dsRNA_tag_2062	44	90
dsRNA_tag_2063	39	119
dsRNA_tag_2064	38	128
dsRNA_tag_2065	52	128
dsRNA_tag_2066	62	142
dsRNA_tag_2067	31	107
dsRNA_tag_2068	91	250
dsRNA_tag_2069	46	159
dsRNA_tag_207	162	414
dsRNA_tag_2070	37	395
dsRNA_tag_2071	170	499
dsRNA_tag_2072	123	321
dsRNA_tag_2073	62	141
dsRNA_tag_2074	171	532
dsRNA_tag_2075	102	364
dsRNA_tag_2076	31	122
dsRNA_tag_2077	35	130
dsRNA_tag_2078	125	74
dsRNA_tag_2079	776	1675
dsRNA_tag_208	26	214
dsRNA_tag_2080	328	508
dsRNA_tag_2081	216	796
dsRNA_tag_2082	81	67
dsRNA_tag_2083	52	98
dsRNA_tag_2084	197	488
dsRNA_tag_2085	22	155
dsRNA_tag_2086	98	255
dsRNA_tag_2087	178	435
dsRNA_tag_2088	102	289
dsRNA_tag_2089	48	151
dsRNA_tag_209	43	111
dsRNA_tag_2090	52	97
dsRNA_tag_2091	66	182
dsRNA_tag_2092	6	163
dsRNA_tag_2093	29	147
dsRNA_tag_2094	61	106
dsRNA_tag_2095	47	116
dsRNA_tag_2096	56	161
dsRNA_tag_2097	88	254
dsRNA_tag_2098	8332	17079
dsRNA_tag_2099	49	115
dsRNA_tag_21	28	101
dsRNA_tag_210	163	122
dsRNA_tag_2100	1990	6066
dsRNA_tag_2101	339	731
dsRNA_tag_2102	107	351
dsRNA_tag_2103	12	230
dsRNA_tag_2104	64	200
dsRNA_tag_2105	64	208
dsRNA_tag_2106	50	130
dsRNA_tag_2107	149	303
dsRNA_tag_2108	43	134
dsRNA_tag_2109	1071	168
dsRNA_tag_211	33	144
dsRNA_tag_2110	246	461
dsRNA_tag_2111	42	150
dsRNA_tag_2112	106	255
dsRNA_tag_2113	41	170
dsRNA_tag_2114	36	122
dsRNA_tag_2115	40	109
dsRNA_tag_2116	41	97
dsRNA_tag_2117	139	295
dsRNA_tag_2118	47	132
dsRNA_tag_2119	44	113
dsRNA_tag_212	54	283
dsRNA_tag_2120	132	373
dsRNA_tag_2121	44	115
dsRNA_tag_2122	1263	5951
dsRNA_tag_2123	51	140
dsRNA_tag_2124	220	946
dsRNA_tag_2125	15	163
dsRNA_tag_2126	98	314
dsRNA_tag_2127	51	199
dsRNA_tag_2128	299	572
dsRNA_tag_2129	131	353
dsRNA_tag_213	100	232
dsRNA_tag_2130	66	162
dsRNA_tag_2131	57	131
dsRNA_tag_2132	108	259
dsRNA_tag_2133	35	107
dsRNA_tag_2134	174	526
dsRNA_tag_2135	27	106
dsRNA_tag_2136	47	86
dsRNA_tag_2137	1334	3340
dsRNA_tag_2138	23	111
dsRNA_tag_2139	174	253
dsRNA_tag_214	29	109
dsRNA_tag_2140	154	461
dsRNA_tag_2141	69	122
dsRNA_tag_2142	114	206
dsRNA_tag_2143	79	203
dsRNA_tag_2144	71	275
dsRNA_tag_2145	44	104
dsRNA_tag_2146	66	116
dsRNA_tag_2147	38	233
dsRNA_tag_2148	28	96
dsRNA_tag_2149	32	108
dsRNA_tag_215	62	398
dsRNA_tag_2150	31	111
dsRNA_tag_2151	35	172
dsRNA_tag_2152	55	187
dsRNA_tag_2153	46	184
dsRNA_tag_2154	31	94
dsRNA_tag_2155	52	88
dsRNA_tag_2156	338	495
dsRNA_tag_2157	66	156
dsRNA_tag_2158	95	225
dsRNA_tag_2159	110	275
dsRNA_tag_216	33	141
dsRNA_tag_2160	68	244
dsRNA_tag_2161	100	346
dsRNA_tag_2162	36	165
dsRNA_tag_2163	257	582
dsRNA_tag_2164	98	302
dsRNA_tag_2165	49	114
dsRNA_tag_2166	49	141
dsRNA_tag_2167	18	121
dsRNA_tag_2168	32	134
dsRNA_tag_2169	11	129
dsRNA_tag_217	58	91
dsRNA_tag_2170	232	712
dsRNA_tag_2171	328	836
dsRNA_tag_2172	77	196
dsRNA_tag_2173	326	510
dsRNA_tag_2174	1410	4467
dsRNA_tag_2175	37	127
dsRNA_tag_2176	153	397
dsRNA_tag_2177	80	103
dsRNA_tag_2178	23	114
dsRNA_tag_2179	44	140
dsRNA_tag_218	99	230
dsRNA_tag_2180	123	522
dsRNA_tag_2181	56	121
dsRNA_tag_2182	19	108
dsRNA_tag_2183	171	523
dsRNA_tag_2184	34	114
dsRNA_tag_2185	37	205
dsRNA_tag_2186	42	93
dsRNA_tag_2187	120	360
dsRNA_tag_2188	69	124
dsRNA_tag_2189	41	182
dsRNA_tag_219	131	333
dsRNA_tag_2190	916	2332
dsRNA_tag_2191	39	128
dsRNA_tag_2192	22	135
dsRNA_tag_2193	27	154
dsRNA_tag_2194	465	1055
dsRNA_tag_2195	48	147
dsRNA_tag_2196	41	170
dsRNA_tag_2197	74	321
dsRNA_tag_2198	45	77
dsRNA_tag_2199	87	201
dsRNA_tag_22	48	146
dsRNA_tag_220	111	237
dsRNA_tag_2200	40	122
dsRNA_tag_2201	44	127
dsRNA_tag_2202	57	190
dsRNA_tag_2203	39	99
dsRNA_tag_2204	34	110
dsRNA_tag_2205	45	164
dsRNA_tag_2206	33	125
dsRNA_tag_2207	89	294
dsRNA_tag_2208	62	222
dsRNA_tag_2209	67	184
dsRNA_tag_221	49	189
dsRNA_tag_2210	14757	58480
dsRNA_tag_2211	67	171
dsRNA_tag_2212	848	3177
dsRNA_tag_2213	35	103
dsRNA_tag_2214	132	412
dsRNA_tag_2215	42	80
dsRNA_tag_2216	114	161
dsRNA_tag_2217	188	210
dsRNA_tag_2218	54	165
dsRNA_tag_2219	190	501
dsRNA_tag_222	26	116
dsRNA_tag_2220	44	112
dsRNA_tag_2221	398	949
dsRNA_tag_2222	78	205
dsRNA_tag_2223	62	68
dsRNA_tag_2224	30	100
dsRNA_tag_2225	33	140
dsRNA_tag_2226	68	360
dsRNA_tag_2227	207	601
dsRNA_tag_2228	99	268
dsRNA_tag_2229	59	173
dsRNA_tag_223	1761	1740
dsRNA_tag_2230	137	306
dsRNA_tag_2231	80	200
dsRNA_tag_2232	50	109
dsRNA_tag_2233	75	256
dsRNA_tag_2234	322	497
dsRNA_tag_2235	92	231
dsRNA_tag_2236	94	173
dsRNA_tag_2237	34	166
dsRNA_tag_2238	41	148
dsRNA_tag_2239	48	177
dsRNA_tag_224	57	146
dsRNA_tag_2240	123	399
dsRNA_tag_2241	39	230
dsRNA_tag_2242	36	156
dsRNA_tag_2243	60	189
dsRNA_tag_2244	42	100
dsRNA_tag_2245	127	375
dsRNA_tag_2246	46	125
dsRNA_tag_2247	245	607
dsRNA_tag_2248	30	220
dsRNA_tag_2249	326	751
dsRNA_tag_225	5015	4914
dsRNA_tag_2250	45	130
dsRNA_tag_2251	5187	14561
dsRNA_tag_2252	164	472
dsRNA_tag_2253	38	107
dsRNA_tag_2254	26	116
dsRNA_tag_2255	44	82
dsRNA_tag_2256	25	105
dsRNA_tag_2257	73	139
dsRNA_tag_2258	62	208
dsRNA_tag_2259	76	298
dsRNA_tag_226	38	124
dsRNA_tag_2260	132	547
dsRNA_tag_2261	46	97
dsRNA_tag_2262	84	257
dsRNA_tag_2263	43	101
dsRNA_tag_2264	77	228
dsRNA_tag_2265	26	132
dsRNA_tag_2266	26	100
dsRNA_tag_2267	14	133
dsRNA_tag_2268	169	826
dsRNA_tag_2269	338	508
dsRNA_tag_227	25	110
dsRNA_tag_2270	61	158
dsRNA_tag_2271	122	419
dsRNA_tag_2272	60	180
dsRNA_tag_2273	638	1089
dsRNA_tag_2274	87	169
dsRNA_tag_2275	65	141
dsRNA_tag_2276	149	327
dsRNA_tag_2277	54	169
dsRNA_tag_2278	63	220
dsRNA_tag_2279	177	375
dsRNA_tag_228	153	1717
dsRNA_tag_2280	66	193
dsRNA_tag_2281	106	243
dsRNA_tag_2282	89	213
dsRNA_tag_2283	50	126
dsRNA_tag_2284	72	214
dsRNA_tag_2285	72	181
dsRNA_tag_2286	48	170
dsRNA_tag_2287	63	152
dsRNA_tag_2288	45	139
dsRNA_tag_2289	97	468
dsRNA_tag_229	35	93
dsRNA_tag_2290	46	180
dsRNA_tag_2291	101	144
dsRNA_tag_2292	50	105
dsRNA_tag_2293	75	238
dsRNA_tag_2294	40	105
dsRNA_tag_2295	108	203
dsRNA_tag_2296	43	81
dsRNA_tag_2297	434	1292
dsRNA_tag_2298	193	745
dsRNA_tag_2299	40	146
dsRNA_tag_23	26	99
dsRNA_tag_230	60	227
dsRNA_tag_2300	50	247
dsRNA_tag_2301	74	314
dsRNA_tag_2302	14	109
dsRNA_tag_2303	86	261
dsRNA_tag_2304	271	1032
dsRNA_tag_2305	70	198
dsRNA_tag_2306	28	285
dsRNA_tag_2307	25	108
dsRNA_tag_2308	77	113
dsRNA_tag_2309	56	273
dsRNA_tag_231	49	118
dsRNA_tag_2310	71	52
dsRNA_tag_2311	797	2159
dsRNA_tag_2312	264	676
dsRNA_tag_2313	272	827
dsRNA_tag_2314	97	242
dsRNA_tag_2315	95	169
dsRNA_tag_2316	650	1506
dsRNA_tag_2317	146	396
dsRNA_tag_2318	165	834
dsRNA_tag_2319	33	124
dsRNA_tag_232	52	138
dsRNA_tag_2320	25	173
dsRNA_tag_2321	49	143
dsRNA_tag_2322	84	284
dsRNA_tag_2323	38	133
dsRNA_tag_2324	21	122
dsRNA_tag_2325	35	171
dsRNA_tag_2326	41	148
dsRNA_tag_2327	50	224
dsRNA_tag_2328	74	148
dsRNA_tag_2329	26	173
dsRNA_tag_233	257	615
dsRNA_tag_2330	476	1100
dsRNA_tag_2331	34	130
dsRNA_tag_2332	51	127
dsRNA_tag_2333	110	249
dsRNA_tag_2334	49	165
dsRNA_tag_2335	58	287
dsRNA_tag_2336	34	149
dsRNA_tag_2337	156	440
dsRNA_tag_2338	3655	8758
dsRNA_tag_2339	85	329
dsRNA_tag_234	53	104
dsRNA_tag_2340	54	234
dsRNA_tag_2341	102	390
dsRNA_tag_2342	362	1247
dsRNA_tag_2343	165	621
dsRNA_tag_2344	113	253
dsRNA_tag_2345	102	276
dsRNA_tag_2346	83	233
dsRNA_tag_2347	169	321
dsRNA_tag_2348	156	417
dsRNA_tag_2349	58	164
dsRNA_tag_235	41	109
dsRNA_tag_2350	53	148
dsRNA_tag_2351	45	129
dsRNA_tag_2352	114	266
dsRNA_tag_2353	32	100
dsRNA_tag_2354	28	151
dsRNA_tag_2355	68	122
dsRNA_tag_2356	62	193
dsRNA_tag_2357	592	1506
dsRNA_tag_2358	32	93
dsRNA_tag_2359	41	136
dsRNA_tag_236	92	214
dsRNA_tag_2360	76	144
dsRNA_tag_2361	10	142
dsRNA_tag_2362	26	1618
dsRNA_tag_2363	35	153
dsRNA_tag_2364	51	259
dsRNA_tag_2365	53	1620
dsRNA_tag_2366	47	91
dsRNA_tag_2367	85	195
dsRNA_tag_2368	27	135
dsRNA_tag_2369	60	132
dsRNA_tag_237	51	133
dsRNA_tag_2370	58	141
dsRNA_tag_2371	31	99
dsRNA_tag_2372	102	249
dsRNA_tag_2373	68	163
dsRNA_tag_2374	184	325
dsRNA_tag_2375	34	133
dsRNA_tag_2376	48	144
dsRNA_tag_2377	81	207
dsRNA_tag_2378	63	148
dsRNA_tag_2379	54	218
dsRNA_tag_238	91	555
dsRNA_tag_2380	161	348
dsRNA_tag_2381	136	252
dsRNA_tag_2382	65	116
dsRNA_tag_2383	17	124
dsRNA_tag_2384	142	523
dsRNA_tag_2385	45	188
dsRNA_tag_2386	906	318
dsRNA_tag_2387	214	584
dsRNA_tag_2388	43	83
dsRNA_tag_2389	49	272
dsRNA_tag_239	5995	15996
dsRNA_tag_2390	39	121
dsRNA_tag_2391	169	592
dsRNA_tag_2392	39	95
dsRNA_tag_2393	76	140
dsRNA_tag_2394	58	171
dsRNA_tag_2395	25	121
dsRNA_tag_2396	33	99
dsRNA_tag_2397	139	496
dsRNA_tag_2398	100	57
dsRNA_tag_2399	177	604
dsRNA_tag_24	2	339
dsRNA_tag_240	21	190
dsRNA_tag_2400	79	361
dsRNA_tag_2401	23	1991
dsRNA_tag_2402	34	157
dsRNA_tag_2403	51	92
dsRNA_tag_2404	43	82
dsRNA_tag_2405	86	316
dsRNA_tag_2406	118	377
dsRNA_tag_2407	643	2393
dsRNA_tag_2408	38	3947
dsRNA_tag_2409	207	499
dsRNA_tag_241	55	131
dsRNA_tag_2410	33	106
dsRNA_tag_2411	308	715
dsRNA_tag_2412	78	232
dsRNA_tag_2413	50	152
dsRNA_tag_2414	59	124
dsRNA_tag_2415	42	109
dsRNA_tag_2416	57	148
dsRNA_tag_2417	436	1028
dsRNA_tag_2418	25	169
dsRNA_tag_2419	46	171
dsRNA_tag_242	72	230
dsRNA_tag_2420	53	127
dsRNA_tag_2421	127	342
dsRNA_tag_2422	40	183
dsRNA_tag_2423	28	113
dsRNA_tag_2424	33	175
dsRNA_tag_2425	84	100
dsRNA_tag_2426	34	141
dsRNA_tag_2427	46	135
dsRNA_tag_2428	25	127
dsRNA_tag_2429	66	212
dsRNA_tag_243	91	253
dsRNA_tag_2430	48	144
dsRNA_tag_2431	21	103
dsRNA_tag_2432	32	100
dsRNA_tag_2433	90	237
dsRNA_tag_2434	55	148
dsRNA_tag_2435	1047	6964
dsRNA_tag_2436	4	129
dsRNA_tag_2437	33	145
dsRNA_tag_2438	45	238
dsRNA_tag_2439	57	236
dsRNA_tag_244	59	106
dsRNA_tag_2440	66	212
dsRNA_tag_2441	652	1901
dsRNA_tag_2442	98	237
dsRNA_tag_2443	102	211
dsRNA_tag_2444	57	110
dsRNA_tag_2445	617	2059
dsRNA_tag_2446	22012	29275
dsRNA_tag_2447	43	204
dsRNA_tag_2448	47	154
dsRNA_tag_2449	246	577
dsRNA_tag_245	173	563
dsRNA_tag_2450	22533	61462
dsRNA_tag_2451	57	160
dsRNA_tag_2452	144	201
dsRNA_tag_2453	64	195
dsRNA_tag_2454	34	157
dsRNA_tag_2455	128	463
dsRNA_tag_2456	119	462
dsRNA_tag_2457	120	388
dsRNA_tag_2458	84	195
dsRNA_tag_2459	45	124
dsRNA_tag_246	83	300
dsRNA_tag_2460	80	120
dsRNA_tag_2461	76	407
dsRNA_tag_2462	10	131
dsRNA_tag_2463	10	220
dsRNA_tag_2464	82	347
dsRNA_tag_2465	72	381
dsRNA_tag_2466	214	796
dsRNA_tag_2467	508	1631
dsRNA_tag_2468	1057	3126
dsRNA_tag_2469	35	96
dsRNA_tag_247	83	287
dsRNA_tag_2470	102	308
dsRNA_tag_2471	91	237
dsRNA_tag_2472	82	231
dsRNA_tag_2473	268	7706
dsRNA_tag_2474	41	111
dsRNA_tag_2475	97	289
dsRNA_tag_2476	117	220
dsRNA_tag_2477	33	146
dsRNA_tag_2478	32	128
dsRNA_tag_2479	39	99
dsRNA_tag_248	35	133
dsRNA_tag_2480	49	102
dsRNA_tag_2481	52	102
dsRNA_tag_2482	146	408
dsRNA_tag_2483	43	144
dsRNA_tag_2484	85	240
dsRNA_tag_2485	37	93
dsRNA_tag_2486	50	147
dsRNA_tag_2487	13	134
dsRNA_tag_2488	403	1046
dsRNA_tag_2489	28	128
dsRNA_tag_249	35	101
dsRNA_tag_2490	93	192
dsRNA_tag_2491	129	451
dsRNA_tag_2492	67	3024
dsRNA_tag_2493	315	1522
dsRNA_tag_2494	165	362
dsRNA_tag_2495	59	171
dsRNA_tag_2496	366	1733
dsRNA_tag_2497	35	160
dsRNA_tag_2498	45	87
dsRNA_tag_2499	92	240
dsRNA_tag_25	82	220
dsRNA_tag_250	55	227
dsRNA_tag_2500	66	92
dsRNA_tag_2501	114	285
dsRNA_tag_2502	57	180
dsRNA_tag_2503	54	92
dsRNA_tag_2504	420	1367
dsRNA_tag_2505	45	163
dsRNA_tag_2506	42	155
dsRNA_tag_2507	668	1464
dsRNA_tag_2508	72	343
dsRNA_tag_2509	143	254
dsRNA_tag_251	617	1051
dsRNA_tag_2510	85	195
dsRNA_tag_2511	45	231
dsRNA_tag_2512	229	467
dsRNA_tag_2513	59	77
dsRNA_tag_2514	44	83
dsRNA_tag_2515	29	110
dsRNA_tag_2516	438	21
dsRNA_tag_2517	44	86
dsRNA_tag_2518	28	124
dsRNA_tag_2519	120	320
dsRNA_tag_252	47	134
dsRNA_tag_2520	53	346
dsRNA_tag_2521	662	3594
dsRNA_tag_2522	37	130
dsRNA_tag_2523	72	289
dsRNA_tag_2524	67	155
dsRNA_tag_2525	20	136
dsRNA_tag_2526	30	133
dsRNA_tag_2527	62	203
dsRNA_tag_2528	56	135
dsRNA_tag_2529	33	148
dsRNA_tag_253	47	182
dsRNA_tag_2530	39	139
dsRNA_tag_2531	84	255
dsRNA_tag_2532	44	102
dsRNA_tag_2533	98	463
dsRNA_tag_2534	47	273
dsRNA_tag_2535	63	114
dsRNA_tag_2536	26	171
dsRNA_tag_2537	61	215
dsRNA_tag_2538	38	164
dsRNA_tag_2539	22	105
dsRNA_tag_254	1117	3612
dsRNA_tag_2540	61	292
dsRNA_tag_2541	39	226
dsRNA_tag_2542	289	872
dsRNA_tag_2543	225	499
dsRNA_tag_2544	35	109
dsRNA_tag_2545	28	142
dsRNA_tag_2546	54241	109178
dsRNA_tag_2547	24	109
dsRNA_tag_2548	82	151
dsRNA_tag_2549	105	3657
dsRNA_tag_255	41	201
dsRNA_tag_2550	27	118
dsRNA_tag_2551	1632	6332
dsRNA_tag_2552	334	1864
dsRNA_tag_2553	35	97
dsRNA_tag_2554	31	122
dsRNA_tag_2555	41	126
dsRNA_tag_2556	37	146
dsRNA_tag_2557	26	105
dsRNA_tag_2558	223	740
dsRNA_tag_2559	50	231
dsRNA_tag_256	58	225
dsRNA_tag_2560	83	229
dsRNA_tag_2561	8594	5524
dsRNA_tag_2562	68	210
dsRNA_tag_2563	181	533
dsRNA_tag_2564	83	155
