WT_Input	WT_Arc_IP
dsRNA_tag_124	89	273
dsRNA_tag_1240	55	185
dsRNA_tag_1241	144	681
dsRNA_tag_1242	129	361
dsRNA_tag_1243	182	473
dsRNA_tag_1244	170	494
dsRNA_tag_1245	27	115
dsRNA_tag_1246	42	104
dsRNA_tag_1247	40	238
dsRNA_tag_1248	54	134
dsRNA_tag_1249	31	119
dsRNA_tag_125	37	98
dsRNA_tag_1250	58	166
dsRNA_tag_1251	72	225
dsRNA_tag_1252	63	142
dsRNA_tag_1253	23	117
dsRNA_tag_1254	32	135
dsRNA_tag_1255	24	111
dsRNA_tag_1256	36401	78164
dsRNA_tag_1257	309	827
dsRNA_tag_1258	108	262
dsRNA_tag_1259	42	170
dsRNA_tag_126	32	186
dsRNA_tag_1260	89	253
dsRNA_tag_1261	54	172
dsRNA_tag_1262	34	99
dsRNA_tag_1263	56	99
dsRNA_tag_1264	64	192
dsRNA_tag_1265	485	888
dsRNA_tag_1266	41	176
dsRNA_tag_1267	133	456
dsRNA_tag_1268	54	177
dsRNA_tag_1269	87	318
dsRNA_tag_127	37	87
dsRNA_tag_1270	31	124
dsRNA_tag_1271	534	1036
dsRNA_tag_1272	75	213
dsRNA_tag_1273	18	104
dsRNA_tag_1274	84	181
dsRNA_tag_1275	16	165
dsRNA_tag_1276	34	411
dsRNA_tag_1277	69	2428
dsRNA_tag_1278	11	133
dsRNA_tag_1279	37	98
dsRNA_tag_128	13	160
dsRNA_tag_1280	59	65
dsRNA_tag_1281	55	228
dsRNA_tag_1282	45	152
dsRNA_tag_1283	485	1931
dsRNA_tag_1284	57	224
dsRNA_tag_1285	40	97
dsRNA_tag_1286	66	155
dsRNA_tag_1287	46	117
dsRNA_tag_1288	180	513
dsRNA_tag_1289	373	1456
dsRNA_tag_129	143	579
dsRNA_tag_1290	141	258
dsRNA_tag_1291	149	358
dsRNA_tag_1292	25	104
dsRNA_tag_1293	15	123
dsRNA_tag_1294	23	210
dsRNA_tag_1295	85	236
dsRNA_tag_1296	26	105
dsRNA_tag_1297	168	19
dsRNA_tag_1298	67	244
dsRNA_tag_1299	26	113
dsRNA_tag_13	72	522
dsRNA_tag_130	47	233
dsRNA_tag_1300	4	178
dsRNA_tag_1301	111	468
dsRNA_tag_1302	39	193
dsRNA_tag_1303	43	138
dsRNA_tag_1304	72	185
dsRNA_tag_1305	315	816
dsRNA_tag_1306	126	348
dsRNA_tag_1307	68	150
dsRNA_tag_1308	152	369
dsRNA_tag_1309	23	110
dsRNA_tag_131	58	193
dsRNA_tag_1310	45	117
dsRNA_tag_1311	3	126
dsRNA_tag_1312	12	227
dsRNA_tag_1313	65	150
dsRNA_tag_1314	49	111
dsRNA_tag_1315	27	111
dsRNA_tag_1316	119	259
dsRNA_tag_1317	70	194
dsRNA_tag_1318	158	458
dsRNA_tag_1319	330	707
dsRNA_tag_132	70	250
dsRNA_tag_1320	285	541
dsRNA_tag_1321	84	395
dsRNA_tag_1322	42	130
dsRNA_tag_1323	49	104
dsRNA_tag_1324	54	127
dsRNA_tag_1325	165	348
dsRNA_tag_1326	388	1085
dsRNA_tag_1327	30	133
dsRNA_tag_1328	73	113
dsRNA_tag_1329	25	101
dsRNA_tag_133	311	1075
dsRNA_tag_1330	72	201
dsRNA_tag_1331	44	152
dsRNA_tag_1332	60	227
dsRNA_tag_1333	171	425
dsRNA_tag_1334	43	98
dsRNA_tag_1335	38	122
dsRNA_tag_1336	24	122
dsRNA_tag_1337	589	2328
dsRNA_tag_1338	19	119
dsRNA_tag_1339	39	93
dsRNA_tag_134	195	1115
dsRNA_tag_1340	99	227
dsRNA_tag_1341	136	58
dsRNA_tag_1342	29	112
dsRNA_tag_1343	61	243
dsRNA_tag_1344	123	253
dsRNA_tag_1345	256	847
dsRNA_tag_1346	29	119
dsRNA_tag_1347	45	114
dsRNA_tag_1348	132	585
dsRNA_tag_1349	138	218
dsRNA_tag_135	77	440
dsRNA_tag_1350	39	100
dsRNA_tag_1351	116	251
dsRNA_tag_1352	145	266
dsRNA_tag_1353	634	125
dsRNA_tag_1354	28	107
dsRNA_tag_1355	76	222
dsRNA_tag_1356	48	102
dsRNA_tag_1357	79	219
dsRNA_tag_1358	133	391
dsRNA_tag_1359	52	323
dsRNA_tag_136	33	122
dsRNA_tag_1360	50	192
dsRNA_tag_1361	101	325
dsRNA_tag_1362	251	564
dsRNA_tag_1363	1	146
dsRNA_tag_1364	33	93
dsRNA_tag_1365	34	116
dsRNA_tag_1366	129	303
dsRNA_tag_1367	67	219
dsRNA_tag_1368	19	104
dsRNA_tag_1369	7	143
dsRNA_tag_137	76	274
dsRNA_tag_1370	25	103
dsRNA_tag_1371	83	197
dsRNA_tag_1372	61	146
dsRNA_tag_1373	82	287
dsRNA_tag_1374	53	240
dsRNA_tag_1375	254	845
dsRNA_tag_1376	126	676
dsRNA_tag_1377	34	170
dsRNA_tag_1378	62	169
dsRNA_tag_1379	74	185
dsRNA_tag_138	38	91
dsRNA_tag_1380	25	124
dsRNA_tag_1381	89	328
dsRNA_tag_1382	71	134
dsRNA_tag_1383	32	94
dsRNA_tag_1384	55	207
dsRNA_tag_1385	41	137
dsRNA_tag_1386	107	485
dsRNA_tag_1387	368	774
dsRNA_tag_1388	186	335
dsRNA_tag_1389	52	129
dsRNA_tag_139	53	153
dsRNA_tag_1390	109	192
dsRNA_tag_1391	47	91
dsRNA_tag_1392	59	162
dsRNA_tag_1393	53	217
dsRNA_tag_1394	39	100
dsRNA_tag_1395	56	105
dsRNA_tag_1396	64	135
dsRNA_tag_1397	99	273
dsRNA_tag_1398	40	182
dsRNA_tag_1399	71	148
dsRNA_tag_14	84	364
dsRNA_tag_140	74	205
dsRNA_tag_1400	96	274
dsRNA_tag_1401	71	178
dsRNA_tag_1402	150	372
dsRNA_tag_1403	68	228
dsRNA_tag_1404	32	112
dsRNA_tag_1405	256	473
dsRNA_tag_1406	75	235
dsRNA_tag_1407	89	175
dsRNA_tag_1408	26	114
dsRNA_tag_1409	24	149
dsRNA_tag_141	48	206
dsRNA_tag_1410	41	101
dsRNA_tag_1411	147	494
dsRNA_tag_1412	328	1005
dsRNA_tag_1413	86	242
dsRNA_tag_1414	73	159
dsRNA_tag_1415	39	4439
dsRNA_tag_1416	25	336
dsRNA_tag_1417	3113	32540
dsRNA_tag_1418	2990	29751
dsRNA_tag_1419	3015	29305
dsRNA_tag_142	126	499
dsRNA_tag_1420	3065	30944
dsRNA_tag_1421	2950	29577
dsRNA_tag_1422	3066	27938
dsRNA_tag_1423	3067	30537
dsRNA_tag_1424	85	248
dsRNA_tag_1425	89	313
dsRNA_tag_1426	148	528
dsRNA_tag_1427	27	98
dsRNA_tag_1428	42	139
dsRNA_tag_1429	43	143
dsRNA_tag_143	28	115
dsRNA_tag_1430	129	363
dsRNA_tag_1431	105	444
dsRNA_tag_1432	136	658
dsRNA_tag_1433	48	143
dsRNA_tag_1434	40	111
dsRNA_tag_1435	115	438
dsRNA_tag_1436	186	620
dsRNA_tag_1437	37	151
dsRNA_tag_1438	49	162
dsRNA_tag_1439	252	1040
dsRNA_tag_144	86	205
dsRNA_tag_1440	31	111
dsRNA_tag_1441	69	217
dsRNA_tag_1442	41	246
dsRNA_tag_1443	37	128
dsRNA_tag_1444	44	115
dsRNA_tag_1445	25	101
dsRNA_tag_1446	1402	5746
dsRNA_tag_1447	1435	5467
dsRNA_tag_1448	159	461
dsRNA_tag_1449	5	178
dsRNA_tag_145	63	198
dsRNA_tag_1450	18	111
dsRNA_tag_1451	41	114
dsRNA_tag_1452	56	120
dsRNA_tag_1453	65	147
dsRNA_tag_1454	34	164
dsRNA_tag_1455	56	142
dsRNA_tag_1456	86	223
dsRNA_tag_1457	65	116
dsRNA_tag_1458	1306	1449
dsRNA_tag_1459	7	321
dsRNA_tag_146	60	191
dsRNA_tag_1460	43	96
dsRNA_tag_1461	172	758
dsRNA_tag_1462	71	240
dsRNA_tag_1463	186	441
dsRNA_tag_1464	50	170
dsRNA_tag_1465	295	1206
dsRNA_tag_1466	50	95
dsRNA_tag_1467	33	121
dsRNA_tag_1468	40	145
dsRNA_tag_1469	71	224
dsRNA_tag_147	432	905
dsRNA_tag_1470	147	425
dsRNA_tag_1471	37	105
dsRNA_tag_1472	66	177
dsRNA_tag_1473	32	126
dsRNA_tag_1474	43	90
dsRNA_tag_1475	78	191
dsRNA_tag_1476	38	122
dsRNA_tag_1477	154	748
dsRNA_tag_1478	23	421
dsRNA_tag_1479	45	156
dsRNA_tag_148	72	135
dsRNA_tag_1480	87	222
dsRNA_tag_1481	20102	26108
dsRNA_tag_1482	29	164
dsRNA_tag_1483	21	121
dsRNA_tag_1484	31	153
dsRNA_tag_1485	45	154
dsRNA_tag_1486	242	531
dsRNA_tag_1487	161	331
dsRNA_tag_1488	43	98
dsRNA_tag_1489	2258	4270
dsRNA_tag_149	32	171
dsRNA_tag_1490	23	135
dsRNA_tag_1491	134	558
dsRNA_tag_1492	24	98
dsRNA_tag_1493	79	189
dsRNA_tag_1494	74	180
dsRNA_tag_1495	76	222
dsRNA_tag_1496	52	111
dsRNA_tag_1497	108	288
dsRNA_tag_1498	352	917
dsRNA_tag_1499	24	105
dsRNA_tag_15	41	93
dsRNA_tag_150	2653	6482
dsRNA_tag_1500	369	629
dsRNA_tag_1501	97	322
dsRNA_tag_1502	35	110
dsRNA_tag_1503	28	2677
dsRNA_tag_1504	47	160
dsRNA_tag_1505	28	180
dsRNA_tag_1506	183	568
dsRNA_tag_1507	43	107
dsRNA_tag_1508	21	129
dsRNA_tag_1509	125	361
dsRNA_tag_151	816	3097
dsRNA_tag_1510	72	109
dsRNA_tag_1511	77	307
dsRNA_tag_1512	52	117
dsRNA_tag_1513	2	125
dsRNA_tag_1514	101	415
dsRNA_tag_1515	3357	14962
dsRNA_tag_1516	100	264
dsRNA_tag_1517	300	563
dsRNA_tag_1518	23	124
dsRNA_tag_1519	127	207
dsRNA_tag_152	3565	14642
dsRNA_tag_1520	130	574
dsRNA_tag_1521	491	1232
dsRNA_tag_1522	57	86
dsRNA_tag_1523	23	106
dsRNA_tag_1524	41	106
dsRNA_tag_1525	22	103
dsRNA_tag_1526	20	248
dsRNA_tag_1527	23	99
dsRNA_tag_1528	176	488
dsRNA_tag_1529	66	148
dsRNA_tag_153	3320	14160
dsRNA_tag_1530	150	316
dsRNA_tag_1531	39	86
dsRNA_tag_1532	57	79
dsRNA_tag_1533	49	118
dsRNA_tag_1534	46	126
dsRNA_tag_1535	56	142
dsRNA_tag_1536	5765	9930
dsRNA_tag_1537	90	237
dsRNA_tag_1538	46	165
dsRNA_tag_1539	34	119
dsRNA_tag_154	3378	12846
dsRNA_tag_1540	13	123
dsRNA_tag_1541	46	100
dsRNA_tag_1542	1484	6012
dsRNA_tag_1543	497	1908
dsRNA_tag_1544	256	942
dsRNA_tag_1545	44	123
dsRNA_tag_1546	124	148
dsRNA_tag_1547	49	188
dsRNA_tag_1548	120	176
dsRNA_tag_1549	57	156
dsRNA_tag_155	54	86
dsRNA_tag_1550	6	191
dsRNA_tag_1551	57	171
dsRNA_tag_1552	113	354
dsRNA_tag_1553	63	202
dsRNA_tag_1554	73	204
dsRNA_tag_1555	327	873
dsRNA_tag_1556	148	382
dsRNA_tag_1557	55	166
dsRNA_tag_1558	64	261
dsRNA_tag_1559	48	168
dsRNA_tag_156	46	204
dsRNA_tag_1560	90	271
dsRNA_tag_1561	38	109
dsRNA_tag_1562	61	109
dsRNA_tag_1563	36	126
dsRNA_tag_1564	188	599
dsRNA_tag_1565	794	373
dsRNA_tag_1566	51	271
dsRNA_tag_1567	34	103
dsRNA_tag_1568	53	270
dsRNA_tag_1569	14	111
dsRNA_tag_157	115	302
dsRNA_tag_1570	365	1830
dsRNA_tag_1571	619	3240
dsRNA_tag_1572	17	111
dsRNA_tag_1573	3351	2186
dsRNA_tag_1574	501	69
dsRNA_tag_1575	104	60
dsRNA_tag_1576	351	109
dsRNA_tag_1577	361	2307
dsRNA_tag_1578	283	674
dsRNA_tag_1579	32	191
dsRNA_tag_158	69	333
dsRNA_tag_1580	406	711
dsRNA_tag_1581	193	808
dsRNA_tag_1582	56	315
dsRNA_tag_1583	65	130
dsRNA_tag_1584	115	688
dsRNA_tag_1585	80	396
dsRNA_tag_1586	176	662
dsRNA_tag_1587	23	105
dsRNA_tag_1588	340	91
dsRNA_tag_1589	132	24
dsRNA_tag_159	51	245
dsRNA_tag_1590	192	21
dsRNA_tag_1591	1425	1089
dsRNA_tag_1592	351	291
dsRNA_tag_1593	239	61
dsRNA_tag_1594	55	241
dsRNA_tag_1595	58	150
dsRNA_tag_1596	95	217
dsRNA_tag_1597	524	1462
dsRNA_tag_1598	33	161
dsRNA_tag_1599	121	358
dsRNA_tag_16	30	122
dsRNA_tag_160	25	109
dsRNA_tag_1600	64	159
dsRNA_tag_1601	71	196
dsRNA_tag_1602	29	94
dsRNA_tag_1603	36	105
dsRNA_tag_1604	15	109
dsRNA_tag_1605	153	374
dsRNA_tag_1606	60	320
dsRNA_tag_1607	45	149
dsRNA_tag_1608	76	84
dsRNA_tag_1609	74	274
dsRNA_tag_161	51	101
dsRNA_tag_1610	47	277
dsRNA_tag_1611	774	2370
dsRNA_tag_1612	65	232
dsRNA_tag_1613	55	158
dsRNA_tag_1614	106	358
dsRNA_tag_1615	58	198
dsRNA_tag_1616	3	141
dsRNA_tag_1617	34	98
dsRNA_tag_1618	108	312
dsRNA_tag_1619	62	94
dsRNA_tag_162	45	142
dsRNA_tag_1620	51	220
dsRNA_tag_1621	58	171
dsRNA_tag_1622	35	143
dsRNA_tag_1623	241	1032
dsRNA_tag_1624	46	104
dsRNA_tag_1625	47	141
dsRNA_tag_1626	119	287
dsRNA_tag_1627	17	1995
dsRNA_tag_1628	48	100
dsRNA_tag_1629	45	133
dsRNA_tag_163	282	25
dsRNA_tag_1630	26	130
dsRNA_tag_1631	115	188
dsRNA_tag_1632	189	753
dsRNA_tag_1633	83	302
dsRNA_tag_1634	34	129
dsRNA_tag_1635	104	233
dsRNA_tag_1636	402	1033
dsRNA_tag_1637	31	105
dsRNA_tag_1638	391	514
dsRNA_tag_1639	46	147
dsRNA_tag_164	65	96
dsRNA_tag_1640	43468	63927
dsRNA_tag_1641	37	114
dsRNA_tag_1642	24	139
dsRNA_tag_1643	175	486
dsRNA_tag_1644	63	222
dsRNA_tag_1645	136	277
dsRNA_tag_1646	953	85
dsRNA_tag_1647	57	122
dsRNA_tag_1648	26	97
dsRNA_tag_1649	96	184
dsRNA_tag_165	60	241
dsRNA_tag_1650	49	95
dsRNA_tag_1651	649	2021
dsRNA_tag_1652	1894	8162
dsRNA_tag_1653	37	148
dsRNA_tag_1654	108	286
dsRNA_tag_1655	44	168
dsRNA_tag_1656	16	106
dsRNA_tag_1657	454	1487
dsRNA_tag_1658	2189	8098
dsRNA_tag_1659	170	163
dsRNA_tag_166	2821	2953
dsRNA_tag_1660	118	111
dsRNA_tag_1661	84	100
dsRNA_tag_1662	42	159
dsRNA_tag_1663	71	210
dsRNA_tag_1664	3034	3011
dsRNA_tag_1665	2675	5886
dsRNA_tag_1666	56	109
dsRNA_tag_1667	92	170
dsRNA_tag_1668	51	81
dsRNA_tag_1669	418	1646
dsRNA_tag_167	31	167
dsRNA_tag_1670	95	169
dsRNA_tag_1671	479	1719
dsRNA_tag_1672	93	69
dsRNA_tag_1673	56	164
dsRNA_tag_1674	867	659
dsRNA_tag_1675	30	102
dsRNA_tag_1676	166	170
dsRNA_tag_1677	133	145
dsRNA_tag_1678	663	694
dsRNA_tag_1679	181	173
dsRNA_tag_168	451	1615
dsRNA_tag_1680	175	226
dsRNA_tag_1681	187	241
dsRNA_tag_1682	1452	2106
dsRNA_tag_1683	1004	705
dsRNA_tag_1684	397	443
dsRNA_tag_1685	67	162
dsRNA_tag_1686	2966	2962
dsRNA_tag_1687	84	157
dsRNA_tag_1688	34	116
dsRNA_tag_1689	27	137
dsRNA_tag_169	69	139
dsRNA_tag_1690	93	196
dsRNA_tag_1691	15	110
dsRNA_tag_1692	17	169
dsRNA_tag_1693	67	332
dsRNA_tag_1694	54	137
dsRNA_tag_1695	1207	4793
dsRNA_tag_1696	33	159
dsRNA_tag_1697	103	349
dsRNA_tag_1698	61	120
dsRNA_tag_1699	59	258
dsRNA_tag_17	43	121
dsRNA_tag_170	132	369
dsRNA_tag_1700	73	159
dsRNA_tag_1701	29	98
dsRNA_tag_1702	36	126
dsRNA_tag_1703	37	115
dsRNA_tag_1704	101	137
dsRNA_tag_1705	621	1644
dsRNA_tag_1706	52	137
dsRNA_tag_1707	108	216
dsRNA_tag_1708	116	287
dsRNA_tag_1709	341	600
dsRNA_tag_171	59	91
dsRNA_tag_1710	30	107
dsRNA_tag_1711	148	516
dsRNA_tag_1712	232	574
dsRNA_tag_1713	74	234
dsRNA_tag_1714	564	1238
dsRNA_tag_1715	132	351
dsRNA_tag_1716	53	86
dsRNA_tag_1717	143	368
dsRNA_tag_1718	103	274
dsRNA_tag_1719	106	264
dsRNA_tag_172	112	267
dsRNA_tag_1720	117	270
dsRNA_tag_1721	35	196
dsRNA_tag_1722	41	98
dsRNA_tag_1723	65	191
dsRNA_tag_1724	60	209
dsRNA_tag_1725	19	103
dsRNA_tag_1726	53	136
dsRNA_tag_1727	44	142
dsRNA_tag_1728	57	207
dsRNA_tag_1729	150	216
dsRNA_tag_173	37	150
dsRNA_tag_1730	47	108
dsRNA_tag_1731	32	93
dsRNA_tag_1732	70	90
dsRNA_tag_1733	69	77
dsRNA_tag_1734	55	224
dsRNA_tag_1735	43	99
dsRNA_tag_1736	110	210
dsRNA_tag_1737	30	107
dsRNA_tag_1738	44	189
dsRNA_tag_1739	304	645
dsRNA_tag_174	159	440
dsRNA_tag_1740	35	90
dsRNA_tag_1741	39	89
dsRNA_tag_1742	30	137
dsRNA_tag_1743	35	117
dsRNA_tag_1744	35	107
dsRNA_tag_1745	34	113
dsRNA_tag_1746	118	444
dsRNA_tag_1747	105	238
dsRNA_tag_1748	281	1174
dsRNA_tag_1749	103	335
dsRNA_tag_175	238	718
dsRNA_tag_1750	14832	25422
dsRNA_tag_1751	40	107
dsRNA_tag_1752	454	1773
dsRNA_tag_1753	12	785
dsRNA_tag_1754	49	147
dsRNA_tag_1755	51	162
dsRNA_tag_1756	53	180
dsRNA_tag_1757	50	111
dsRNA_tag_1758	47	140
dsRNA_tag_1759	50	169
dsRNA_tag_176	37	134
dsRNA_tag_1760	92	172
dsRNA_tag_1761	173	719
dsRNA_tag_1762	29	99
dsRNA_tag_1763	53	164
dsRNA_tag_1764	24	132
dsRNA_tag_1765	614	389
dsRNA_tag_1766	8076	3054
dsRNA_tag_1767	170	779
dsRNA_tag_1768	54	181
dsRNA_tag_1769	55	142
dsRNA_tag_177	1209	2618
dsRNA_tag_1770	62	148
dsRNA_tag_1771	25	195
dsRNA_tag_1772	24	266
dsRNA_tag_1773	394	1214
dsRNA_tag_1774	15	136
dsRNA_tag_1775	53	128
dsRNA_tag_1776	34	217
dsRNA_tag_1777	58	131
dsRNA_tag_1778	327	474
dsRNA_tag_1779	62	190
dsRNA_tag_178	31	93
