index_drop_dot	diff
ENSG00000230162	-1.01463498042219
ENSG00000230166	-1.0832114853902
ENSG00000230189	-1.80123800314026
ENSG00000230204	-1.5945809934685702
ENSG00000230216	-1.09685277444071
ENSG00000230224	-0.9816439701208679
ENSG00000230289	-1.1404836120240902
ENSG00000230342	-1.6551987576246598
ENSG00000230364	-1.52468539377027
ENSG00000230528	-3.80864269940798
ENSG00000230550	-1.86446028277897
ENSG00000230592	-1.8255846996256297
ENSG00000230593	-1.0950701941807701
ENSG00000230647	-3.10800335127694
ENSG00000230648	-1.87475962904575
ENSG00000230697	-1.0002916661241699
ENSG00000230699	-1.15969787675352
ENSG00000230707	-1.5149005481566498
ENSG00000230716	-2.00355590279791
ENSG00000230735	-1.36706670036943
ENSG00000230747	-1.6216581457466
ENSG00000230758	-2.17701357667642
ENSG00000230769	-1.48673916795719
ENSG00000230773	-2.3955906049162703
ENSG00000230799	-1.50659888806315
ENSG00000230832	-2.26482129256544
ENSG00000230910	-1.19085333076594
ENSG00000230914	-1.01172342804138
ENSG00000231006	-1.1255601183925
ENSG00000231170	-4.7151295803821
ENSG00000231203	-1.9083147663329598
ENSG00000231249	-1.04416155803502
ENSG00000231256	-1.4778005350692702
ENSG00000231292	-1.55013672575652
ENSG00000231310	-2.2924092759872403
ENSG00000231367	-1.46339973657459
ENSG00000231389	-2.30455591114898
ENSG00000231473	-2.33508102925194
ENSG00000231574	-1.8540696800261798
ENSG00000231683	-1.1503678367036
ENSG00000231735	-1.99090921005115
ENSG00000231789	-1.2440614480252699
ENSG00000231794	-2.29858358031737
ENSG00000231827	-2.1656393582496003
ENSG00000231840	-1.1874703079978501
ENSG00000231841	-0.9848579576481709
ENSG00000231852	-5.48571889077587
ENSG00000231873	-1.3274688050341201
ENSG00000231877	-3.2332595168974705
ENSG00000231890	-1.37936451779076
ENSG00000231903	-1.5682579301673303
ENSG00000231977	-1.1672231675742901
ENSG00000232053	-3.46059928665174
ENSG00000232077	-3.1279202798138304
ENSG00000232133	-1.31120043407354
ENSG00000232163	-2.2381354414295496
ENSG00000232194	-2.07955334828778
ENSG00000232237	-2.8345450592904
ENSG00000232310	-1.2798571972556398
ENSG00000232490	-1.91219991058277
ENSG00000232504	-1.74666527795315
ENSG00000232587	-1.3647294537996297
ENSG00000232623	-1.86211062215417
ENSG00000232682	-3.10805775791389
ENSG00000232693	-3.48157983650558
ENSG00000232719	-1.04256518478818
ENSG00000232775	-1.24792739784744
ENSG00000232783	-2.8644121052356804
ENSG00000232790	-4.37799775939994
ENSG00000232811	-1.0656376566247
ENSG00000232894	-4.45192168501183
ENSG00000232938	-1.00474424371713
ENSG00000233077	-1.2392283322982
ENSG00000233080	-2.07241657917299
ENSG00000233084	-2.27318321498704
ENSG00000233087	-1.07070179713005
ENSG00000233098	-1.33855043028718
ENSG00000233155	-1.1817222640678302
ENSG00000233215	-5.916923901541559
ENSG00000233251	-3.10937693669176
ENSG00000233266	-1.13441173076821
ENSG00000233278	-1.17947713127375
ENSG00000233327	-2.14898017129733
ENSG00000233396	-1.50352313751183
ENSG00000233406	-1.08961986042548
ENSG00000233435	-2.28720040727495
ENSG00000233448	-1.5621337716514
ENSG00000233483	-1.50709712467334
ENSG00000233515	-1.4753741478743898
ENSG00000233538	-1.1705660603238799
ENSG00000233543	-1.63755622552757
ENSG00000233581	-2.34405492013136
ENSG00000233684	-1.7524098078098798
ENSG00000233705	-1.6686910630083502
ENSG00000233723	-1.25842179913101
ENSG00000233847	-3.53919353350694
ENSG00000233868	-0.9962557927719828
ENSG00000233942	-1.1211172937926202
ENSG00000234084	-0.993384426193269
ENSG00000234197	-1.0896854155766
ENSG00000234219	-1.32273324845704
ENSG00000234380	-1.18851045566691
ENSG00000234383	-1.19512064804472
ENSG00000234393	-1.5985152141034698
ENSG00000234476	-2.1970979925536698
ENSG00000234491	-3.05306540286457
ENSG00000234494	-1.1100250756344299
ENSG00000234497	-2.17009158963036
ENSG00000234520	-1.97687930367741
ENSG00000234614	-1.3176791885980201
ENSG00000234619	-1.15206310708707
ENSG00000234667	-1.3633598806323999
ENSG00000234692	-1.6804603482673501
ENSG00000234698	-2.48964334218562
ENSG00000234699	-2.03463240191225
ENSG00000234724	-1.07070179713005
ENSG00000234737	-1.57634104633317
ENSG00000234818	-4.7709517936729195
ENSG00000234819	-1.55598652812845
ENSG00000234842	-1.72688416586211
ENSG00000234937	-1.79808009830674
ENSG00000234975	-0.983571742940542
ENSG00000234997	-1.2605398184503602
ENSG00000235051	-4.29113403050732
ENSG00000235070	-2.9256108364687203
ENSG00000235071	-1.97692086371692
ENSG00000235082	-1.2591891974915301
ENSG00000235209	-2.01164031968523
ENSG00000235236	-1.10156159597929
ENSG00000235286	-2.42379363626329
ENSG00000235358	-1.12117265805654
ENSG00000235397	-1.53731770240861
ENSG00000235403	-3.41091968878835
ENSG00000235415	-1.09581849453083
ENSG00000235436	-1.0469071980181999
ENSG00000235505	-1.4238168128974797
ENSG00000235609	-1.09749168530111
ENSG00000235631	-1.31264415073612
ENSG00000235701	-2.8319045313716096
ENSG00000235808	-3.3562288629944503
ENSG00000235903	-1.20416022958844
ENSG00000235912	-1.01557642183478
ENSG00000235934	-1.14312128001757
ENSG00000235979	-3.93987721418663
ENSG00000235989	-1.6610692676096397
ENSG00000236154	-4.17183122422126
ENSG00000236194	-1.37436242312054
ENSG00000236272	-2.6020282143339597
ENSG00000236285	-2.31333108912372
ENSG00000236337	-1.6115867235177201
ENSG00000236345	-1.1273239358125
ENSG00000236366	-1.58974542004226
ENSG00000236391	-3.07321583300452
ENSG00000236409	-1.14955082644149
ENSG00000236453	-1.22845304121473
ENSG00000236528	-0.991842377432663
ENSG00000236533	-1.96871106453089
ENSG00000236641	-2.08162589197568
ENSG00000236670	-1.55088897902911
ENSG00000236682	-0.9990564726318399
ENSG00000236723	-1.07351985716602
ENSG00000236739	-1.17094329115527
ENSG00000236782	-1.72995357987595
ENSG00000236852	-1.7444055970387
ENSG00000237053	-1.05370441280113
ENSG00000237082	-1.21540934798278
ENSG00000237125	-8.00582625236063
ENSG00000237172	-1.2524362697063
ENSG00000237176	-1.4353314311048302
ENSG00000237301	-1.03637458112218
ENSG00000237339	-5.1372479523342
ENSG00000237438	-1.9975808286056298
ENSG00000237461	-1.1424801363464299
ENSG00000237476	-0.978463096494035
ENSG00000237484	-1.55602648334744
ENSG00000237501	-1.0900138705353
ENSG00000237505	-1.4979452649716
ENSG00000237575	-1.9927701693471398
ENSG00000237664	-1.14563162715649
ENSG00000237672	-1.04642684420301
ENSG00000237685	-1.2540619267563
ENSG00000237737	-1.64827272744528
ENSG00000237852	-1.16782405887813
ENSG00000237928	-1.52244373803552
ENSG00000237940	-1.96956054423581
ENSG00000237978	-2.6340276747305498
ENSG00000238039	-1.1925379578799198
ENSG00000238078	-2.66610674516975
ENSG00000238120	-2.25091203348977
ENSG00000238198	-1.5666465802628502
ENSG00000238245	-1.78822094423953
ENSG00000238258	-1.4394525111801602
ENSG00000239219	-3.1827842525550003
ENSG00000239332	-1.2019944911226799
ENSG00000239437	-1.0002916661241699
ENSG00000239498	-4.2163814939257405
ENSG00000239527	-1.2860712930127098
ENSG00000239799	-1.3105916250498102
ENSG00000239868	-1.1242819225666498
ENSG00000239899	-1.40454558272928
ENSG00000239920	-1.5919710203767499
ENSG00000239959	-1.06511308474832
ENSG00000240048	-1.1758503362674
ENSG00000240137	-1.7457815982036498
ENSG00000240244	-2.12671042163959
ENSG00000240322	-1.08317541664693
ENSG00000240338	-1.05762842238431
ENSG00000240540	-1.03010698068054
ENSG00000240541	-1.16452908532901
ENSG00000240625	-0.9924725628376079
ENSG00000240673	-1.2525055154695302
ENSG00000240750	-2.13249177743668
ENSG00000240771	-3.42261666569093
ENSG00000240882	-3.19754693323331
ENSG00000240915	-1.02962433001757
ENSG00000241157	-0.9905444418603889
ENSG00000241255	-1.5363170762360099
ENSG00000241278	-1.21565578329768
ENSG00000241282	-1.3273753010873999
ENSG00000241318	-1.358985411473
ENSG00000241322	-1.9832309575949498
ENSG00000241418	-1.5260350492485601
ENSG00000241469	-1.11084196949752
ENSG00000241478	-1.1894470475321102
ENSG00000241582	-3.07321583300452
ENSG00000241697	-1.06021972826433
ENSG00000242017	-2.8433375714971802
ENSG00000242104	-2.96345354797338
ENSG00000242276	-2.16379521513066
ENSG00000242349	-1.0732821414853901
ENSG00000242375	-1.1913280828096597
ENSG00000242391	-1.0934222046745
ENSG00000242396	-1.59399359429701
ENSG00000242574	-1.15618562456162
ENSG00000242575	-1.70533714030716
ENSG00000242659	-2.2146921215242403
ENSG00000242697	-1.5386813128537802
ENSG00000243016	-0.984799146373146
ENSG00000243069	-1.9755889149219499
ENSG00000243094	-1.79735066200741
ENSG00000243107	-0.9990268197074079
ENSG00000243144	-2.4809701537252797
ENSG00000243155	-1.57553391262309
ENSG00000243250	-1.84851056219118
ENSG00000243256	-1.6656372391409497
ENSG00000243339	-1.06073375573317
ENSG00000243415	-1.2071392585869098
ENSG00000243431	-1.0947956285140699
ENSG00000243498	-2.70973083871629
ENSG00000243680	-1.2065188462861798
ENSG00000243697	-1.51052716883928
ENSG00000243709	-3.2202300012066205
ENSG00000243742	-1.3461597384693602
ENSG00000243759	-1.03429655947896
ENSG00000243766	-1.3549460027004798
ENSG00000243775	-4.31679418301327
ENSG00000243779	-2.5436054346276604
ENSG00000243859	-1.4688658411956101
ENSG00000243896	-4.00896082196471
ENSG00000243944	-2.6853757346692206
ENSG00000243970	-1.52659389690386
ENSG00000244063	-3.94825492468997
ENSG00000244119	-0.995418037182198
ENSG00000244128	-1.9633382248436897
ENSG00000244159	-1.28117593462606
ENSG00000244176	-1.5549503482983702
ENSG00000244198	-3.10119700884206
ENSG00000244265	-1.8755619731408502
ENSG00000244345	-4.12517211621597
ENSG00000244479	-1.13706115936369
ENSG00000244485	-1.4050122722964902
ENSG00000244486	-2.53890167803623
ENSG00000244490	-1.2714444477528202
ENSG00000244564	-1.30144807589667
ENSG00000244668	-1.3426930739836898
ENSG00000244693	-1.49000013149025
ENSG00000244752	-1.0960240325181099
ENSG00000245322	-2.21021362074546
ENSG00000245614	-1.0858530981364598
ENSG00000246145	-2.61377293550373
ENSG00000246379	-1.2502002756875301
ENSG00000246575	-1.43332703939089
ENSG00000246863	-1.0092422620005999
ENSG00000246898	-1.06161086744595
ENSG00000247151	-1.31510766456834
ENSG00000247324	-1.29523535985795
ENSG00000247970	-1.7932986858123001
ENSG00000248027	-1.11772949371486
ENSG00000248050	-1.96259885649071
ENSG00000248079	-1.02681472916665
ENSG00000248115	-1.3866371827961002
ENSG00000248150	-1.72100127580161
ENSG00000248271	-1.7234782581935701
ENSG00000248290	-1.4568310167113998
ENSG00000248309	-1.55078470985018
ENSG00000248317	-4.11020609137891
ENSG00000248323	-1.44784452397553
ENSG00000248334	-1.34532184646009
ENSG00000248373	-2.22002617803789
ENSG00000248429	-1.6052241794090603
ENSG00000248448	-1.3806552786994197
ENSG00000248530	-2.1915837284947197
ENSG00000248632	-1.41191781403581
ENSG00000248712	-1.07507487244953
ENSG00000248713	-1.11254995546775
ENSG00000248724	-1.3830023925125199
ENSG00000248746	-1.6653273780700502
ENSG00000248751	-3.6273052684958897
ENSG00000248780	-1.681395047821
ENSG00000248787	-1.2364560746353501
ENSG00000248830	-1.0708271067284498
ENSG00000248846	-1.1674396574743
ENSG00000248848	-2.30205150844914
ENSG00000248854	-2.2271982080166297
ENSG00000249212	-0.9913911154062339
ENSG00000249234	-1.74998319445074
ENSG00000249244	-1.4298417747193601
ENSG00000249279	-1.7172786508278
ENSG00000249319	-1.09592116063987
ENSG00000249464	-1.3527594504055402
ENSG00000249502	-1.25879141303302
ENSG00000249604	-1.87541290162673
ENSG00000249650	-2.56026426474622
ENSG00000249679	-2.91493668170186
ENSG00000249715	-1.00660573286873
ENSG00000249751	-1.36191181278732
ENSG00000249752	-1.08530425033377
ENSG00000249753	-1.1813286308751998
ENSG00000249767	-1.6674183244212601
ENSG00000249791	-4.2163814939257405
ENSG00000249858	-1.77037473560024
ENSG00000249942	-1.8691545512880001
ENSG00000249961	-2.0026292842590703
ENSG00000250031	-3.5719792191218103
ENSG00000250075	-1.93174566770149
ENSG00000250130	-3.6270954724611904
ENSG00000250155	-2.53696686140097
ENSG00000250192	-1.26646727316802
ENSG00000250241	-5.76886529809721
ENSG00000250282	-2.33088488417427
ENSG00000250412	-1.0680694264539599
ENSG00000250492	-1.6416122840692902
ENSG00000250493	-1.12359678486742
ENSG00000250546	-3.2958242997062097
ENSG00000250608	-1.14042278420706
ENSG00000250658	-1.6750848701643797
ENSG00000250708	-3.6273052684958897
ENSG00000250786	-1.072336022187
ENSG00000251010	-1.4017445977741498
ENSG00000251026	-2.1459993032631
ENSG00000251175	-1.11420192216504
ENSG00000251285	-1.6443924977553601
ENSG00000251288	-1.36942949212413
ENSG00000251348	-2.33574768305792
ENSG00000251356	-2.6764707079731203
ENSG00000251381	-2.33648492418713
ENSG00000251473	-2.32686500767601
ENSG00000251537	-1.1806825036657
ENSG00000251563	-3.17521162380561
ENSG00000251600	-1.5616338335154598
ENSG00000251604	-2.25542509763275
ENSG00000251609	-1.87757284792729
ENSG00000251629	-1.22040592686881
ENSG00000251634	-1.4239185582877099
ENSG00000251756	-3.1796258813370604
ENSG00000251768	-2.26574200883037
ENSG00000251957	-1.0665177960058
ENSG00000251991	-1.13970828464348
ENSG00000252198	-1.17076561939253
ENSG00000252274	-1.07229499689004
ENSG00000252782	-2.74382707943721
ENSG00000252919	-1.02891640911373
ENSG00000253030	-1.3601165282118501
ENSG00000253159	-1.09481744418095
ENSG00000253173	-1.8760286873466598
ENSG00000253284	-1.56950553381987
ENSG00000253326	-1.43043658496914
ENSG00000253361	-1.34381298570984
ENSG00000253372	-1.6269526601067799
ENSG00000253401	-3.9848006880645
ENSG00000253500	-3.53114726649454
ENSG00000253503	-1.66849481255761
ENSG00000253540	-1.15105757837844
ENSG00000253549	-1.16299138939303
ENSG00000253558	-1.84253006109049
ENSG00000253564	-2.3010238905795495
ENSG00000253636	-0.980425632289245
ENSG00000253651	-1.36652461602881
ENSG00000253746	-0.983939267710231
ENSG00000253754	-2.03962191450626
ENSG00000253829	-1.6169482921228
ENSG00000253882	-1.19224148138251
ENSG00000253961	-1.13530783057001
ENSG00000253978	-2.0491843715083604
ENSG00000254013	-1.4015752698260702
ENSG00000254038	-1.4005094514777499
ENSG00000254233	-2.07674039265927
ENSG00000254285	-1.2318112594443702
ENSG00000254338	-1.9005501950295702
ENSG00000254363	-3.0627927721972696
ENSG00000254403	-1.5603507850478602
ENSG00000254485	-1.1263329690304098
ENSG00000254545	-1.07761721382771
ENSG00000254577	-1.0539879551293
ENSG00000254602	-1.70287146006953
ENSG00000254670	-1.7732948250796898
ENSG00000254676	-1.6200912988841798
ENSG00000254760	-1.3505337219330502
ENSG00000254762	-2.4589106055373398
ENSG00000254771	-1.58371127797682
ENSG00000254788	-1.19107451414584
ENSG00000254806	-1.04094720930768
ENSG00000254812	-1.34134414902237
ENSG00000254833	-1.40755776094921
ENSG00000254838	-2.42183939880316
ENSG00000254843	-1.64471070336655
ENSG00000254887	-1.14351504467342
ENSG00000254900	-1.5710265638256398
ENSG00000254985	-1.19436020917425
ENSG00000255010	-1.79688631623994
ENSG00000255038	-1.31056742889001
ENSG00000255129	-2.4976648716089
ENSG00000255151	-1.1139469397148798
ENSG00000255186	-1.0588399188969
ENSG00000255197	-1.4051555077445501
ENSG00000255319	-3.77545576654068
ENSG00000255320	-1.03231580085379
ENSG00000255330	-1.57521433019033
ENSG00000255348	-1.10504482857515
ENSG00000255374	-3.7097124025488104
ENSG00000255381	-1.08015839283112
ENSG00000255421	-4.29113403050732
ENSG00000255434	-1.21543249710429
ENSG00000255439	-0.987736760583011
ENSG00000255443	-1.02109660831174
ENSG00000255491	-1.6130850805883998
ENSG00000255495	-1.40068507469311
ENSG00000255538	-3.1321270422740697
ENSG00000255583	-4.17183122422126
ENSG00000255606	-2.03756150493588
ENSG00000255670	-1.90342153083103
ENSG00000255819	-1.77133821580791
ENSG00000255964	-2.7054034585542595
ENSG00000256006	-1.3833953795398601
ENSG00000256116	-1.2124354264507
ENSG00000256159	-4.09032351146913
ENSG00000256162	-1.41036123762404
ENSG00000256167	-1.3895398041963798
ENSG00000256211	-1.1572949323913602
ENSG00000256377	-1.30559896923939
ENSG00000256394	-1.91733386968418
ENSG00000256564	-2.2736693171497
ENSG00000256612	-1.05882839561287
ENSG00000256625	-1.09237069184385
ENSG00000256682	-1.6834496453271002
ENSG00000256704	-1.93377613310463
ENSG00000256705	-1.56179331060658
ENSG00000256751	-1.2711416416885601
ENSG00000256812	-1.66959655038502
ENSG00000256826	-1.358985411473
ENSG00000256898	-1.08850266167605
ENSG00000256988	-4.296387474959411
ENSG00000257108	-0.997329430636167
ENSG00000257341	-4.4997419064255
ENSG00000257376	-2.6872447304465403
ENSG00000257467	-2.45785734830817
ENSG00000257509	-1.6453093895837
ENSG00000257611	-1.1938691800113899
ENSG00000257636	-3.14716424208683
ENSG00000257953	-2.09215476193378
ENSG00000258017	-1.1249097906773702
ENSG00000258044	-1.03154641821457
ENSG00000258101	-1.72761336653565
ENSG00000258102	-0.982320835472933
ENSG00000258131	-2.20557862222397
ENSG00000258153	-3.6045565325334104
ENSG00000258168	-3.9720002632649902
ENSG00000258181	-1.75767328853122
ENSG00000258325	-1.8396669919052198
ENSG00000258404	-1.9571440016210901
ENSG00000258408	-1.1466283722989299
ENSG00000258429	-0.9835277476577149
ENSG00000258525	-1.9761943578696
ENSG00000258534	-1.00942006745279
ENSG00000258535	-1.71305868980297
ENSG00000258602	-2.0696822147261202
ENSG00000258603	-1.1425819895366298
ENSG00000258645	-1.94578164602272
ENSG00000258798	-1.07174980941194
ENSG00000258860	-2.18122158195377
ENSG00000258900	-1.8030593716073502
ENSG00000258914	-1.13666413397279
ENSG00000258917	-3.17117433190242
ENSG00000258919	-1.50357082354179
ENSG00000258944	-1.4771676878538103
ENSG00000258955	-1.31373465715881
ENSG00000258982	-2.0790623398951205
ENSG00000258983	-1.3201039580316398
ENSG00000258987	-2.37149820649184
ENSG00000259003	-1.1676535870559899
ENSG00000259017	-0.9866174672162109
ENSG00000259062	-1.0229203560546
ENSG00000259155	-1.07535998299742
ENSG00000259182	-1.1906490224765902
ENSG00000259207	-1.22541458101638
ENSG00000259209	-1.23974034188857
ENSG00000259212	-1.53394353753413
ENSG00000259225	-1.20495142508155
ENSG00000259230	-1.2453474047576398
ENSG00000259287	-1.0306811709914698
ENSG00000259316	-1.51429354789002
ENSG00000259319	-1.04293877399939
ENSG00000259343	-3.21306265854169
ENSG00000259376	-2.97795530819712
ENSG00000259408	-1.22204712158415
ENSG00000259436	-2.14320541011199
ENSG00000259440	-1.15891285404168
ENSG00000259469	-0.98855304854204
ENSG00000259500	-2.07249930785051
ENSG00000259502	-1.28117593462606
ENSG00000259518	-1.64552443678601
ENSG00000259522	-1.56115588434916
ENSG00000259560	-3.58105945048203
ENSG00000259577	-1.89141515409234
ENSG00000259584	-1.12329731291696
ENSG00000259635	-1.20545080245447
ENSG00000259702	-1.6488980516622098
ENSG00000259705	-1.07814567477855
ENSG00000259736	-1.98402673352245
ENSG00000259755	-1.2434137187296002
ENSG00000259761	-3.55043525238115
ENSG00000259768	-1.26261769127854
ENSG00000259774	-0.998342406008942
ENSG00000259804	-2.1737624121772
ENSG00000259867	-3.75670599750709
ENSG00000259972	-0.9828520257025379
ENSG00000259984	-1.45205842552698
ENSG00000260015	-2.8854533068033303
ENSG00000260086	-1.26531962022007
ENSG00000260156	-1.4884304317866
ENSG00000260198	-1.17983564220304
ENSG00000260302	-3.9023170892294003
ENSG00000260339	-1.20563127670082
ENSG00000260350	-2.97009168938829
ENSG00000260382	-1.96259885649071
ENSG00000260410	-2.2161089772131004
ENSG00000260468	-2.25991892525787
ENSG00000260495	-1.65125549639518
ENSG00000260584	-1.75777555301904
ENSG00000260604	-1.18105573125768
ENSG00000260608	-1.6924331482825903
ENSG00000260643	-1.24948498210294
ENSG00000260646	-1.7120822276160703
ENSG00000260693	-2.18070700129967
ENSG00000260750	-1.34051187994345
ENSG00000260757	-3.58819547861784
ENSG00000260782	-2.44618194160613
ENSG00000260808	-1.20775539974218
ENSG00000260810	-1.25336646616228
ENSG00000260871	-1.0877392985910699
ENSG00000260895	-1.15599151184508
ENSG00000260910	-1.9687813099904499
ENSG00000260911	-1.04798535516742
ENSG00000261000	-1.6649902102891498
ENSG00000261008	-1.26479995868424
ENSG00000261079	-1.1400056213091398
ENSG00000261105	-1.58028750859498
ENSG00000261116	-1.02190214801326
ENSG00000261117	-1.30790565696146
ENSG00000261121	-0.9877375482960509
ENSG00000261124	-1.4796329466911498
ENSG00000261143	-1.93205928654964
ENSG00000261170	-3.24977757473527
ENSG00000261172	-2.11660219171399
ENSG00000261183	-3.10968464099586
ENSG00000261204	-2.4192037731399103
ENSG00000261235	-0.984724637344141
ENSG00000261251	-3.0828657691795898
ENSG00000261270	-1.14203527086037
ENSG00000261286	-1.0788429570797802
ENSG00000261305	-1.06530777107509
ENSG00000261373	-1.4475766633553002
ENSG00000261399	-4.35575792815336
ENSG00000261419	-1.8990443518018099
ENSG00000261456	-2.40409267419023
ENSG00000261462	-3.0875988755767296
ENSG00000261469	-1.28999604964305
ENSG00000261490	-1.1170960412528401
ENSG00000261546	-1.26260621893345
ENSG00000261617	-4.36187425959271
ENSG00000261618	-2.4717318026154
ENSG00000261645	-2.66843578615822
ENSG00000261669	-1.52280412772441
ENSG00000261692	-3.3831336296599597
ENSG00000261744	-1.4480852880435802
ENSG00000261758	-1.31236378991455
ENSG00000261777	-1.26415376614943
ENSG00000261783	-1.07442509014992
ENSG00000261857	-2.69286236584671
ENSG00000261864	-1.25181321160875
ENSG00000261888	-3.52869089990345
ENSG00000261949	-2.32164451651039
ENSG00000261997	-1.31351479919934
ENSG00000262136	-1.89985356337529
ENSG00000262165	-1.2626331298126101
ENSG00000262172	-2.6307627323087797
ENSG00000262248	-1.41486569977853
ENSG00000262406	-5.61299862827652
ENSG00000262434	-1.03963831361346
ENSG00000262497	-1.81032917167599
ENSG00000262580	-0.9917647203287719
ENSG00000262691	-1.23056133561883
ENSG00000262902	-1.68064209197721
ENSG00000262904	-2.2051022313851
ENSG00000263015	-0.986764292662145
ENSG00000263050	-1.06449736377654
ENSG00000263167	-1.88004672229213
ENSG00000263219	-1.4028137504246598
ENSG00000263235	-1.30610264722329
ENSG00000263338	-1.70936593763914
ENSG00000263343	-2.8093325634969597
ENSG00000263531	-1.5788337598842799
ENSG00000263711	-3.75565548572482
ENSG00000263745	-1.45176330365336
ENSG00000263843	-1.07564248818699
ENSG00000263862	-2.23688860770363
ENSG00000263874	-1.39344591964557
ENSG00000263924	-2.3059571772610696
ENSG00000264014	-2.55672353490154
ENSG00000264017	-3.11395198444225
ENSG00000264078	-1.8826006033116298
ENSG00000264101	-2.1761016761936998
ENSG00000264107	-2.48029682533527
ENSG00000264148	-1.3802687957988
ENSG00000264324	-1.27982408569044
ENSG00000264357	-1.48147311705206
ENSG00000264539	-1.98555899376462
ENSG00000264647	-1.9642250132985801
ENSG00000264672	-2.0321188585196
ENSG00000264808	-1.7161979395767
ENSG00000264853	-4.13118315738314
ENSG00000264860	-1.9665911778922
ENSG00000264885	-1.29661955437464
ENSG00000264924	-0.999521625185856
ENSG00000265018	-1.56591661342738
ENSG00000265096	-2.0547634472476597
ENSG00000265148	-1.2428950225436202
ENSG00000265395	-1.4254588301184399
ENSG00000265519	-1.2660402751278301
ENSG00000265625	-2.54724474759045
ENSG00000265690	-1.19957294100141
ENSG00000265706	-1.82614907542248
ENSG00000265735	-1.9568294393319399
ENSG00000265737	-3.41991704885971
ENSG00000265798	-1.88268889167299
ENSG00000265799	-1.27298113060573
ENSG00000265874	-1.25021218595476
ENSG00000265971	-2.2353624769318903
ENSG00000266117	-4.109735187202009
ENSG00000266126	-1.24483262374875
ENSG00000266217	-5.059463482521839
ENSG00000266501	-1.6522958190127501
ENSG00000266579	-1.25599050388688
ENSG00000266589	-1.50739638477725
ENSG00000266667	-1.9128853114942101
ENSG00000266709	-1.2647209933633001
ENSG00000266876	-1.3426930739836898
ENSG00000266913	-3.65468612870781
ENSG00000266920	-2.128796459337
ENSG00000266921	-1.01006419449689
ENSG00000266994	-2.2294659033972404
ENSG00000267009	-2.1814163732807903
ENSG00000267048	-1.60821642525653
ENSG00000267060	-1.95823027368948
ENSG00000267065	-1.0854577570277901
ENSG00000267138	-1.28391055213475
ENSG00000267140	-1.44548331668641
ENSG00000267221	-1.53555711820253
ENSG00000267251	-1.5084314745054999
ENSG00000267253	-1.63969575298739
ENSG00000267257	-5.16571564264067
ENSG00000267270	-1.0022559680875
ENSG00000267278	-1.55745900103872
ENSG00000267283	-1.4800370385405501
ENSG00000267344	-1.51693231600407
ENSG00000267405	-1.95129796249208
ENSG00000267432	-2.26970647104585
ENSG00000267456	-2.25470332881154
ENSG00000267472	-1.46889397387445
ENSG00000267504	-1.2055379402631499
ENSG00000267505	-1.07739151242739
ENSG00000267532	-1.42706513848549
ENSG00000267658	-1.29552022032668
ENSG00000267665	-1.4017445977741498
ENSG00000267669	-1.97587274212483
ENSG00000267707	-1.10851240699799
ENSG00000267736	-1.26470466643745
ENSG00000267764	-1.08380053188238
ENSG00000267776	-1.15328651125905
ENSG00000267778	-2.63636112581351
ENSG00000267795	-3.0671468186794595
ENSG00000267892	-2.00143598744914
ENSG00000267938	-1.26153710017057
ENSG00000268049	-0.9864015829607099
ENSG00000268186	-1.22829908532856
ENSG00000268262	-4.285484779953521
ENSG00000268289	-1.30049413945251
ENSG00000268472	-3.37162663855438
ENSG00000268573	-1.04905681690709
ENSG00000268583	-1.3721092056184199
ENSG00000268603	-2.40342195809062
ENSG00000268655	-1.3555406061298898
ENSG00000268658	-1.2165001543798601
ENSG00000268818	-2.04346421525565
ENSG00000268836	-1.2358263485516698
ENSG00000268849	-6.38080251709396
ENSG00000268889	-0.978162060041221
ENSG00000268894	-0.9979641592397042
ENSG00000269091	-1.14324658547169
ENSG00000269176	-0.985053398611297
ENSG00000269392	-1.3002753853103601
ENSG00000269463	-1.05940107559405
ENSG00000269524	-1.0818118371574799
ENSG00000269662	-1.74750929995711
ENSG00000269873	-1.1363279007969398
ENSG00000269886	-1.27532938554493
ENSG00000269889	-1.6924331482825903
ENSG00000269901	-1.05029947060211
ENSG00000269915	-1.08317841926715
ENSG00000269927	-0.9923313554555659
ENSG00000269937	-1.31131184046015
ENSG00000269976	-3.3831262833521603
ENSG00000270031	-1.9277911510019499
ENSG00000270110	-2.08121017466302
ENSG00000270116	-1.51296031332595
ENSG00000270137	-1.77372675729984
ENSG00000270149	-2.3589921796946403
ENSG00000270165	-1.4740804823850602
ENSG00000270178	-3.1796258813370604
ENSG00000270210	-1.0680380765350799
ENSG00000270277	-1.6142784773956498
ENSG00000270361	-3.5457846390332097
ENSG00000270574	-1.4478923019230903
ENSG00000270820	-1.15313531136882
ENSG00000270823	-1.6842304692376202
ENSG00000270885	-1.1452826181574098
ENSG00000270987	-1.1235940298861102
ENSG00000271021	-2.63168167470873
ENSG00000271105	-1.00587501097792
ENSG00000271228	-2.0053367814711396
ENSG00000271268	-1.6130850805883998
ENSG00000271270	-1.06424471670193
ENSG00000271329	-0.98849894631785
ENSG00000271366	-2.07080827833887
ENSG00000271424	-1.9391643444566
ENSG00000271581	-1.43631323576637
ENSG00000271602	-1.09232157508318
ENSG00000271743	-1.1955934625524298
ENSG00000271806	-1.9315161987711298
ENSG00000271817	-2.22608044884171
ENSG00000271852	-2.15840141251154
ENSG00000271860	-1.08468959957011
