	Exp.hl60.log2FC_120h	Exp.hl60.pval_120h	Exp.kg1.log2FC	Exp.kg1.pval	Exp.molm14.log2FC	Exp.molm14.pval	Exp.ociaml2.log2FC	Exp.ociaml2.pval	Exp.ociaml3.log2FC	Exp.ociaml3.pval	Exp.thp1.log2FC	Exp.thp1.pval	Stbl.hl60.logFC	Stbl.hl60.pval	Stbl.kg1.logFC	Stbl.kg1.pval	Stbl.molm14.logFC	Stbl.molm14.pval	Stbl.ociaml2.logFC	Stbl.ociaml2.pval	Stbl.ociaml3.logFC	Stbl.ociaml3.pval	Stbl.thp1.logFC	Stbl.thp1.pval	TE.Estimate_treatmentDRUG	TE.fdr_Pr...z.._treatmentDRUG	Rho.Mann-Whitney p-value	Rho.rho score	Gamma.Mann-Whitney p-value	Gamma.gamma score
EDEM3	0.0195610843935878	0.9595152405783058	0.449183885414076	0.0696369919595515	-0.0375189103350332	0.8216018211047691	0.0422854748989904	0.8062702400224979	0.0768887376878775	0.6748718642975411	-0.0549943916388992	0.8136879061724971	-0.0228623829944569	0.901949831092259	0.0465817233682731	0.69380499291583	-0.0708607018704868	0.7378494783412242	0.0437366913516374	0.724223048331088	0.31124512866212894	0.0414394332221611	0.0749072479513891	0.553934148840967	-0.027459812299288	0.9729666467819509	0.873146673495	-0.00739446106014	0.0961285028849	0.0332347312955
PSD4	0.0210551808008608	0.825034667461372	-0.393069565523275	0.00847595893036842	0.452381163179479	0.0925587061126623	-0.000523549260151008	0.997842648832664	0.21603751420865397	0.27734505398492704	0.267321331466014	0.13906703535193302	0.0294787498500954	0.821695019559547	-0.128355678811794	0.24186307095688	0.0957175515385616	0.319401990202474	0.111334707213401	0.360523776762226	0.0412962686873184	0.6967863127646979	0.0595863618822478	0.5400375297364199	0.405377786671507	0.392411855811309	0.177376884923	-0.0898296127951	0.00975979975081	-0.0617615811025
TP53BP2	0.0247995907820324	0.0115527795210293	0.230789317222948	0.168212059843586	0.163613469898631	0.43164524286261796	0.0177431761368608	0.904871234070463	0.433782902774664	0.0542021088446185	0.350925402622622	0.0180256019623955	0.0982920859288224	0.46960116149303294	0.167012128539024	0.184309096410602	-0.00011970119890241298	0.9992442498604549	-0.062629528620556	0.654605507899997	0.4391763783747771	0.00439980741413615	0.182356367679531	0.10372874317703999	0.144293638795076	0.8092598792835151	0.149767371451	-0.0381161360518	0.973946748312	0.00153214466914
CAPZB	0.0251502037329179	0.604566056732136	-0.053979985838419	0.685846133858252	0.24399821475383396	0.111793967043762	-0.0191706589100686	0.878626622756328	-0.197327857102483	0.33927455226436803	-0.20163475416088897	0.15622781410934697	-0.43974949827060705	0.0450476473596366	-0.0968326857747542	0.328403607760149	0.283447333430303	0.0241810152951008	0.0220089750758075	0.8630611862126641	0.0736201805336539	0.556521411209385	-0.21210998780711	0.082862941428221	-0.017722812602509	0.975492928314683	0.0806011817846	0.112334059244	0.682180088642	-0.130680794062
CENPF	0.0253612605210161	0.9797268206866508	0.0985373749244849	0.546433451628806	-0.468630563663325	0.000770529742512985	0.0662759346038283	0.693231672994469	-0.175693416320367	0.275319911285357	0.129074804531886	0.43265086724446106	-0.21536725965214604	0.32743700193345504	0.15374157578729097	0.0889235733690197	-0.35919037259237496	0.0057057554849202895	0.0400025474383665	0.651271174170671	0.0444630670871184	0.758763134196135	-0.0406130263659312	0.684496028227105	0.20983146583184903	0.378406385972648	0.000364308563788	0.243280186138	0.00761220698871	-0.0449126423967
IWS1	0.025369748229816	0.8036582655584119	-0.108685456757342	0.6074922077718979	0.0495039866322905	0.766110711595219	-0.090553781939427	0.63449788362643	0.208122155934073	0.43705204286005495	0.130701801288017	0.5532227226193239	0.8967742920687259	0.0116674652623385	-0.0248003140744646	0.917857853010705	-0.0508349741132452	0.802015051522077	0.0213754413900099	0.9080453247773922	0.6943543011728841	0.0588871302292261	0.11338919330332199	0.5777979056226429	0.034794261345372	0.969836846006476	0.190980850028	-0.0384294765573	0.35132131423	-0.0195828037833
ARIH2	0.0260153687700445	0.8294559196961411	0.0698527792107381	0.6261396344183371	-0.0398296648278629	0.8831883537484759	-0.19253388930817	0.24969471073491603	-0.0179638525655012	0.9383254542135891	-0.27035813147354604	0.282725543377839	0.134620742362905	0.43547026751107104	-0.0213666650430716	0.8415999111223209	0.0905322219328619	0.601737613807625	0.0285308679536323	0.8045802400131801	-0.31507759417093395	0.0248680139975801	-0.0101271866036616	0.9120112706246128	0.268610823191475	0.820762441090158	0.152662657778	-0.0764143078106	0.262167636183	0.0317561992063
TRIM11	0.0291751790929473	0.393468665848599	0.0869978214522199	0.7218935196359879	0.023567808858168	0.935322504974542	-0.0869837653919268	0.7131670427935791	-0.492558062456857	0.0413669760957334	0.169579244117651	0.420383130068762	0.12451106522513401	0.564583169875051	-0.293419528548581	0.0457560864880204	-0.0883756483813166	0.551154769586294	0.0438418250199496	0.6306886381829521	0.0925967407149537	0.474942594920279	-0.0920683035679699	0.517374532812952	-0.06643858761334201	0.964431034071475	0.370854324705	0.0136588890213	0.680337789045	-0.01743070413
GDAP2	0.030566529456146	0.9206051049524692	0.10196492560901299	0.5553119734292901	0.217406277525965	0.380320592925101	0.22084471421864998	0.35472216134233797	0.0554095570046277	0.8219309309797042	0.0253588252769065	0.8578409653196489	0.129515995581385	0.30079154710478695	0.033572892154865	0.725631140378232	-0.190694373741832	0.31048021207742105	0.17340560204598499	0.0715281125534173	-0.11051135623196	0.299546651821508	0.116742713156553	0.27520822657098803	0.532117970062426	0.631986463593323	0.629538444171	-0.0318200594815	0.0584203249882	-0.0340747985044
ARPC4	0.0311890547894985	0.52604874095619	0.10516164672718499	0.509473389202043	0.170906576882452	0.29766790936975396	-0.0010536089954735401	0.9940131623324621	0.0424359025240117	0.8470543272650399	0.0108852151401193	0.9443358444846341	-0.0381691499275851	0.8674690195097908	-0.18948071194555602	0.0476377370118836	0.259688471901526	0.0223435985302327	-0.0706839572762224	0.6107141179158829	-0.126734874177386	0.30981787335143	-0.00375739307771467	0.96588696708224	0.135103190707938	0.857429694962802	0.181216930502	-0.137676070118	0.534918417591	0.0487537895837
MTMR14	0.0316262854628642	0.8484608458785309	0.227842004301063	0.26944887594152106	0.220379487289409	0.228924474285483	0.15506117921595003	0.385039602158337	0.150102457570804	0.465389279270024	0.00718488403458917	0.960817642471126	-0.173876553436943	0.252249097421526	0.00727372901884336	0.938674920687096	-0.062388602465812994	0.58875314712562	0.0510236642444726	0.64211040255301	-0.0222188584167777	0.866035516233257	-0.270217732746049	0.0204375450738382	-0.14945625677359198	0.886990956404398	0.34387205286	0.0258762105883	0.418073176932	-0.00934553657221
GNB1	0.0319756650425775	0.4149084522101679	-0.146578919733736	0.499840420509776	-0.0133558522752083	0.9509590967185201	-0.0240427074433407	0.9190933697272841	-0.1782129165145	0.5025775890983429	-0.113913397353237	0.6388742667080141	-0.29727901067964196	0.0260505625650115	-0.19186172393151701	0.114779316250054	0.0416520741616544	0.652027508525325	-0.0865187639545623	0.48541524850890994	0.0561863607661041	0.6819019421330831	0.002573449167624	0.979675771698704	0.145389087849283	0.7376736117090771	0.00198220778729	0.158688440969	0.558879103665	0.0162357088304
RAB10	0.0353092105377366	0.972972046017473	-0.0406959210067508	0.7859163698788799	-0.203502464590136	0.13848831227201902	-0.0814833531938483	0.566075728889693	-0.21425145811111498	0.208313291284877	-0.00559547264697742	0.9720966840915669	-0.07936490417045099	0.5965154633286159	-0.108832232260952	0.251295391581104	-0.197663069836757	0.0807565044981036	-0.142666580510534	0.15211148465352897	-0.356150359837785	0.00552911708100837	-0.0626491749085508	0.571928896880127	0.236958829043657	0.707351409608372	0.348642773603	0.025437150752	0.0159871765903	-0.0481428343967
VPS45	0.0359140115507203	0.9122025490582909	-0.5136901392209171	0.0425806894563861	0.757807728578749	0.0126853522668255	0.6150261496945311	0.0696745976754402	-0.17564531378984	0.617043229975422	0.30841170601974605	0.25668602798893003	0.11605865423727199	0.3553863311602	-0.0591271666147033	0.526373698719327	0.22574105351102103	0.0501035919119421	0.116848092014539	0.30431249722527304	0.135113849148295	0.335434285676738	0.0878069219860451	0.4091858607646579	0.08983107156294699	0.9556664316322421	0.113500662362	-0.0739485244587	0.231117120734	-0.0164157514397
AGFG1	0.0366165308464052	0.631733923418463	0.0846440114367253	0.579701129141157	0.19396358272227202	0.297071341399828	-0.0858137501439225	0.628728815737454	-0.136548422414361	0.576076235363903	0.20518042545449303	0.29727219718771003	-0.0389142641581615	0.84174092648124	-0.00937359901523307	0.9195642274271228	0.210411586208616	0.132660089018688	-0.0313528546834549	0.818408172225264	0.33699139664002903	0.00696558315598108	0.236599750827633	0.0408397530479164	0.037627648168844	0.970401654150372	0.00716969593489	-0.131247377736	0.629561543047	-0.00486704537961
FANCD2	0.0373046253523589	0.0720722785054462	0.8140615905095171	0.220783677327487	-1.6127835566410198	0.000128689012821625	1.2373981314817901	0.148422089665794	-0.28221621670027397	0.44378612058412703	-0.131116781322717	0.879484124980999	0.40877148538758895	0.011016104672353	-0.151104439758331	0.0892289134642927	-0.262813515781673	0.0290230476090164	0.0940824827321296	0.40009864438463	-0.0875536149451623	0.49383277532761105	-0.19126472213186604	0.0602216345116666	-0.067333562336399	0.9279070139804259	0.291532171512	-0.0543748733352	0.0218589946845	-0.143468918557
FOXN2	0.0376139171889564	0.37418079021762396	0.19046761420300398	0.24503445798577	-0.42551377579141	0.060758469069233004	0.0525118468838253	0.747667968232191	0.10166184238087	0.637089472579185	0.0032631424758699	0.9843397242371189	0.439886016391735	0.0368435875465101	0.34147126626230395	0.0616982220793841	0.119193062252848	0.495110706449658	-0.06815247212756599	0.598921019721061	0.46229867288772597	0.0485682928389397	0.210283862054442	0.291115243194955	0.29343314818851196	0.6080954336660711	0.0203647976809	0.0724883350906	0.583349382177	-0.00461376369465
TMEM63A	0.0377903632607258	9.60095224303425e-10	0.170489379358364	0.503772769482242	0.0733493365072678	0.774427489632293	0.0698577373293426	0.735100770173183	-0.21180415262229801	0.313746005274128	-0.0166434740880339	0.921825313694825	0.27770589961153697	0.139729297025434	0.18908763590129302	0.13522569269788098	0.00147912549866035	0.9902084565336791	0.037608663865354	0.663224723503944	-0.0216964708456176	0.880082105607793	-0.104540828312646	0.303552574072573	-0.017152508150453997	0.991587411012913	0.0321507495234	-0.0890899321288	0.0293997122861	-0.0654900441811
CEPT1	0.0413702274721555	0.369541930765836	0.0439061805314349	0.796980887708662	-0.326247475523099	0.0499165752471862	-0.22037198269524302	0.17266614943915698	-0.480963343240254	0.0120078944725012	0.0576171167864797	0.687251915217096	-0.0113648180122523	0.964135605336164	-0.0171204817403949	0.83703593272139	-0.158772150595351	0.14088869848521102	-0.119454029215408	0.20222837868358803	-0.22933530533199803	0.0647681088640841	0.0867855854456993	0.321268937172938	0.211440394454621	0.742988832949552	0.89262485904	0.00104386681756	0.294827069684	-0.0912937024927
HK2	0.042169815746195	0.00774708070311523	0.148487821208304	0.266166010464254	-0.8271918312481991	9.618716743935008e-07	-0.06147167699575401	0.6687373222673489	-0.17494606816366698	0.319129798278328	-0.0178621557590184	0.9251963381030149	-0.10676452222328299	0.497412529677003	0.10678433232948899	0.264958600263963	-0.266423031720171	0.0527914988417203	0.0166700418333174	0.881187393518409	-0.198951422432894	0.10887901977669802	0.24878117960288	0.17901664115603197	0.28114719381885606	0.40593283697811894	0.924757675167	0.0370785375804	0.000144129712924	-0.144972105554
R3HDM1	0.0423071995369472	0.8116741446319922	-0.130218644807638	0.48595444793767495	-0.413804343050575	0.0573872759803582	-0.257517515507148	0.10510253031768302	-0.22110345663383105	0.271651117014838	-0.134176099456492	0.485269238190341	0.6834523307633009	0.0090580212817581	0.0319466910709184	0.7825995537330229	0.386828053875141	0.0328680054254325	0.28525942738004	0.010755287771661	1.06058685554021	0.000413282174971742	0.45419424819579207	0.0023197091924153	0.25857086256850104	0.8042290737832141	0.462468690734	0.0242511362888	0.00561783637765	-0.0662998868225
RAB3GAP2	0.0423564048105305	0.5777023832910071	-0.13858545652155	0.3672930469224871	-0.252809665550619	0.245992883700447	-0.0350279552808688	0.8488286038764441	-0.37703216418332597	0.0951198430594329	-0.22694455365728897	0.296692254181873	0.37239368712191606	0.0036134045374749102	-0.09087073991755498	0.46201516404891996	-0.120686325030345	0.367348263022836	-0.0402029207593077	0.72773097983514	-0.187044878543044	0.21621425339086398	0.0127822961291304	0.9050336466329001	-0.13206315810788902	0.863119093720016	0.00436315903572	0.216942925955	0.280030980529	-0.00663535723984
RNF115	0.0437425479135564	0.593802706484853	0.0360593661425241	0.8150148793297841	-0.21004319068811997	0.241882910074453	0.19377731878213397	0.30607992821905294	-0.0801849900234186	0.638342016549719	-0.22631256517560103	0.137398987304974	-0.15025794402110398	0.226342714124724	-0.104627641958383	0.2555858128797	-0.168656618820034	0.132952465149846	0.0805498532094418	0.522274403608987	-0.0808355544193914	0.479251745046517	-0.174100018100009	0.137792056480831	-0.292394045732089	0.808561191860366	0.97601192084	0.00945786673482	0.0939723383333	-0.0363705076005
WDR33	0.0442044772967573	0.0088818890502403	0.104810884502149	0.741459202260121	-0.257128499625487	0.5144042586477791	-0.471198238908329	0.22218631012132398	0.0654274318038161	0.7892511574176508	-0.16789240318722304	0.598930238461049	0.0313623217050403	0.8215085113912509	0.00651446001681982	0.9634753390249731	0.194104340315638	0.173237921399895	-0.11143612735104598	0.36368386808958597	0.18760319553108604	0.25259460474404605	0.12809231282247802	0.458670554588077	-0.006705725415514	0.9928699016545959	0.692463252259	-0.0229052062193	0.000226837610102	-0.155992418713
MLH1	0.0464136146247441	0.501698543557286	-0.194917401135335	0.225482400258027	-0.275106530252471	0.0740523066264737	0.0928074475511397	0.5797101723632591	0.16982872079720804	0.454646519489697	0.134020697662804	0.37474311670495397	0.0669995941942106	0.6669855053279841	-0.254140309685247	0.0625328808586269	-0.19921741255041198	0.268352242334602	-0.11989052735172098	0.4267786159803621	-0.223484576079876	0.15532263409414998	-0.110794993070144	0.37415948231450497	-0.033809846223237	0.9675099482573271	0.602130351069	0.0661252041627	0.0410264013286	0.06668658923
FAM168B	0.0471820209630765	0.532648479747284	0.0966785418882417	0.47993860584302395	0.19238389440033604	0.23968147729047398	0.0614650209933737	0.730759953614905	0.0514801795630909	0.7763008116501279	0.146821030444311	0.32542951558780103	-0.18533807666670002	0.273106141164177	0.0979580018868952	0.431556823185094	-0.10940406247024499	0.36528421381165704	0.0334916227384952	0.784089009282595	-0.0447497122109943	0.6754565985432429	-0.0240456158710813	0.8220269443720619	0.306615082674771	0.7327694743553521	0.0176076490385	-0.0781381213544	0.407562071754	0.00857891974273
BLZF1	0.0479370039548958	0.3637190599174289	-0.244869538711155	0.16875392290329597	0.0289907742689911	0.8884743145310491	-0.0317570464617344	0.8812893651632209	-0.137899694630198	0.5012862144171911	0.142421564473183	0.397362638995886	-0.0785896168937474	0.6049017668162839	-0.19965604045513102	0.0652552305692531	0.0605986612610125	0.5978916191021679	0.0152156464951682	0.8682263725560521	-0.14444677478038	0.282580848481361	0.0749273931595315	0.479659828280782	0.29610162341537105	0.7806744049536211	0.156589041656	-0.0527839101381	0.210905313089	0.0176105036791
PI4KB	0.0480040149779665	0.3540913957038239	-0.0438461480613292	0.8527843853835579	0.617963129707349	0.000685571142536496	-0.203322989147839	0.402264999968968	0.14606421223887303	0.5058018960600971	0.0429915576341355	0.795204288478039	-0.12196637047660198	0.386138439093599	0.0830562194947226	0.48926549204370795	-0.109343391333034	0.303382594869755	-0.155063394485076	0.16965625521072	-0.201559171719145	0.21327703820275798	-0.0014208808080938301	0.990729651136202	0.186253898782464	0.853719373698564	0.732025793444	0.0317044074332	0.00020275679657	-0.307383952242
MYSM1	0.0489744990447056	0.346417491929224	-0.0284900971990915	0.8704949032683492	-0.23820870243572398	0.23079791905905203	-0.257397699044891	0.23109552975834802	0.357076237363803	0.0746789209464856	-0.0645711307456754	0.7395606626852359	-0.134261566688077	0.483073055573069	0.012952320703905002	0.8841699425068159	0.0590348047248684	0.602629460079159	-0.0797647478634683	0.38425883617577894	0.0588054661210618	0.608087707350673	-0.113412850276623	0.22303997438199102	0.44952127266316705	0.55295175659467	0.0374614614568	0.128194090806	0.316164308725	-0.0259733324689
RAB4A	0.0494591652201098	0.3764184318633	0.209903754408021	0.256248319535726	0.0584773910745334	0.788758919502402	-0.0028209418244822602	0.989164818317146	0.36460864949284	0.164908992697224	0.221705538800355	0.243112116499231	-0.5049184450732089	0.012520090319673	0.0852795161893729	0.35797658577903596	-0.0159149390199562	0.8702352362864859	-0.0266587127398952	0.803567006677298	0.13371787049798803	0.24046996954515196	-0.00479017499959936	0.9680381703161159	0.174487730128211	0.9279070139804259	0.205560347278	-0.0852319556135	0.749688213433	0.00510368686365
EHBP1	0.0522082413091774	0.590318246825269	-0.13839761642147	0.49704293755436396	-0.287892015588562	0.15260938104188598	-0.0813682135035714	0.640625958069812	-0.261206646497925	0.169960903721907	-0.11684348952715	0.5291790349779381	0.101437711062661	0.535023343434084	0.074444168065267	0.438064216645321	0.251162061034024	0.0288218988671192	0.0977857298510158	0.499604815523698	0.39562961333604	0.0065187066468578	0.107617111194452	0.387704239796897	-0.22990630348247	0.886328019341065	0.471287344074	-0.0270664601541	0.209990286043	-0.0179882644263
STT3B	0.0533159680171996	0.81347114663097	-0.324060153294491	0.0159813867641601	-0.583679652593145	5.52498523693653e-06	-0.0296880461871228	0.8380425581762031	-0.138254913156671	0.39914190351227796	-0.19208998618543902	0.19920474113165698	-0.016532428589783002	0.8886502188173442	-0.0977014885004004	0.309501231178819	0.0872546318061868	0.6577195336009151	0.131336819666595	0.17952813683552998	0.15907000364976098	0.188268859943272	0.11800509559797599	0.260771503611475	0.04452683939651499	0.9279070139804259	0.374032583235	-0.00639498710346	0.487027469655	-0.016006838001
CAPZA1	0.0540858305577217	0.7051858290103	0.0931250628765324	0.450509948753872	0.21992990918068	0.133673331967759	-0.00998019641874373	0.936879238773935	0.0340108029718745	0.841589045757259	0.0507909513853645	0.7179340445688801	-0.0704511774586492	0.7219045856532399	-0.0595620510223473	0.5972769094025719	0.27710076434799896	0.0141673039969432	0.0011489630945524698	0.9901439808148399	-0.0121508273423177	0.937752391520828	0.132071649289643	0.223733283315393	0.246340387333448	0.712951230927353	0.554090421803	-0.0321573074418	0.977953827942	-0.00118993258895
UBXN4	0.0549271639694188	0.627202484040152	0.0522916936330311	0.741648310000255	0.0443785674686515	0.7982406854937041	0.0634315600414813	0.673162145074455	0.16253042627849598	0.40399858350502	-0.0565934954438439	0.7199491380552159	-0.0549262584470052	0.7507850280562429	-0.024347058409994998	0.789718842154925	0.057650744908437	0.527300739429957	-0.00289757795894735	0.974251878682065	-0.0012129392924211302	0.990671829190705	0.00028523944701715697	0.997373035935234	0.220080768125907	0.6532943688460962	0.28490753804	0.0361961824169	0.83679004051	-0.0142863110449
ATAD2B	0.0566995875539747	0.36660527485980804	-0.311759174401367	0.0467932608468942	0.0726849236153199	0.814616429357369	-0.14573093592301198	0.42261883129367406	-0.22424741024263697	0.457048302778378	-0.298805252831568	0.128489431946086	-0.140266195920008	0.296250330133688	-0.1534456955655	0.0974392832626987	0.033367811544127005	0.7919787503299879	-0.151583967370159	0.22655205555200603	0.18225409744840199	0.104462333372345	-0.09649436652739901	0.29503307396519	-0.125279216535125	0.927342911990082	0.469539943527	-0.00227283997698	0.532512217535	-0.0222326426881
NKTR	0.0574164406537972	0.9393992349754808	0.0791104026019694	0.7758936761701171	0.42662122115795004	0.0619198828168798	-0.586065700620191	0.0248224073346133	-0.12304777663620699	0.6397700063244169	-0.340818315277232	0.0814264117715535	-0.142380586782505	0.615153637029305	0.0145578216517893	0.885761268594473	0.2011940338882	0.100474517521039	-0.0667199763007006	0.5411051739110879	0.064739333272911	0.577663650554277	-0.0847282281949623	0.5195913444224239	0.20904721706333002	0.756890203798185	0.690245562325	0.00755328196299	0.00298352095758	-0.0749340885982
RPSA	0.0594865406984937	0.151640936044388	-0.0999075906576145	0.533836284635069	0.0352197970079642	0.824516315187798	0.22613745450207398	0.0641248637873429	0.233461262438143	0.36465798871500393	-0.0521089708743428	0.7129291844156429	0.32602713853588106	0.17394354883196697	0.0839023875684591	0.38231371420398796	0.0686401634812965	0.564424838969397	0.10286007910152599	0.36752427682314	0.0289600192364336	0.8748825229322951	-0.15360958489506601	0.234782548842349	-0.08290958309945401	0.7656560147718321	0.435911542133	-0.0279985474694	0.0207738578998	-0.182575467904
SETD2	0.0601144996662364	0.8912838314539109	-0.0498510353104065	0.679011160168304	-0.0622064148110875	0.705549996230754	-0.0176778493869938	0.898470803436825	-0.10020702691967201	0.533051965289374	-0.074289273421441	0.579415750563655	-0.0276899479549755	0.8512757225764279	-0.0219059751164028	0.808763671172822	0.17985069676231	0.0906303403318667	0.0519116293541223	0.646647163193021	0.11619147338770698	0.31781230173178604	0.12187527754562899	0.198885663041331	0.008775386809275998	0.991587411012913	0.148335527527	0.0368638080601	0.000612957073643	-0.0873617177097
WDR47	0.0615732127105051	0.597290214798561	-0.19519256000050303	0.44646645917892797	0.8065448229214119	0.00209774661443153	-0.333242275601153	0.0805118188679289	0.225905751155837	0.483185046891289	-0.24701155013454199	0.42607162924263103	0.0550190329576671	0.700916776307401	0.0284137274161927	0.753784279918996	0.147539504034719	0.16829913133969102	-0.21090595183168698	0.0812670224442415	-0.0790320806453954	0.518017694954917	-0.13737598884469499	0.15066524489327401	0.46425773456974895	0.7379551916759209	0.065871220958	-0.13727695526	0.0136573534102	-0.0623144738624
ZNF638	0.0643729223232849	0.486202675231416	-0.195019032919927	0.206811424914001	-0.0498823845877256	0.805755741850813	-0.137317097659226	0.416040122620256	0.0393842977110485	0.8244261071661949	-0.0441224784077256	0.756951729623397	0.09910695850400901	0.554692905504472	-0.116426956476533	0.19728442514641	0.084658125386084	0.43266272776604603	0.181793325259363	0.0904556478808613	0.509579380780927	0.0021124020965936604	0.0717209614075192	0.432845850498229	0.267763871791689	0.42144801270797	0.267722477239	0.0258049339286	0.264670195841	-0.0220005085063
CDK11A	0.0695170736823551	0.5152744165122161	0.19826923707768201	0.41211832222292	0.0397739244265483	0.890864315943038	0.0447496120333203	0.906102762773185	0.16842037432144596	0.566773612236634	0.310427256093274	0.25576586859654604	0.0297289920648154	0.888642471291558	-0.170345891942585	0.236345157932483	-0.143011590674956	0.286916332791024	-0.275788576098572	0.265290510946445	-0.0448812002704347	0.727187631924606	-0.28856966131368605	0.27870432707385806	0.30226525845846697	0.8717802825222869	0.340428745393	-0.102034218159	0.839407431417	0.00744531001826
ANGEL2	0.0710458516257391	0.269171372043721	0.045373539196342995	0.8198250412323341	-0.0611936353306743	0.7639360288851992	-0.0521828000588146	0.752200076139672	-0.15257321515752698	0.43017187272624	0.23434477965197797	0.241796622804828	0.133690641966482	0.495701785235177	-0.080583806053862	0.3915744150137229	0.11325267600457199	0.239993754708976	-0.0759075468947888	0.44499670738639896	-0.16042863159649698	0.23719771380544397	0.127684141175269	0.24544330101025302	0.066411729299621	0.9702390550027199	0.0588521165484	-0.0982993710449	0.851792921067	-0.0161320444957
S100PBP	0.0739031426748192	0.8515353181133349	-0.134295895449122	0.543603939689135	-0.141300295905811	0.605747286410925	-0.0138476340237823	0.9548181371159581	-0.07738619563822001	0.705529514641073	0.19210556940041895	0.434065469452631	-0.11008119283711999	0.48124128660163795	0.0729466807090579	0.449448388331575	0.402224822983387	0.00162401342316299	0.0193484238122453	0.88719878239009	0.0026241197565908102	0.98046960576688	-0.0438941424641392	0.783849679327568	0.106084657671666	0.936615418805292	0.458865048226	0.0554407703351	0.627778295417	-0.012230422841
NBEAL2	0.079560470622306	2.50860640352851e-07	-0.134296963218383	0.503966561159159	0.507730973883252	0.0639149662004738	-0.0427194505621021	0.832447081593997	0.7469546807695658	0.000868218699380515	0.13139515066976598	0.424684136235202	0.2574332207951	0.11640273847328698	0.11439315950149499	0.22414910629579898	-0.23645171131759601	0.0833926360469609	-0.11240667302598199	0.28506869218351005	0.0281687487700402	0.867327641149977	-0.213987985634613	0.0286434214484735	0.17019395268131302	0.7086524325505771	0.212622503808	-0.124035774143	0.957926014353	-0.00535602727659
MAPKAPK2	0.0801967981854986	0.0278325325341714	0.127649966721545	0.37084705568700105	0.4215285488642179	0.0299154191410713	0.0093461544880924	0.939980806904836	-0.0628018627405456	0.679072578442597	-0.0117173507449492	0.9321460265684479	0.40129057915231503	0.0659923904190239	-0.0192521478296252	0.8825091036496719	0.153809985473714	0.27966967649286306	-0.0848707978937356	0.569855366596167	0.0327156885343932	0.7957411549667321	0.0102350336275544	0.939587173795392	0.203143312106381	0.8394216982203941	0.176833291381	-0.152786739726	0.468334914776	-0.0101965085988
QSOX1	0.0809602580201571	0.93307582176314	0.246808088456483	0.22551819257475303	0.7838189981873042	2.2412873654587503e-06	0.301467758402732	0.0437091814971421	0.23590068226911198	0.187706681763909	0.0412521021545883	0.7820817087202729	0.3863918517620821	0.19028756447755701	0.0981997556442946	0.30243783018799897	-0.0337016955621381	0.7974585795258979	-0.0731585804425973	0.624918331017499	-0.14297467714274698	0.37058746291035993	-0.0774537694348225	0.48982927046122904	0.146417699728202	0.600988214732449	0.207997157488	0.0742900236552	0.080088626245	-0.0271040706047
ROCK2	0.08160820554144299	0.82183347622365	0.0478983278021134	0.7424777185557281	0.19993091554305703	0.23228195610904298	-0.0105132188045601	0.945615098031879	0.0518843926117857	0.78533015677783	-0.0716559052310798	0.658460106696926	-0.073228369150302	0.676864774145824	-0.0713835893205531	0.415616973105345	0.193040967388745	0.07639874796696201	-0.092474597147095	0.30249694596208004	0.205233272976477	0.11259115989916998	-0.0004924037805362871	0.9954647921758829	0.531390270926404	0.377765946825144	0.455277197456	0.029409254088	0.00364373576532	-0.0454485930161
NFYC	0.0829930255109939	0.511229280807256	0.0481754227180543	0.767316805855413	-0.29171988335322396	0.200271598233177	0.0357243137063724	0.837464231492156	0.257429751835414	0.20693594822906503	-0.0346682301297219	0.832468413049501	-0.19528736008553305	0.18014715251807897	-0.0072865058242380905	0.9466963800713009	-0.0897273980174379	0.38101915845020706	-0.0964670336981069	0.4710554343133621	0.32959004158141697	0.0322340046723334	0.0076672225960150294	0.9475272247964109	0.247518671400783	0.768332293798948	0.00475338388344	-0.159108770414	0.303007389032	-0.153408317533
USP34	0.0845461644485952	0.301087694985076	-0.0152395590509399	0.920954376695508	-0.08416724981233299	0.795829143869461	0.0246721836361636	0.912399799308547	0.34296956776564197	0.0810211018696812	-0.20848799342919896	0.2592890677853	0.0975313154002549	0.535623672025783	-0.28527054138365504	0.0151407169822657	0.031081730470491002	0.746751697478955	0.156220863422016	0.13735815164152498	0.216167493582226	0.0620988687436751	-0.23871272607716199	0.0275069992443907	0.163657820546887	0.7725211714909421	0.337860813994	-0.0202420658136	0.0308637701906	-0.0291127561084
SRBD1	0.0847944978422681	0.30693604604811703	0.046205414352075	0.7858464065991829	-0.175618671577991	0.41161747875850296	-0.212432939795999	0.47954215652832	-0.0976427149097342	0.6354768521819251	-0.0311518265209425	0.8625771777928629	-0.137669907622793	0.27072468534111305	0.0559998944112364	0.702017244517678	0.182992206765798	0.118594216857014	-0.18566366371081897	0.272861745263226	0.38847862987890897	0.01526104994519	0.23128047220293899	0.0388098713264979	0.5978332923416789	0.4790231829328329	0.113157685269	-0.153803942825	0.000112030713163	-0.301458302955
