enteric_50uM_OXL_1	enteric_water_1	enteric_50uM_OXL_2	enteric_water_2
MTRNR2L8	34	3	5	25
MTRNR2L9	3	8	13	2
MTRR	76	24	114	6
MTSS1	107	86	0	36
MTSS1L	157	126	32	70
MTTP	2	4	0	3
MTURN	228	141	1	267
MTUS1	84	18	0	73
MTUS2	63	126	39	28
MTUS2-AS1	0	2	0	0
MTVR2	5	5	0	0
MTX1	0	0	0	0
MTX2	87	17	30	18
MTX3	57	42	38	32
MUC1	64	29	0	36
MUC12	0	0	0	4
MUC13	3	3	1	1
MUC15	0	0	0	0
MUC16	13	2	0	1
MUC17	0	0	0	0
MUC19	5	1	0	7
MUC2	1	0	0	0
MUC20	28	4	2	1
MUC21	0	0	0	0
MUC22	0	0	0	0
MUC3A	14	3	1	1
MUC4	0	0	0	0
MUC5AC	7	7	1	1
MUC5B	0	4	0	0
MUC6	37	18	0	0
MUC7	0	0	0	0
MUCL1	0	0	0	0
MUL1	240	177	265	62
MUM1	496	219	237	170
MUM1L1	122	29	77	14
MURC	63	43	89	15
MUS81	65	40	109	15
MUSK	1	0	0	5
MUSTN1	14	1	1	19
MUT	130	116	80	48
MUTYH	23	8	0	7
MVB12A	468	460	87	93
MVB12B	235	90	103	78
MVD	605	712	153	199
MVK	118	86	54	77
MVP	128	57	111	34
MX1	5	0	2	10
MX2	0	0	0	0
MXD1	108	122	71	18
MXD3	298	83	211	52
MXD4	174	43	227	134
MXI1	561	326	128	67
MXRA5	127	15	434	43
MXRA7	142	36	0	21
MXRA8	433	95	837	173
MYADM	519	188	714	210
MYADML	1	0	0	8
MYADML2	1	0	0	0
MYB	9	3	2	0
MYBBP1A	145	55	116	37
MYBL1	21	9	14	21
MYBL2	91	50	51	41
MYBPC1	2	0	0	3
MYBPC2	2	0	0	27
MYBPC3	0	0	0	0
MYBPH	31	1	0	41
MYBPHL	8	0	0	1
MYC	9	4	14	4
MYCBP	51	15	122	10
MYCBP2	1197	625	420	670
MYCBP2-AS1	82	26	0	38
MYCBPAP	11	5	0	0
MYCL	26	41	0	5
MYCN	21	2	0	0
MYCNOS	24	0	0	5
MYCNUT	0	0	0	0
MYCT1	6	1	0	14
MYD88	1	0	0	0
MYDGF	329	100	628	51
MYEF2	454	420	124	106
MYEOV	0	1	0	0
MYEOV2	724	208	536	268
MYF5	0	0	0	0
MYF6	0	12	0	0
MYH1	0	0	0	0
MYH10	1070	536	1045	389
MYH11	7	12	0	2
MYH13	0	0	0	11
MYH14	6	1	0	0
MYH15	17	5	0	9
MYH16	2	0	0	0
MYH2	2	0	0	0
MYH3	145	12	149	285
MYH4	1	0	0	0
MYH6	0	0	0	0
MYH7	7	24	0	0
MYH7B	31	26	166	34
MYH8	7	0	0	5
MYH9	1015	179	1468	110
MYHAS	13	2	0	7
MYL1	58	17	185	192
MYL10	0	0	0	0
MYL12A	342	45	1417	82
MYL12B	1280	249	1601	255
MYL2	1	0	0	0
MYL3	6	0	0	0
MYL4	10	2	1	30
MYL5	85	19	149	64
MYL6	2830	1074	3341	856
MYL6B	405	213	98	135
MYL7	0	2	0	0
MYL9	934	58	846	84
MYLIP	205	42	80	147
MYLK	62	29	80	49
MYLK-AS1	6	5	0	0
MYLK-AS2	0	0	0	0
MYLK2	4	0	0	4
MYLK3	5	17	0	4
MYLK4	1	1	0	1
MYLPF	87	11	47	182
MYNN	79	54	113	27
MYO10	449	200	702	157
MYO15A	1	0	0	1
MYO15B	41	24	0	0
MYO16	8	1	0	6
MYO16-AS1	0	0	0	0
MYO18A	538	143	180	146
MYO18B	0	0	0	0
MYO19	119	44	124	22
MYO1A	5	0	1	0
MYO1B	542	104	632	87
MYO1C	186	36	156	44
MYO1D	43	2	4	22
MYO1E	53	4	65	26
MYO1F	6	1	0	0
MYO1G	1	0	29	0
MYO1H	0	3	21	6
MYO3A	3	3	0	1
MYO3B	10	9	0	0
MYO5A	541	234	166	252
MYO5B	16	6	0	13
MYO5C	15	4	20	7
MYO6	904	905	311	117
MYO7A	4	0	0	5
MYO7B	0	0	0	0
MYO9A	412	153	125	153
MYO9B	223	143	137	62
MYOC	0	0	0	0
MYOCD	1	0	1	0
MYOD1	4	1	0	6
MYOF	161	46	483	73
MYOG	7	4	0	1
MYOM1	20	4	68	75
MYOM2	32	20	1	25
MYOM3	12	0	0	0
MYOT	14	2	0	1
MYOZ1	0	0	0	0
MYOZ2	0	0	0	0
MYOZ3	3	1	0	4
MYPN	3	0	0	6
MYPOP	36	4	29	8
MYRF	20	16	65	0
MYRFL	2	0	0	0
MYRIP	4	8	0	0
MYSM1	224	96	77	62
MYT1	199	82	0	33
MYT1L	188	202	1	111
MYT1L-AS1	7	0	0	0
MYZAP	7	7	23	2
MZB1	2	1	0	0
MZF1	87	48	71	32
MZF1-AS1	52	1	0	11
MZT1	51	29	2	7
MZT2A	1199	544	253	261
MZT2B	2764	1357	754	701
N4BP1	310	95	318	180
N4BP2	271	124	145	163
N4BP2L1	16	5	0	0
N4BP2L2	436	220	353	163
N4BP2L2-IT2	9	27	0	4
N4BP3	73	32	41	7
N6AMT1	21	12	0	9
N6AMT2	89	25	23	16
NAA10	203	69	96	39
NAA11	5	2	0	0
NAA15	523	431	148	155
NAA16	200	114	57	47
NAA20	125	21	255	34
NAA25	205	238	30	68
NAA30	205	102	335	49
NAA35	375	233	91	122
NAA38	660	227	349	201
NAA40	46	35	0	29
NAA50	222	135	530	86
NAA60	208	91	132	75
NAAA	0	2	0	0
NAALAD2	36	19	0	9
NAALADL1	49	2	0	0
NAALADL2	0	0	0	0
NAALADL2-AS1	0	0	0	0
NAALADL2-AS2	0	0	0	0
NAALADL2-AS3	0	0	0	0
NAB1	189	66	99	84
NAB2	167	39	345	52
NABP1	44	21	30	4
NABP2	225	112	79	58
NACA	1745	1017	1078	504
NACA2	3	1	0	0
NACAD	547	210	28	129
NACAP1	1	1	0	0
NACC1	160	51	33	19
NACC2	49	13	203	14
NADK	72	13	0	2
NADK2	263	196	101	117
NADSYN1	83	42	32	10
NAE1	291	53	223	124
NAF1	14	5	15	6
NAGA	57	16	34	31
NAGK	125	35	232	19
NAGLU	71	28	25	36
NAGPA	25	3	0	15
NAGPA-AS1	0	0	0	0
NAGS	15	0	0	5
NAIF1	21	20	0	6
NAIP	0	0	0	0
NALCN	6	1	13	31
NALCN-AS1	0	0	0	0
NAMA	0	0	0	0
NAMPT	83	65	14	16
NANOG	17	8	0	0
NANOGNB	3	2	1	0
NANOS1	42	6	2	12
NANOS2	3	1	0	0
NANOS3	51	19	0	8
NANP	33	25	90	17
NANS	211	48	134	59
NAP1L1	3406	1976	1444	1565
NAP1L2	34	13	0	33
NAP1L3	194	83	5	67
NAP1L4	1330	381	467	324
NAP1L5	131	46	0	79
NAP1L6	0	1	0	0
NAPA	153	81	150	45
NAPA-AS1	6	9	0	0
NAPB	504	292	38	292
NAPEPLD	103	50	25	54
NAPG	302	139	45	49
NAPRT	215	45	4	31
NAPSA	10	4	0	6
NAPSB	0	0	1	0
NARF	517	196	78	85
NARFL	40	17	22	11
NARR	0	0	0	0
NARS	830	474	497	143
NARS2	20	13	0	11
NASP	1539	711	1012	504
NAT1	0	1	0	0
NAT10	656	285	181	139
NAT14	375	213	181	99
NAT16	10	4	0	1
NAT2	1	0	0	0
NAT6	63	7	0	3
NAT8	0	0	0	0
NAT8B	0	0	0	0
NAT8L	79	41	1	23
NAT9	93	30	18	14
NATD1	5	17	0	20
NAV1	726	249	251	490
NAV2	310	171	472	120
NAV2-AS2	3	0	0	0
NAV2-AS4	0	1	0	0
NAV2-AS5	7	5	0	12
NAV3	165	80	78	95
NBAS	308	281	258	187
NBAT1	27	4	0	0
NBEA	364	270	28	256
NBEAL1	126	66	135	83
NBEAL2	40	8	1	1
NBEAP1	0	0	0	0
NBL1	274	38	352	181
NBN	113	29	68	56
NBPF1	29	16	0	13
NBPF10	2	15	1	9
NBPF11	13	11	35	4
NBPF12	17	1	17	0
NBPF13P	0	0	1	0
NBPF14	0	0	0	0
NBPF15	8	4	1	1
NBPF18P	0	0	0	10
NBPF20	2	8	0	8
NBPF22P	0	0	0	0
NBPF25P	5	2	0	0
NBPF3	7	5	9	2
NBPF4	0	0	0	0
NBPF6	0	0	0	0
NBPF7	0	0	0	0
NBPF8	23	7	61	5
NBPF9	7	2	123	16
NBR1	186	95	344	161
NBR2	3	3	0	0
NCALD	130	193	0	394
NCAM1	1650	861	118	787
NCAM1-AS1	2	0	0	0
NCAM2	48	34	22	43
NCAN	510	234	2	78
NCAPD2	68	31	103	65
NCAPD3	35	12	12	2
NCAPG	125	40	58	65
NCAPG2	78	30	2	22
NCAPH	27	17	1	22
NCAPH2	834	157	176	185
NCBP1	260	75	174	44
NCBP2	1235	547	293	238
NCBP2-AS2	447	152	283	102
NCCRP1	0	0	0	0
NCDN	166	62	78	110
NCEH1	24	5	74	12
NCF1	0	0	0	0
NCF1B	0	0	0	0
NCF1C	2	0	0	0
NCF2	16	8	62	8
NCF4	1	0	0	0
NCK1	62	26	45	21
NCK1-AS1	10	2	0	0
NCK2	74	30	321	46
NCKAP1	200	87	211	49
NCKAP1L	2	0	0	6
NCKAP5	97	123	1	82
NCKAP5L	126	47	60	74
NCKIPSD	59	18	0	19
NCL	8041	4124	3741	1934
NCLN	527	239	169	69
NCMAP	6	0	0	11
NCOA1	263	117	182	192
NCOA2	59	49	60	43
NCOA3	312	136	329	82
NCOA4	467	168	308	130
NCOA5	53	13	142	26
NCOA6	325	94	180	54
NCOA7	189	60	2	134
NCOA7-AS1	0	0	0	0
NCOR1	701	370	428	213
NCOR1P1	0	0	0	0
NCOR2	689	193	494	343
NCR1	0	0	0	0
NCR2	1	0	0	0
NCR3	0	0	0	0
NCR3LG1	72	67	0	45
NCRNA00250	0	0	0	0
NCRUPAR	0	0	0	0
NCS1	512	99	37	172
NCSTN	19	3	4	5
NDC1	102	26	105	40
NDC80	19	22	1	24
NDE1	91	55	136	96
NDEL1	153	50	164	9
NDFIP1	423	318	288	274
NDFIP2	60	23	59	31
NDFIP2-AS1	2	0	0	0
NDN	426	137	266	127
NDNF	28	10	64	5
NDNL2	40	16	70	15
NDOR1	106	57	36	11
NDP	1	1	0	0
NDRG1	219	53	349	35
NDRG2	199	45	244	129
NDRG3	187	70	31	92
NDRG4	817	330	1	195
NDST1	447	162	296	270
NDST2	65	28	6	29
NDST3	18	9	1	48
NDST4	7	2	0	12
NDUFA1	387	108	529	124
NDUFA10	475	204	315	165
NDUFA11	1581	405	867	497
NDUFA12	160	43	114	55
NDUFA13	1140	384	676	277
NDUFA2	366	103	241	104
NDUFA3	234	76	74	47
NDUFA4	641	160	811	122
NDUFA4L2	71	40	0	25
NDUFA5	428	227	221	209
NDUFA6	1062	382	487	262
NDUFA6-AS1	8	11	0	11
NDUFA7	69	47	69	21
NDUFA8	175	29	217	47
NDUFA9	564	107	313	110
NDUFAB1	422	154	461	105
NDUFAF1	70	11	34	18
NDUFAF2	139	50	175	42
NDUFAF3	247	56	327	74
NDUFAF4	69	42	100	33
NDUFAF4P1	17	4	0	4
NDUFAF5	63	16	48	13
NDUFAF6	15	4	59	11
NDUFAF7	66	48	0	17
NDUFB1	360	99	433	108
NDUFB10	631	266	250	141
NDUFB11	596	183	207	137
NDUFB2	993	250	1261	276
NDUFB2-AS1	106	16	48	7
NDUFB3	30	1	149	2
NDUFB4	321	74	504	86
NDUFB5	109	24	51	34
NDUFB6	114	17	37	25
NDUFB7	514	168	321	113
NDUFB8	1124	298	758	227
NDUFB9	1223	396	708	281
NDUFC1	118	23	201	61
NDUFC2	570	142	532	222
NDUFC2-KCTD14	129	11	201	6
NDUFS1	157	82	88	73
NDUFS2	553	318	513	149
NDUFS3	481	220	237	187
NDUFS4	261	86	192	99
NDUFS5	777	260	652	178
NDUFS6	2965	896	818	707
NDUFS7	440	193	197	116
NDUFS8	530	236	207	70
NDUFV1	485	270	103	98
NDUFV2	161	42	162	60
NDUFV2-AS1	0	0	0	0
NDUFV3	408	163	222	119
NEAT1	2367	3717	3181	420
NEB	103	33	0	132
NEBL	31	34	1	51
NEBL-AS1	1	0	0	0
NECAB1	37	15	17	29
NECAB2	21	14	0	16
NECAB3	13	19	0	14
NECAP1	90	26	98	27
NECAP2	64	11	69	22
NEDD1	164	47	137	66
NEDD4	111	20	51	32
NEDD4L	564	183	53	180
NEDD8	2077	804	899	478
NEDD8-MDP1	621	246	35	170
NEDD9	89	51	161	23
NEFH	137	15	51	226
NEFL	3019	882	411	2271
NEFM	1905	605	322	4645
NEGR1	10	16	0	23
NEGR1-IT1	0	0	0	0
NEIL1	8	2	11	2
NEIL2	315	127	245	132
NEIL3	8	8	0	0
NEK1	377	157	170	162
NEK10	12	2	0	2
NEK11	13	6	0	7
NEK2	15	26	0	5
NEK3	88	22	61	50
NEK4	28	20	5	6
NEK5	6	2	0	0
NEK6	146	90	225	14
NEK7	45	21	85	16
NEK8	52	11	0	11
NEK9	70	16	136	59
NELFA	297	188	258	33
NELFB	764	405	331	209
NELFCD	66	9	130	20
NELFE	758	376	197	125
NELL1	4	16	0	0
NELL2	46	11	0	53
NEMF	878	615	473	255
NEMP1	25	1	3	6
NEMP2	9	0	0	6
NENF	554	217	281	233
NEO1	247	165	443	144
NES	1050	446	350	401
NET1	403	85	131	235
NETO1	2	13	0	2
NETO2	179	27	140	55
NEU1	101	58	65	15
NEU2	0	0	0	0
NEU3	15	13	25	0
NEU4	9	2	0	7
NEURL1	123	87	0	31
NEURL1-AS1	0	0	0	0
NEURL1B	161	73	1	21
NEURL2	11	1	230	0
NEURL3	0	0	0	0
NEURL4	261	132	73	77
NEUROD1	23	2	0	0
NEUROD2	99	47	22	36
NEUROD4	17	6	0	0
NEUROD6	0	3	0	0
NEUROG1	0	1	0	0
NEUROG2	4	2	0	9
NEUROG3	0	0	0	0
NEXN	257	118	329	143
NEXN-AS1	9	2	0	2
NF1	196	158	66	121
NF1P2	0	0	0	0
NF2	173	90	334	108
NFAM1	0	0	0	0
NFASC	158	185	46	85
NFAT5	200	119	225	68
NFATC1	25	2	77	21
NFATC2	6	1	0	45
NFATC2IP	203	136	79	36
NFATC3	285	88	342	81
NFATC4	792	196	367	307
NFE2	2	5	0	0
NFE2L1	446	326	462	103
NFE2L2	357	157	234	56
NFE2L3	18	6	0	1
NFE4	2	0	0	0
NFIA	208	140	302	656
NFIA-AS1	0	0	0	0
NFIA-AS2	0	2	0	21
NFIB	351	283	553	504
NFIC	182	91	35	307
NFIL3	196	74	50	25
NFIX	266	106	355	649
NFKB1	95	34	0	38
NFKB2	52	13	0	9
NFKBIA	467	103	316	66
NFKBIB	212	44	194	11
NFKBID	0	0	0	0
NFKBIE	161	25	47	9
NFKBIL1	709	469	169	152
NFKBIZ	23	1	66	8
NFRKB	217	67	86	50
NFS1	37	3	1	13
NFU1	113	27	101	22
NFX1	216	106	138	79
NFXL1	142	84	33	25
NFYA	193	59	215	43
NFYB	243	174	35	63
NFYC	83	52	119	53
NFYC-AS1	63	20	0	10
NGB	7	0	0	0
NGDN	255	99	300	22
NGEF	5	5	0	8
NGF	3	2	69	0
NGFR	355	296	135	194
NGFRAP1	1886	620	900	750
NGLY1	65	17	1	30
NGRN	275	111	386	124
NHEG1	4	0	0	0
NHEJ1	18	6	11	1
NHLH1	36	38	0	2
NHLH2	915	327	1	36
NHLRC1	3	0	0	4
NHLRC2	19	31	0	17
NHLRC3	28	13	0	49
NHLRC4	15	2	0	7
NHP2	289	134	132	101
NHS	85	31	60	52
NHS-AS1	0	0	0	0
NHSL1	42	27	15	12
NHSL2	13	1	0	0
NICN1	169	29	58	39
NID1	79	18	162	51
NID2	41	2	32	44
NIF3L1	54	13	59	12
NIFK	347	182	329	92
NIFK-AS1	133	78	76	51
NIM1K	12	30	0	7
NIN	263	128	149	88
NINJ1	109	53	127	12
NINJ2	0	0	25	3
NINL	259	110	113	71
NIP7	81	33	231	20
NIPA1	48	40	86	57
NIPA2	160	52	254	56
NIPAL1	29	6	0	0
NIPAL2	2	0	0	0
NIPAL3	61	39	31	36
NIPAL4	1	0	0	0
NIPBL	1242	832	471	435
NIPBL-AS1	140	28	188	13
NIPSNAP1	417	108	89	80
NIPSNAP3A	28	8	140	30
NIPSNAP3B	10	1	0	20
NISCH	848	439	367	217
NIT1	207	71	48	44
NIT2	45	12	94	15
NKAIN1	1152	365	26	193
NKAIN2	5	3	0	8
NKAIN3	43	97	1	118
NKAIN4	219	62	1	79
NKAP	179	90	106	51
NKAPL	21	3	0	0
NKAPP1	7	4	0	0
NKD1	388	88	5	41
NKD2	479	41	33	53
NKG7	0	1	0	0
NKILA	61	0	27	9
NKIRAS1	66	20	21	13
NKIRAS2	804	306	378	212
NKPD1	0	3	0	0
NKRF	81	61	20	18
NKTR	1667	1116	849	516
NKX1-1	0	0	0	0
NKX1-2	0	0	0	0
NKX2-1	0	0	0	5
NKX2-1-AS1	0	0	0	0
NKX2-2	0	0	0	0
NKX2-3	0	0	0	0
NKX2-4	0	0	0	0
NKX2-5	73	3	7	12
NKX2-6	0	0	0	0
NKX2-8	0	0	0	0
NKX3-1	3	0	28	0
NKX3-2	0	1	0	0
NKX6-1	6	0	0	0
NKX6-2	3	0	0	4
NKX6-3	0	0	0	0
NLE1	78	45	34	14
NLGN1	16	35	0	57
NLGN1-AS1	1	2	0	13
NLGN2	84	57	45	52
NLGN3	57	28	0	54
NLGN4X	51	46	0	63
NLGN4Y	0	0	0	0
NLGN4Y-AS1	0	1	0	0
NLK	145	81	0	115
NLN	373	133	318	60
NLRC3	20	5	0	5
NLRC4	9	4	0	0
NLRC5	0	2	0	4
NLRP1	1	2	0	0
NLRP10	0	0	0	0
NLRP11	0	0	0	0
NLRP12	20	0	0	3
NLRP13	0	0	0	0
NLRP14	1	2	0	0
NLRP2	41	10	0	11
NLRP3	6	0	0	13
NLRP4	0	0	0	0
NLRP5	0	0	0	0
NLRP6	0	0	0	0
NLRP7	0	0	0	0
NLRP8	7	0	0	5
NLRP9	0	0	0	0
NLRX1	6	1	1	0
NMB	37	6	7	7
NMBR	0	0	0	0
NMD3	158	60	56	51
NME1	1029	217	955	195
NME1-NME2	1404	516	1133	309
NME2	1358	510	1114	308
NME3	125	68	32	70
NME4	1273	458	360	370
NME5	7	0	0	7
NME6	85	37	27	71
NME7	282	312	151	229
NME8	1	2	0	0
NME9	71	64	0	31
NMI	20	0	0	16
NMNAT1	54	41	0	18
NMNAT2	390	193	40	140
NMNAT3	4	2	0	2
NMRAL1	188	53	27	34
NMRK1	14	4	39	3
NMRK2	5	4	0	7
NMS	0	0	0	0
NMT1	1077	838	327	337
NMT2	675	347	157	175
NMU	27	6	0	1
NMUR1	0	0	0	0
NMUR2	1	1	0	0
NNAT	4	0	0	4
NNMT	21	7	187	4
NNT	158	57	90	33
NNT-AS1	219	93	19	74
NOA1	49	25	84	19
NOB1	106	56	227	23
NOBOX	0	0	0	0
NOC2L	185	45	159	51
NOC3L	316	75	232	67
NOC4L	79	39	0	7
NOCT	31	17	15	1
NOD1	64	32	107	25
NOD2	1	3	0	0
NODAL	4	1	0	1
NOG	12	2	41	10
NOL10	200	66	193	81
NOL11	187	54	148	30
NOL12	123	45	119	30
NOL3	230	134	63	62
NOL4	76	61	0	61
NOL4L	162	107	80	70
NOL6	114	21	153	8
NOL7	478	171	483	108
NOL8	312	78	70	79
NOL9	238	135	90	65
NOLC1	471	191	343	107
NOM1	393	243	207	100
NOMO1	78	29	77	10
NOMO2	1	1	0	0
NOMO3	0	0	0	0
NONO	1150	808	823	477
NOP10	224	18	130	29
NOP14	341	51	233	57
NOP14-AS1	84	16	178	12
NOP16	298	70	239	22
NOP2	261	60	275	26
NOP56	2267	536	602	284
NOP58	778	335	361	145
NOP9	554	211	418	52
NOS1	16	1	0	8
NOS1AP	49	75	0	164
NOS2	0	0	0	0
NOS3	17	1	0	0
NOSIP	1042	393	601	179
NOSTRIN	18	5	0	5
NOTCH1	80	71	155	22
NOTCH2	130	44	497	70
NOTCH2NL	7	2	0	1
NOTCH3	88	26	228	41
NOTCH4	15	0	0	3
NOTO	0	0	0	0
NOTUM	0	0	0	0
NOV	7	5	0	4
NOVA1	270	111	120	59
NOVA2	85	26	1	8
NOX1	9	0	18	0
NOX3	8	0	0	0
NOX4	3	1	18	2
NOX5	0	0	0	0
NOXA1	6	1	0	14
NOXO1	24	5	0	0
NOXRED1	0	0	0	0
NPAP1	4	3	0	0
NPAS1	9	0	0	2
NPAS2	18	5	0	10
NPAS3	32	56	32	97
NPAS4	3	4	0	8
NPAT	138	48	65	38
NPB	2	2	0	0
NPBWR1	10	0	0	0
NPBWR2	0	0	0	0
NPC1	74	24	94	8
NPC1L1	0	0	0	0
NPC2	475	365	374	211
NPDC1	767	560	185	436
NPEPL1	77	18	5	26
NPEPPS	585	350	232	177
NPFF	8	2	46	2
NPFFR1	0	0	0	0
NPFFR2	4	5	0	0
NPHP1	10	0	0	0
NPHP3	313	114	197	106
NPHP3-ACAD11	378	154	122	84
NPHP3-AS1	0	2	0	5
NPHP4	25	7	13	3
NPHS1	2	0	0	0
NPHS2	3	0	1	0
NPIPA1	2	0	0	0
NPIPA2	0	0	0	0
NPIPA3	0	0	0	0
NPIPA5	0	0	0	0
NPIPA7	2	0	0	0
NPIPA8	2	0	0	0
NPIPB11	0	0	0	0
NPIPB15	4	5	0	0
NPIPB3	0	0	0	0
NPIPB4	0	0	0	0
NPIPB5	0	0	0	0
NPIPB6	2	0	0	0
NPIPB8	0	0	0	0
NPIPB9	0	0	0	0
NPL	1	1	0	0
NPLOC4	174	79	246	19
NPM1	1041	490	693	366
NPM2	6	8	0	9
NPM3	431	141	121	49
NPNT	10	2	2	6
NPPA	9	3	0	0
NPPA-AS1	8	3	0	0
NPPB	1	1	0	0
NPPC	20	7	0	0
NPR1	17	2	0	1
NPR2	19	3	41	2
NPR3	282	53	764	17
NPRL2	198	75	0	27
NPRL3	68	38	130	37
NPS	0	0	0	0
NPSR1	2	0	0	0
NPSR1-AS1	5	2	0	0
NPTN	282	58	618	98
NPTN-IT1	94	45	47	20
NPTX1	15	6	1	10
NPTX2	42	3	0	8
NPTXR	235	101	93	88
NPVF	0	0	0	0
NPW	14	2	0	5
NPY	4	2	0	0
NPY1R	27	0	65	7
NPY2R	3	0	0	0
NPY4R	0	0	0	0
NPY5R	1	0	1	0
NPY6R	0	0	0	0
NQO1	17	12	62	21
NQO2	76	45	0	24
NR0B1	1	0	0	0
NR0B2	0	0	1	0
NR1D1	19	10	50	13
NR1D2	12	10	1	37
NR1H2	28	10	62	26
NR1H3	62	21	2	7
NR1H4	0	0	0	0
NR1I2	1	0	0	0
NR1I3	0	0	0	0
NR2C1	64	21	41	31
NR2C2	134	74	177	54
NR2C2AP	470	133	161	75
NR2E1	0	0	0	0
NR2E3	9	6	0	0
NR2F1	1476	571	637	621
NR2F1-AS1	155	28	91	75
NR2F2	738	262	1599	321
NR2F2-AS1	6	2	0	1
NR2F6	553	195	383	145
NR3C1	317	97	195	405
NR3C2	7	14	0	3
NR4A1	4	1	12	1
NR4A2	14	24	0	20
NR4A3	0	2	0	21
NR5A1	0	0	0	0
NR5A2	5	4	0	24
NR6A1	35	21	32	17
NRADDP	0	0	0	0
NRAP	9	0	82	0
NRARP	16	9	0	12
NRAS	157	41	361	32
NRAV	28	12	0	0
NRBF2	98	29	237	21
NRBP1	1399	745	1105	514
NRBP2	55	47	0	44
NRCAM	144	99	0	127
NRD1	732	336	510	253
NRDE2	63	70	0	59
NREP	775	243	366	345
NREP-AS1	0	0	0	0
NRF1	46	32	63	19
NRG1	86	19	0	14
NRG1-IT1	0	0	0	0
NRG1-IT3	0	0	0	0
NRG2	13	28	0	4
NRG3	9	28	0	9
NRG3-AS1	0	0	0	0
NRG4	36	8	33	6
NRGN	192	33	0	14
NRIP1	245	71	127	56
NRIP2	37	32	0	5
NRIP3	158	65	81	25
NRIR	0	0	0	0
NRK	7	0	1	59
NRL	20	31	0	0
NRM	172	84	101	43
NRN1	21	49	1	46
NRN1L	3	11	0	0
NRON	3	0	0	0
NRP1	307	46	349	146
NRP2	635	181	146	467
NRROS	0	0	0	0
NRSN1	149	39	1	9
NRSN2	41	2	0	4
NRSN2-AS1	17	4	37	10
NRTN	2	5	1	8
NRXN1	443	298	1	176
NRXN2	407	195	36	291
NRXN3	41	77	0	20
NSA2	1190	824	382	415
NSD1	642	244	168	171
NSDHL	376	670	175	109
NSF	191	27	343	44
NSFL1C	424	276	262	138
NSFP1	0	0	0	0
NSG1	693	188	42	119
NSL1	281	153	157	161
NSMAF	53	3	126	15
NSMCE1	367	116	94	73
NSMCE2	66	54	1	20
NSMCE4A	105	17	36	22
NSMF	1849	896	590	326
NSRP1	587	219	316	130
NSUN2	201	72	199	36
NSUN3	18	4	0	7
NSUN4	238	116	182	24
NSUN5	316	160	196	107
NSUN5P1	12	7	0	1
NSUN5P2	25	6	0	17
NSUN6	127	59	19	26
NSUN7	13	6	0	2
NT5C	105	77	296	39
NT5C1A	0	0	0	0
NT5C1B	0	0	0	0
NT5C1B-RDH14	153	51	133	81
NT5C2	213	124	39	146
NT5C3A	110	46	45	71
NT5C3B	248	115	126	78
NT5DC1	57	36	5	30
NT5DC2	341	102	139	57
NT5DC3	46	14	0	15
NT5E	22	6	73	0
NT5M	24	26	0	9
NTAN1	256	46	262	75
NTF3	11	1	5	0
NTF4	0	0	0	3
NTHL1	127	31	27	33
NTM	157	100	231	107
NTM-IT	0	0	0	0
NTMT1	840	370	182	113
NTN1	253	16	56	13
NTN3	0	0	1	0
NTN4	7	1	0	4
NTN5	2	3	0	0
NTNG1	6	8	0	20
NTNG2	54	33	30	114
NTPCR	167	79	106	33
NTRK1	16	0	83	23
NTRK2	116	319	61	330
NTRK3	52	61	0	56
NTRK3-AS1	3	0	0	0
NTS	1	2	0	0
NTSR1	16	3	0	0
NTSR2	1	1	0	0
NUAK1	654	85	686	141
NUAK2	63	18	56	2
NUB1	401	192	57	206
NUBP1	230	90	34	28
NUBP2	629	197	110	152
NUBPL	85	47	67	36
NUCB1	287	119	3	170
NUCB1-AS1	9	3	0	0
NUCB2	499	142	212	161
NUCKS1	10428	7699	4519	3626
NUDC	865	331	361	157
NUDCD1	53	16	1	6
NUDCD2	67	16	74	18
NUDCD3	1136	796	408	386
NUDT1	247	82	76	47
NUDT10	70	21	77	16
NUDT11	118	42	226	18
NUDT12	31	21	0	7
NUDT13	17	29	0	1
NUDT14	60	5	82	4
NUDT15	44	10	62	13
NUDT16	312	199	60	34
NUDT16L1	236	121	74	52
NUDT16P1	1	5	0	1
NUDT17	70	17	75	59
NUDT18	22	12	0	8
NUDT19	39	0	0	7
NUDT2	169	72	92	28
NUDT21	285	144	176	110
NUDT22	43	7	1	9
NUDT3	191	89	99	69
NUDT4	122	48	66	62
NUDT4P1	0	0	0	0
NUDT4P2	0	0	0	0
NUDT5	151	6	115	28
NUDT6	8	13	0	3
NUDT7	4	1	0	0
NUDT8	3	0	0	3
NUDT9	54	15	203	23
NUDT9P1	5	0	0	0
NUF2	19	35	0	28
NUFIP1	123	60	105	49
NUFIP2	559	375	226	136
NUGGC	3	5	0	0
NUMA1	1049	555	328	637
NUMB	97	35	128	27
NUMBL	344	92	50	44
NUP107	48	18	21	20
NUP133	152	66	179	108
NUP153	127	47	89	23
NUP155	46	24	44	4
NUP160	30	21	68	24
NUP188	114	32	13	43
NUP205	36	29	15	11
NUP210	12	10	0	9
NUP210L	79	65	0	10
NUP210P1	0	0	0	0
NUP214	309	199	58	143
NUP35	658	667	373	283
NUP37	28	2	43	1
NUP43	178	118	236	61
NUP50	195	113	104	56
NUP50-AS1	27	7	0	0
NUP54	71	20	69	3
NUP62	569	242	128	91
NUP62CL	9	9	0	13
