enteric_water_1	sensory_water_1	enteric_water_2	sensory_water_2
ACTRT3	0	0	0.99209424161794	1.65286149058233
ACVR1	11.5826833480078	0	8.92884817456146	21.4871993775703
ACVR1B	89.5727512245933	51.5277821273096	71.4307853964917	42.9743987551406
ACVR1C	0	62.6689242088901	0	0
ACVR2A	210.804836933741	68.2394952496803	104.169895369884	68.5937518591667
ACVR2B	274.12350590285	79.3806373312607	106.15408385312	63.6351673874197
ACVR2B-AS1	0	27.8528552039511	0.99209424161794	0.826430745291165
ACVRL1	0	43.1719255661243	26.7865445236844	20.6607686322791
ACY1	3.86089444933592	9.7484993213829	17.8576963491229	4.95858447174699
ACY3	0	0	0	0
ACYP1	15.4435777973437	9.7484993213829	1.98418848323588	7.43787670762049
ACYP2	3.86089444933592	0	9.9209424161794	3.30572298116466
ADA	7.72178889867183	105.840849775014	42.6600523895714	15.7021841605321
ADAD1	0	0	7.93675393294352	0
ADAD2	1.54435777973437	19.4969986427658	0.99209424161794	0
ADAL	25.4819033656171	123.945205657583	43.6521466311894	42.9743987551406
ADAM10	41.6976600528279	45.9572110865194	28.7707330069203	28.0986453398996
ADAM11	21.6210089162811	65.4542097292852	104.169895369884	135.534642227751
ADAM12	96.5223612333979	196.362629187856	616.090524044741	1014.85695521755
ADAM15	667.162560845247	880.150224444856	460.331728110724	342.142328550542
ADAM17	104.24415013207	52.9204248875072	109.130366577973	22.3136301228615
ADAM18	0	0	0	2.4792922358735
ADAM19	33.9758711541561	36.2087117651365	84.3280105375249	39.6686757739759
ADAM1A	2.31653666960155	11.1411420815805	4.9604712080897	6.61144596232932
ADAM2	0	65.4542097292852	0	0.826430745291165
ADAM20	2.31653666960155	0	0	4.13215372645583
ADAM20P1	65.6352056387106	12.533784841778	25.7944502820665	12.3964611793675
ADAM21	13.8992200176093	0	30.7549214901562	0
ADAM21P1	0	0	0	0
ADAM22	17.7601144669452	143.442204300348	80.3596335710532	38.0158142833936
ADAM23	41.6976600528279	20.8896414029634	98.2173299201761	54.5444291892169
ADAM28	0.772178889867184	59.883638688495	0	1.65286149058233
ADAM29	0	0	0	0
ADAM30	0	0	0	0
ADAM32	5.40525222907028	0	0	0.826430745291165
ADAM33	0.772178889867184	0	0.99209424161794	0
ADAM3A	0	0	0	0
ADAM5	0	0	0	0
ADAM6	0	0	0	0
ADAM7	0	0	0	0
ADAM8	1.54435777973437	0	1.98418848323588	4.13215372645583
ADAM9	173.740250220116	105.840849775014	59.5256544970764	55.3708599345081
ADAMDEC1	0	0	0	0
ADAMTS1	22.3931878061483	4.17792828059267	15.873507865887	4.13215372645583
ADAMTS10	10.0383255682734	11.1411420815805	42.6600523895714	76.0316285667872
ADAMTS12	3.08871555946873	48.7424966069145	8.92884817456146	11.5700304340763
ADAMTS13	11.5826833480078	8.35585656118534	15.873507865887	9.09073819820282
ADAMTS14	0.772178889867184	4.17792828059267	5.95256544970764	0
ADAMTS15	7.72178889867183	108.626135295409	84.3280105375249	247.92922358735
ADAMTS16	2.31653666960155	0	8.92884817456146	4.95858447174699
ADAMTS17	0	0	0	4.95858447174699
ADAMTS18	2.31653666960155	0	14.8814136242691	0
ADAMTS19	0.772178889867184	9.7484993213829	8.92884817456146	0.826430745291165
ADAMTS19-AS1	0	0	0	0
ADAMTS2	16.2157566872109	16.7117131223707	13.8893193826512	23.1400608681526
ADAMTS20	11.5826833480078	0	0	0.826430745291165
ADAMTS3	8.49396778853902	0	18.8497905907409	14.0493226699498
ADAMTS4	0.772178889867184	0	9.9209424161794	9.09073819820282
ADAMTS5	11.5826833480078	55.7057104079023	87.3042932623788	33.8836605569378
ADAMTS6	8.49396778853902	65.4542097292852	60.5177487386944	21.4871993775703
ADAMTS7	13.8992200176093	0	13.8893193826512	29.7515068304819
ADAMTS7P1	0	0	0	0
ADAMTS8	4.6330733392031	1.39264276019756	41.6679581479535	23.9664916134438
ADAMTS9	24.7097244757499	178.258273305287	79.3675393294352	51.2387062080522
ADAMTS9-AS1	5.40525222907028	62.6689242088901	11.9051308994153	19.834337886988
ADAMTS9-AS2	0	0	0	0
ADAMTSL1	3.86089444933592	0	15.873507865887	35.5365220475201
ADAMTSL2	0	48.7424966069145	12.8972251410332	1.65286149058233
ADAMTSL3	2.31653666960155	18.1043558825682	14.8814136242691	4.13215372645583
ADAMTSL4	20.0766511365468	0	0	9.91716894349398
ADAMTSL4-AS1	19.3044722466796	8.35585656118534	10.9130366577973	2.4792922358735
ADAMTSL5	0.772178889867184	0	0	0
ADAP1	37.0645867136248	25.067569683556	113.098743544445	85.12236676499
ADAP2	0.772178889867184	0	21.8260733155947	2.4792922358735
ADAR	128.95387460782	253.460982355955	149.806230484309	180.161902473474
ADARB1	5.40525222907028	167.117131223707	43.6521466311894	66.1144596232932
ADARB2	0.772178889867184	25.067569683556	3.96837696647176	0
ADARB2-AS1	0	0	0	0
ADAT1	45.5585545021638	30.6381407243463	5.95256544970764	27.2722145946084
ADAT2	20.848830026414	36.2087117651365	1.98418848323588	50.4122754627611
ADAT3	10.8105044581406	5.57057104079023	5.95256544970764	27.2722145946084
ADCK1	10.8105044581406	8.35585656118534	5.95256544970764	4.13215372645583
ADCK2	57.1412378501716	59.883638688495	27.7786387653023	33.0572298116466
ADCK3	29.342797814953	20.8896414029634	3.96837696647176	12.3964611793675
ADCK4	34.7480500440233	87.7364938924461	31.7470157317741	23.1400608681526
ADCK5	6.94961000880465	36.2087117651365	32.739109973392	46.2801217363052
ADCY1	46.330733392031	90.5217794128412	58.5335602554585	47.9329832268876
ADCY10	2.31653666960155	0	0	9.09073819820282
ADCY10P1	1.54435777973437	69.6321380098778	0	2.4792922358735
ADCY2	7.72178889867183	16.7117131223707	42.6600523895714	23.1400608681526
ADCY3	10.8105044581406	11.1411420815805	34.7232984566279	47.9329832268876
ADCY4	3.08871555946873	0	0	0
ADCY5	16.987935577078	16.7117131223707	22.8181675572126	28.0986453398996
ADCY6	7.72178889867183	5.57057104079023	15.873507865887	34.7100913022289
ADCY7	11.5826833480078	6.96321380098779	10.9130366577973	14.875753415241
ADCY8	3.86089444933592	4.17792828059267	3.96837696647176	0
ADCY9	10.8105044581406	4.17792828059267	3.96837696647176	7.43787670762049
ADCYAP1	2.31653666960155	0	2.97628272485382	0
ADCYAP1R1	44.7863756122966	41.7792828059267	41.6679581479535	3.30572298116466
ADD1	148.258346854499	285.491765840499	148.814136242691	192.558363652841
ADD2	496.511026184599	110.018778055607	70.4386911548738	23.1400608681526
ADD3	43.2420178325623	221.430198871412	226.19748708889	235.532762407982
ADD3-AS1	0	0	1.98418848323588	4.95858447174699
ADGB	0	0	0	1.65286149058233
ADGRA1	0.772178889867184	0	0	0
ADGRA1-AS1	1.54435777973437	0	0	0
ADGRA2	22.3931878061483	97.484993213829	110.122460819591	209.086978558665
ADGRA3	22.3931878061483	33.4234262447414	76.3912566045814	52.8915676986346
ADGRB1	0.772178889867184	0	2.97628272485382	14.0493226699498
ADGRB2	260.996464775108	129.515776698373	125.00387444386	142.14608819008
ADGRB3	81.0787834360543	50.1351393671121	47.6205235976611	45.4536909910141
ADGRD1	0	16.7117131223707	22.8181675572126	16.5286149058233
ADGRE1	0	6.96321380098779	0	0
ADGRE2	3.08871555946873	51.5277821273096	13.8893193826512	5.78501521703816
ADGRE3	0	0	0	0
ADGRE4P	0	0	0	0
ADGRE5	0.772178889867184	1.39264276019756	33.73120421501	0
ADGRF1	0.772178889867184	0	0	0
ADGRF2	0	0	0	0
ADGRF3	0.772178889867184	0	0	0
ADGRF4	0	0	0	11.5700304340763
ADGRF5	0	4.17792828059267	0	0
ADGRG1	220.070983612147	30.6381407243463	79.3675393294352	3.30572298116466
ADGRG2	5.40525222907028	0	15.873507865887	25.6193531040261
ADGRG3	0.772178889867184	0	2.97628272485382	0
ADGRG4	0	22.2822841631609	0	0.826430745291165
ADGRG5	0	0	0	0
ADGRG6	0.772178889867184	54.3130676477047	21.8260733155947	37.1893835381024
ADGRG7	0	0	0	0
ADGRL1	193.816901356663	139.264276019756	223.221204364037	276.027868927249
ADGRL2	61.0021322995075	264.602124437536	202.38722529006	181.814763964056
ADGRL3	24.7097244757499	83.5585656118534	56.5493717722226	52.0651369533434
ADGRL3-AS1	2.31653666960155	0	7.93675393294352	1.65286149058233
ADGRL4	0	0	6.94465969132558	8.26430745291165
ADGRV1	50.1916278413669	114.1967063362	5.95256544970764	34.7100913022289
ADH1A	0	0	0	0
ADH1B	0.772178889867184	1.39264276019756	0	1.65286149058233
ADH1C	0	0	0	0
ADH4	0	0	0	0
ADH5	32.4315133744217	64.0615669690876	51.5889005641329	42.9743987551406
ADH6	0	0	0	2.4792922358735
ADH7	0	0	0	0
ADHFE1	3.86089444933592	0	0	0
ADI1	20.848830026414	147.620132580941	84.3280105375249	76.0316285667872
ADIG	0	0	0	0
ADIPOQ	2.31653666960155	0	0.99209424161794	23.1400608681526
ADIPOQ-AS1	0	0	0	23.1400608681526
ADIPOR1	16.987935577078	27.8528552039511	35.7153926982459	21.4871993775703
ADIPOR2	156.752314643038	68.2394952496803	104.169895369884	118.179596576637
ADIRF	1.54435777973437	0	0.99209424161794	0
ADK	18.5322933568124	48.7424966069145	24.8023560404485	22.3136301228615
ADM	88.0283934448589	12.533784841778	3.96837696647176	23.9664916134438
ADM2	10.0383255682734	20.8896414029634	7.93675393294352	12.3964611793675
ADM5	13.1270411277421	0	3.96837696647176	0.826430745291165
ADNP	235.514561409491	183.828844346078	234.134241021834	189.252640671677
ADNP-AS1	10.0383255682734	0	8.92884817456146	0
ADNP2	84.9396778853902	1.39264276019756	45.6363351144253	55.3708599345081
ADO	40.1533022730935	0	22.8181675572126	7.43787670762049
ADORA1	25.4819033656171	0	43.6521466311894	44.6272602457229
ADORA2A	1.54435777973437	1.39264276019756	0	6.61144596232932
ADORA2A-AS1	0	25.067569683556	0	4.95858447174699
ADORA2B	1.54435777973437	0	0	1.65286149058233
ADORA3	0	0	0	4.95858447174699
ADPGK	11.5826833480078	0	8.92884817456146	14.0493226699498
ADPGK-AS1	3.86089444933592	0	0	0
ADPRH	0	25.067569683556	0.99209424161794	0
ADPRHL1	2.31653666960155	0	1.98418848323588	4.95858447174699
ADPRHL2	50.1916278413669	19.4969986427658	11.9051308994153	52.8915676986346
ADPRM	13.1270411277421	4.17792828059267	7.93675393294352	10.7435996887851
ADRA1A	0	0	0	0
ADRA1B	10.0383255682734	0	0.99209424161794	6.61144596232932
ADRA1D	0	0	0	4.13215372645583
ADRA2A	0.772178889867184	0	1.98418848323588	1.65286149058233
ADRA2B	0	1.39264276019756	0	0
ADRA2C	0	1.39264276019756	8.92884817456146	15.7021841605321
ADRB1	0	0	0.99209424161794	0
ADRB2	0.772178889867184	0	6.94465969132558	23.9664916134438
ADRB3	0	0	0	6.61144596232932
ADRBK1	84.167498995523	22.2822841631609	46.6284293560432	90.080951236737
ADRBK2	38.6089444933592	1.39264276019756	27.7786387653023	25.6193531040261
ADRM1	81.0787834360543	143.442204300348	123.019685960625	107.435996887851
ADSL	59.4577745197731	94.6997076934339	91.2726702288505	81.8166437838253
ADSS	32.4315133744217	18.1043558825682	19.8418848323588	61.9823058968374
ADSSL1	5.40525222907028	30.6381407243463	12.8972251410332	14.875753415241
ADTRP	0	0	0	3.30572298116466
AEBP1	141.308736845695	346.768047289192	134.92481686004	179.335471728183
AEBP2	46.330733392031	15.3190703621731	27.7786387653023	41.3215372645583
AEN	383.000729374123	139.264276019756	48.6126178392791	110.741719869016
AES	625.464900792419	1175.39048960674	856.177330516283	713.209733186275
AFAP1	78.7622467664527	105.840849775014	42.6600523895714	87.6016590008635
AFAP1-AS1	3.08871555946873	0	1.98418848323588	14.0493226699498
AFAP1L1	0	1.39264276019756	12.8972251410332	14.875753415241
AFAP1L2	9.2661466784062	40.3866400457292	47.6205235976611	107.435996887851
AFF1	29.342797814953	6.96321380098779	4.9604712080897	8.26430745291165
AFF2	44.0141967224295	86.3438511322485	75.3991623629635	78.5109208026607
AFF3	120.459906819281	37.601354525334	242.070994954777	84.2959360196988
AFF4	226.248414731085	172.687702264497	118.059214752535	123.964611793675
AFG3L1P	43.2420178325623	40.3866400457292	7.93675393294352	42.1479680098494
AFG3L2	97.2945401232651	75.2027090506681	56.5493717722226	78.5109208026607
AFM	0	0	0.99209424161794	0
AFMID	0.772178889867184	0	16.865602107505	2.4792922358735
AFP	0	0	0	0
AFTPH	125.865159048351	64.0615669690876	82.3438220542891	54.5444291892169
AGA	3.08871555946873	1.39264276019756	11.9051308994153	17.3550456511145
AGAP1	115.826833480078	206.111128509238	83.335916295907	90.9073819820282
AGAP1-IT1	0	0	1.98418848323588	0
AGAP11	0	0	2.97628272485382	4.95858447174699
