enteric_50uM_OXL_1	enteric_water_1	enteric_50uM_OXL_2	enteric_water_2
ACER2	1.51490951688075	5.05112646343627	0	0
ACER3	70.6957774544352	188.154460763001	10.1492405983287	150.162026292048
ACHE	54.0317727687469	53.0368278660808	0	107.258590208606
ACIN1	600.409138523739	790.501291527776	324.775699146518	501.640175744863
ACKR1	17.6739443636088	3.7883448475772	0.845770049860724	11.5509250993883
ACKR2	2.01987935584101	0	0	0
ACKR3	5.55466822856277	1.26278161585907	59.2039034902507	1.65013215705547
ACKR4	0	0	0	0
ACLY	195.423327677617	135.11763289692	319.701078847354	285.472863170596
ACMSD	0.504969838960251	0	0	0
ACO1	247.435221090523	164.161610061679	269.800645905571	128.710308250327
ACO2	256.524678191808	217.198437927759	411.044244232312	160.062819234381
ACOT1	0	1.26278161585907	0	11.5509250993883
ACOT11	3.02981903376151	0	0	0
ACOT12	0	1.26278161585907	0	0
ACOT13	159.065499272479	154.059357134806	117.562036930641	155.112422763214
ACOT2	8.58448726232428	2.52556323171813	26.2188715456824	16.5013215705547
ACOT4	0	1.26278161585907	0	3.30026431411094
ACOT6	0	0	0	0
ACOT7	257.029648030768	511.426554422922	80.3481547367688	229.36836983071
ACOT8	28.7832808207343	32.8323220123357	29.6019517451253	24.7519823558321
ACOT9	93.9243900466068	63.1390807929533	159.850539423677	62.7050219681079
ACOX1	116.648032799818	95.9714028052891	154.775919124512	103.958325894495
ACOX2	0	0	0	0
ACOX3	72.7156568102762	56.825172713658	21.9900212963788	54.4543611828305
ACOXL	3.53478887272176	0	0.845770049860724	8.25066078527735
ACP1	160.0754389504	77.0296785674031	137.860518127298	112.208986679772
ACP2	93.4194202076465	45.4601381709264	79.5023846869081	153.462290606159
ACP5	1.0099396779205	0	0	1.65013215705547
ACP6	6.05963806752302	12.6278161585907	74.4277643877437	0
ACPP	11.6143062960858	0	0	1.65013215705547
ACPT	6.05963806752302	0	0	0
ACR	0	0	21.1442512465181	0
ACRBP	1.51490951688075	0	0	0
ACRC	21.7137030752908	12.6278161585907	49.054662891922	6.60052862822188
ACRV1	5.04969838960251	29.0439771647585	0	0
ACSBG1	0	0	0	0
ACSBG2	3.53478887272176	0	0	9.90079294233282
ACSF2	7.57454758440377	0	0	13.2010572564438
ACSF3	4.54472855064226	10.1022529268725	0	26.4021145128875
ACSL1	38.8826775999394	15.1533793903088	0	16.5013215705547
ACSL3	193.908418160737	430.608531007942	268.109105805849	450.486078876143
ACSL4	94.9343297245273	112.387563811457	133.631667877994	186.464933747268
ACSL5	8.07951742336402	6.31390807929533	0	0
ACSL6	5.04969838960251	23.9928507013223	0	18.1514537276102
ACSM1	0.504969838960251	0	0	0
ACSM2A	0	1.26278161585907	0	0
ACSM2B	0	0	0	0
ACSM3	13.6341856519268	3.7883448475772	1.69154009972145	26.4021145128875
ACSM4	1.0099396779205	0	0	0
ACSM5	0	0	0	0
ACSM6	1.0099396779205	1.26278161585907	0	0
ACSS1	5.04969838960251	5.05112646343627	0	9.90079294233282
ACSS2	20.7037633973703	10.1022529268725	0.845770049860724	39.6031717693313
ACSS3	1.51490951688075	1.26278161585907	0	0
ACTA1	10.099396779205	7.5766896951544	54.1292831910863	14.8511894134992
ACTA2	155.530710399757	21.4672874696041	600.496735401114	183.164669433157
ACTA2-AS1	153.005861204956	21.4672874696041	595.42211510195	194.715594532546
ACTB	1029.63350163995	569.514508752439	2411.29041215292	536.292951043028
ACTBL2	0	0	0	0
ACTC1	74.7355361661172	23.9928507013223	241.044464210306	407.582642792701
ACTG1	4355.86983087113	4154.55151617633	9741.57943429582	1937.25515238312
ACTG1P17	9.08945710128453	6.31390807929533	0	0
ACTG1P20	110.588394732295	191.942805610578	51.5919730415042	146.861761977937
ACTG1P4	1.0099396779205	6.31390807929533	0	3.30026431411094
ACTG2	267.129044809973	17.6789426220269	253.731014958217	46.2037003975532
ACTL10	0.504969838960251	0	0	13.2010572564438
ACTL6A	59.0814711583494	50.5112646343627	148.009758725627	85.8068721668845
ACTL6B	40.3975871168201	35.3578852440539	0	56.104493339886
ACTL7A	0	0	0	0
ACTL7B	0	0	0	0
ACTL8	0	0	0	0
ACTL9	0	0	0	0
ACTN1	776.643612320867	270.23526579384	3320.4932157532	336.626960039316
ACTN1-AS1	0	0	0	0
ACTN2	8.58448726232428	3.7883448475772	0	29.7023788269985
ACTN3	0	0	0	3.30026431411094
ACTN4	441.84860909022	251.293541555954	991.242498436769	382.830660436869
ACTR10	227.236427532113	178.052207836128	239.352924110585	297.023788269985
ACTR1A	461.03746297071	487.4337037216	566.665933406685	480.188457703142
ACTR1B	141.39155490887	108.59921896388	85.4227750359331	90.7572686380509
ACTR2	1260.40471804479	1658.03226162295	1363.38132037549	1202.94634249344
ACTR3	184.313991220492	138.905977744497	553.979382658774	127.060176093271
ACTR3B	58.5765013193892	54.2996094819399	74.4277643877437	56.104493339886
ACTR3BP2	0	0	0	0
ACTR3BP5	0	0	0	0
ACTR3C	0	0	0	0
ACTR5	11.1093364571255	11.3650345427316	52.4377430913649	0
ACTR6	120.6877915115	161.636046829961	48.2088928420613	75.9060792245516
ACTR8	131.797127968626	112.387563811457	153.930149074652	44.5535682404977
ACTRT1	0	0	0	0
ACTRT2	0	0	0	0
ACTRT3	3.53478887272176	0	0	1.65013215705547
ACVR1	30.2981903376151	18.941724237886	82.0396948364902	14.8511894134992
ACVR1B	106.043666181653	146.482667439652	32.9850319445682	118.809515307994
ACVR1C	0	0	0	0
ACVR2A	186.838840415293	344.739381129525	60.0496735401114	173.263876490824
ACVR2B	181.28417218673	448.287473629969	34.6765720442897	176.564140804935
ACVR2B-AS1	5.04969838960251	0	0	1.65013215705547
ACVRL1	2.01987935584101	0	0	44.5535682404977
ACY1	16.159034846728	6.31390807929533	20.2984811966574	29.7023788269985
ACY3	0	0	0	0
ACYP1	41.4075267947406	25.2556323171813	84.5770049860724	3.30026431411094
ACYP2	7.06957774544352	6.31390807929533	45.6715826924791	16.5013215705547
ADA	30.2981903376151	12.6278161585907	1.69154009972145	70.9556827533852
ADAD1	0	0	0	13.2010572564438
ADAD2	5.04969838960251	2.52556323171813	0	1.65013215705547
ADAL	89.8846313349248	41.6717933233492	3.3830801994429	72.6058149104407
ADAM10	51.5069235739456	68.1902072563896	203.830582016434	47.8538325546087
ADAM11	33.3280093713766	35.3578852440539	0	173.263876490824
ADAM12	238.345763989239	157.847701982383	274.029496154875	1024.73206953145
ADAM15	1102.34915845023	1091.04331610223	191.989801318384	765.661320873738
ADAM17	94.429359885567	170.475518140974	10.1492405983287	181.514537276102
ADAM18	0	0	0	0
ADAM19	98.9740884362093	55.5623910977989	265.571795656267	140.261233349715
ADAM1A	2.52484919480126	3.7883448475772	57.5123633905292	8.25066078527735
ADAM2	0	0	0.845770049860724	0
ADAM20	0.504969838960251	3.7883448475772	0	0
ADAM20P1	13.1292158129665	107.336437348021	55.8208232908078	42.9034360834422
ADAM21	3.02981903376151	22.7300690854632	0	51.1540968687196
ADAM21P1	0	0	0	0
ADAM22	48.9820743791444	29.0439771647585	0	133.660704721493
ADAM23	90.8945710128453	68.1902072563896	82.0396948364902	163.363083548492
ADAM28	0.504969838960251	1.26278161585907	0	0
ADAM29	0	0	0	0
ADAM30	0.504969838960251	0	0	0
ADAM32	0.504969838960251	8.83947131101347	0	0
ADAM33	0	1.26278161585907	0	1.65013215705547
ADAM3A	0	0	0	0
ADAM5	0	0	0	0
ADAM6	0	0	0	0
ADAM7	0	0	0	0
ADAM8	3.53478887272176	2.52556323171813	36.3681121440111	3.30026431411094
ADAM9	51.0019537349854	284.12586356829	218.208672864067	99.0079294233282
ADAMDEC1	0	0	0	0
ADAMTS1	44.9423156674624	36.6206668599129	355.223420941504	26.4021145128875
ADAMTS10	32.8230395324163	16.4161610061679	0	70.9556827533852
ADAMTS12	19.6938237194498	5.05112646343627	25.3731014958217	14.8511894134992
ADAMTS13	8.07951742336402	18.941724237886	0	26.4021145128875
ADAMTS14	3.53478887272176	1.26278161585907	0	9.90079294233282
ADAMTS15	17.1689745246486	12.6278161585907	60.0496735401114	140.261233349715
ADAMTS16	0	3.7883448475772	0	14.8511894134992
ADAMTS17	0	0	0	0
ADAMTS18	12.6242459740063	3.7883448475772	0.845770049860724	24.7519823558321
ADAMTS19	13.1292158129665	1.26278161585907	0	14.8511894134992
ADAMTS19-AS1	0	0	0	0
ADAMTS2	3.53478887272176	26.5184139330404	0	23.1018501987766
ADAMTS20	3.02981903376151	18.941724237886	0	0
ADAMTS3	4.03975871168201	13.8905977744497	0	31.3525109840539
ADAMTS4	26.7634014648933	1.26278161585907	0	16.5013215705547
ADAMTS5	25.7534617869728	18.941724237886	70.1989141384401	145.211629820881
ADAMTS6	18.6838840415293	13.8905977744497	25.3731014958217	100.658061580384
ADAMTS7	35.8528585661779	22.7300690854632	72.7362242880223	23.1018501987766
ADAMTS7P1	4.03975871168201	0	0	0
ADAMTS8	10.6043666181653	7.5766896951544	0.845770049860724	69.3055505963298
ADAMTS9	60.0914108362699	40.4090117074901	0	132.010572564438
ADAMTS9-AS1	6.56460790648327	8.83947131101347	0	19.8015858846656
ADAMTS9-AS2	0	0	0	0
ADAMTSL1	11.6143062960858	6.31390807929533	4.22885024930362	26.4021145128875
ADAMTSL2	0.504969838960251	0	0.845770049860724	21.4517180417211
ADAMTSL3	0	3.7883448475772	0	24.7519823558321
ADAMTSL4	6.56460790648327	32.8323220123357	0	0
ADAMTSL4-AS1	0	31.5695403964767	0	18.1514537276102
ADAMTSL5	0	1.26278161585907	0	0
ADAP1	84.329963106362	60.6135175612352	0	188.115065904324
ADAP2	3.53478887272176	1.26278161585907	0	36.3029074552204
ADAR	421.64981553181	210.884529848464	314.626458548189	249.169955715376
ADARB1	61.1013505141904	8.83947131101347	154.775919124512	72.6058149104407
ADARB2	1.0099396779205	1.26278161585907	0	6.60052862822188
ADARB2-AS1	1.51490951688075	0	0	0
ADAT1	103.518816986852	74.5041153356849	0	9.90079294233282
ADAT2	45.4472855064226	34.0951036281948	17.7611710470752	3.30026431411094
ADAT3	18.6838840415293	17.6789426220269	33.830801994429	9.90079294233282
ADCK1	4.03975871168201	17.6789426220269	34.6765720442897	9.90079294233282
ADCK2	93.9243900466068	93.4458395735709	78.6566146370473	46.2037003975532
ADCK3	16.6640046856883	47.9857014026445	0.845770049860724	6.60052862822188
ADCK4	22.2186729142511	56.825172713658	0	52.8042290257751
ADCK5	40.9025569557804	11.3650345427316	0	54.4543611828305
ADCY1	41.9124966337009	75.766896951544	0.845770049860724	97.3577972662728
ADCY10	2.01987935584101	3.7883448475772	0	0
ADCY10P1	5.04969838960251	2.52556323171813	0	0
ADCY2	19.1888538804896	12.6278161585907	26.2188715456824	70.9556827533852
ADCY3	46.9621950233034	17.6789426220269	109.104336432033	57.7546254969415
ADCY4	1.0099396779205	5.05112646343627	0	0
ADCY5	26.2584316259331	27.7811955488995	0	37.9530396122758
ADCY6	67.6659584206737	12.6278161585907	155.621689174373	26.4021145128875
ADCY7	13.6341856519268	18.941724237886	0	18.1514537276102
ADCY8	1.51490951688075	6.31390807929533	0	6.60052862822188
ADCY9	20.1987935584101	17.6789426220269	20.2984811966574	6.60052862822188
ADCYAP1	11.6143062960858	3.7883448475772	0	4.95039647116641
ADCYAP1R1	27.7733411428138	73.2413337198259	0	69.3055505963298
ADD1	238.345763989239	242.454070244941	258.805635257382	247.519823558321
ADD2	454.472855064226	811.96857899738	0.845770049860724	117.159383150938
ADD3	85.3399027842825	70.7157704881077	551.442072509192	376.230131808647
ADD3-AS1	2.01987935584101	0	0	3.30026431411094
ADGB	0	0	0	0
ADGRA1	10.099396779205	1.26278161585907	0	0
ADGRA1-AS1	2.52484919480126	2.52556323171813	0	0
ADGRA2	130.787188290705	36.6206668599129	63.4327537395543	183.164669433157
ADGRA3	25.2484919480126	36.6206668599129	21.1442512465181	127.060176093271
ADGRB1	9.59442694024478	1.26278161585907	24.527331445961	4.95039647116641
ADGRB2	296.922265308628	426.820186160364	80.3481547367688	207.916651788989
ADGRB3	76.7554155219582	132.592069665202	0	79.2063435386626
ADGRD1	5.04969838960251	0	0	37.9530396122758
ADGRE1	0.504969838960251	0	0	0
ADGRE2	9.08945710128453	5.05112646343627	0	23.1018501987766
ADGRE3	0	0	0	0
ADGRE4P	0	0	0	0
ADGRE5	6.56460790648327	1.26278161585907	1.69154009972145	56.104493339886
ADGRF1	1.0099396779205	1.26278161585907	0.845770049860724	0
ADGRF2	0.504969838960251	0	0	0
ADGRF3	10.6043666181653	1.26278161585907	0	0
ADGRF4	0	0	0	0
ADGRF5	1.0099396779205	0	0	0
ADGRG1	133.817007324467	359.892760519834	0.845770049860724	132.010572564438
ADGRG2	13.1292158129665	8.83947131101347	0	26.4021145128875
ADGRG3	0	1.26278161585907	0	4.95039647116641
ADGRG4	0	0	0	0
ADGRG5	0	0	0	0
ADGRG6	2.52484919480126	1.26278161585907	64.278523789415	36.3029074552204
ADGRG7	4.03975871168201	0	0	0
ADGRL1	278.743351106059	316.958185580626	153.930149074652	371.279735337481
ADGRL2	122.202701028381	99.7597476528663	243.581774359888	336.626960039316
ADGRL3	40.3975871168201	40.4090117074901	9.30347054846796	94.0575329521618
ADGRL3-AS1	3.02981903376151	3.7883448475772	16.9154009972145	13.2010572564438
ADGRL4	0.504969838960251	0	0	11.5509250993883
ADGRV1	17.1689745246486	82.0808050308393	0	9.90079294233282
ADH1A	0	0	0	0
ADH1B	0.504969838960251	1.26278161585907	0	0
ADH1C	0	0	0	0
ADH4	0	0	0	0
ADH5	72.7156568102762	53.0368278660808	187.760951069081	85.8068721668845
ADH6	0	0	0	0
ADH7	0	0	0	0
ADHFE1	1.0099396779205	6.31390807929533	0	0
ADI1	66.1510489037929	34.0951036281948	147.163988675766	140.261233349715
ADIG	0	0	0	0
ADIPOQ	7.57454758440377	3.7883448475772	0	1.65013215705547
ADIPOQ-AS1	3.53478887272176	0	0	0
ADIPOR1	49.9920140570649	27.7811955488995	107.412796332312	59.4047576539969
ADIPOR2	184.818961059452	256.34466801939	175.920170371031	173.263876490824
ADIRF	2.52484919480126	2.52556323171813	0	1.65013215705547
ADK	33.3280093713766	30.3067587806176	0.845770049860724	41.2533039263868
ADM	75.7454758440377	143.957104207934	422.885024930362	6.60052862822188
ADM2	12.119276135046	16.4161610061679	27.0646415955432	13.2010572564438
ADM5	6.56460790648327	21.4672874696041	0	6.60052862822188
ADNP	386.806896643553	385.148392837015	220.745983013649	389.431189065091
ADNP-AS1	5.55466822856277	16.4161610061679	19.4527111467967	14.8511894134992
ADNP2	165.125137340002	138.905977744497	21.9900212963788	75.9060792245516
ADO	48.4771045401841	65.6646440246715	36.3681121440111	37.9530396122758
ADORA1	64.6361393869122	41.6717933233492	0	72.6058149104407
ADORA2A	12.119276135046	2.52556323171813	0	0
ADORA2A-AS1	8.07951742336402	0	0	0
ADORA2B	2.52484919480126	2.52556323171813	0	0
ADORA3	0	0	0	0
ADPGK	11.1093364571255	18.941724237886	49.054662891922	14.8511894134992
ADPGK-AS1	2.52484919480126	6.31390807929533	0	0
ADPRH	3.53478887272176	0	0	1.65013215705547
ADPRHL1	9.59442694024478	3.7883448475772	0	3.30026431411094
ADPRHL2	94.9343297245273	82.0808050308393	76.1193044874652	19.8015858846656
ADPRM	22.2186729142511	21.4672874696041	82.8854648863509	13.2010572564438
ADRA1A	4.54472855064226	0	0	0
ADRA1B	3.53478887272176	16.4161610061679	0	1.65013215705547
ADRA1D	2.01987935584101	0	0	0
ADRA2A	1.0099396779205	1.26278161585907	0	3.30026431411094
ADRA2B	0.504969838960251	0	0	0
ADRA2C	11.6143062960858	0	25.3731014958217	14.8511894134992
ADRB1	0	0	0	1.65013215705547
ADRB2	14.6441253298473	1.26278161585907	50.7462029916434	11.5509250993883
ADRB3	4.54472855064226	0	0	0
ADRBK1	84.329963106362	137.643196128638	158.158999323955	77.5562113816071
ADRBK2	53.5268029297867	63.1390807929533	0	46.2037003975532
ADRM1	233.296065599636	132.592069665202	419.501944730919	204.616387474878
ADSL	143.411434264711	97.2341844211481	141.243598326741	151.812158449103
ADSS	59.5864409973097	53.0368278660808	142.935138426462	33.0026431411094
ADSSL1	10.6043666181653	8.83947131101347	0	21.4517180417211
ADTRP	1.0099396779205	0	0	0
AEBP1	243.395462378841	231.089035702209	98.109325783844	224.417973359544
AEBP2	76.7554155219582	75.766896951544	100.646635933426	46.2037003975532
AEN	1038.21798890228	626.339681466097	1103.72991506824	80.8564756957181
AES	1105.37897748399	1022.85310884584	680.844890137883	1424.06405153887
AFAP1	109.578455054375	128.803724817625	415.273094481615	70.9556827533852
AFAP1-AS1	13.6341856519268	5.05112646343627	0.845770049860724	3.30026431411094
AFAP1L1	2.52484919480126	0	0	21.4517180417211
AFAP1L2	24.7435221090523	15.1533793903088	0	79.2063435386626
AFF1	18.1789142025691	47.9857014026445	52.4377430913649	8.25066078527735
AFF2	52.5168632518661	71.9785521039668	5.92039034902507	125.410043936216
AFF3	139.87664539199	196.993932074014	397.51192343454	402.632246321535
AFF4	278.238381267099	369.995013446706	513.382420265459	196.365726689601
AFG3L1P	46.4572251843431	70.7157704881077	35.5223420941504	13.2010572564438
AFG3L2	179.76926266985	159.110483598242	178.457480520613	94.0575329521618
AFM	1.51490951688075	0	0	1.65013215705547
AFMID	5.55466822856277	1.26278161585907	35.5223420941504	28.052246669943
AFP	0	0	0	0
AFTPH	145.431313620552	205.833403385028	131.094357728412	136.960969035604
AGA	9.08945710128453	5.05112646343627	18.6069410969359	19.8015858846656
AGAP1	130.282218451745	189.41724237886	104.029716132869	138.61110119266
AGAP1-IT1	3.02981903376151	0	0	3.30026431411094
AGAP11	4.54472855064226	0	0	4.95039647116641
AGAP2	148.461132654314	191.942805610578	8.45770049860724	95.7076651092173
AGAP2-AS1	10.099396779205	1.26278161585907	16.0696309473538	0
AGAP3	665.045277910651	592.244577837902	284.178736753203	354.778413766926
AGAP4	1.51490951688075	0	0.845770049860724	0
