sensory_water_1	sensory_50uM_OXL_	sensory_water_2
HTR2C	0	18	3
HTR3A	0	0	0
HTR3B	6	0	0
HTR3C	0	0	0
HTR3D	0	0	0
HTR3E	0	0	0
HTR4	14	0	0
HTR5A	0	22	0
HTR5A-AS1	0	0	0
HTR6	0	0	0
HTR7	0	0	0
HTR7P1	0	6	11
HTRA1	2141	463	668
HTRA2	26	16	64
HTRA3	0	0	0
HTRA4	1	0	0
HTT	8	84	26
HTT-AS	0	0	0
HULC	0	0	0
HUNK	47	33	39
HUS1	17	2	15
HUS1B	0	0	0
HUWE1	601	779	778
HVCN1	1	1	7
HYAL1	0	0	8
HYAL2	7	35	56
HYAL3	27	3	22
HYAL4	0	0	0
HYALP1	0	0	0
HYDIN	49	1	9
HYDIN2	0	0	0
HYI	31	124	91
HYKK	0	0	0
HYLS1	0	6	3
HYMAI	0	19	1
HYOU1	145	180	319
HYPK	5	104	107
HYPM	0	0	0
IAH1	2	23	25
IAPP	21	104	139
IARS	46	80	66
IARS2	17	33	73
IBA57	26	48	20
IBA57-AS1	0	16	0
IBSP	13	0	0
IBTK	59	155	166
ICA1	31	3	19
ICA1L	40	46	56
ICAM1	0	0	0
ICAM2	0	0	1
ICAM3	5	9	5
ICAM4	0	31	0
ICAM5	7	23	5
ICE1	68	139	118
ICE2	5	17	57
ICK	39	56	80
ICMT	2	44	45
ICOS	0	0	1
ICOSLG	0	0	0
ICT1	6	4	18
ID1	125	444	565
ID2	94	225	195
ID2-AS1	0	13	0
ID3	12	141	168
ID4	62	249	170
IDE	70	51	60
IDH1	35	21	45
IDH1-AS1	0	5	6
IDH2	117	89	170
IDH3A	29	28	48
IDH3B	74	82	122
IDH3G	4	56	80
IDI1	12	30	31
IDI2	2	40	15
IDI2-AS1	0	1	2
IDNK	26	30	27
IDO1	8	8	0
IDO2	0	0	0
IDS	11	134	132
IDUA	0	3	13
IER2	57	384	281
IER3	88	346	241
IER3IP1	33	94	87
IER5	4	326	54
IER5L	113	420	232
IFFO1	35	66	87
IFFO2	3	44	18
IFI16	7	52	110
IFI27	4	8	9
IFI27L1	10	25	68
IFI27L2	14	40	32
IFI30	3	1	3
IFI35	7	15	1
IFI44	1	21	21
IFI44L	78	81	94
IFI6	2	43	74
IFIH1	0	0	0
IFIT1	0	4	2
IFIT1B	0	0	0
IFIT2	0	0	2
IFIT3	0	10	9
IFIT5	8	27	9
IFITM1	43	55	35
IFITM10	0	25	18
IFITM2	54	265	221
IFITM3	413	664	1135
IFITM4P	0	0	0
IFITM5	0	0	0
IFNA1	0	0	0
IFNA10	0	0	0
IFNA13	0	0	0
IFNA14	0	0	0
IFNA16	0	0	0
IFNA17	0	0	0
IFNA2	0	0	0
IFNA21	0	0	0
IFNA22P	0	0	0
IFNA4	0	0	0
IFNA5	0	0	0
IFNA6	0	0	0
IFNA7	0	0	0
IFNA8	0	0	1
IFNAR1	7	77	39
IFNAR2	48	60	81
IFNB1	0	0	0
IFNE	0	0	0
IFNG	0	0	0
IFNG-AS1	9	0	0
IFNGR1	1	12	9
IFNGR2	0	45	56
IFNK	0	0	0
IFNL1	0	0	0
IFNL2	0	0	0
IFNL3	0	0	0
IFNL4	0	0	0
IFNLR1	1	0	0
IFNW1	0	0	0
IFRD1	5	39	13
IFRD2	71	101	63
IFT122	22	33	52
IFT140	132	132	125
IFT172	60	22	51
IFT20	16	43	118
IFT22	121	131	89
IFT27	36	49	38
IFT43	3	20	11
IFT46	26	55	57
IFT52	8	33	34
IFT57	9	100	35
IFT74	4	58	24
IFT74-AS1	0	0	0
IFT80	9	52	49
IFT81	61	17	46
IFT88	49	103	35
IGBP1	108	60	125
IGBP1P1	0	0	0
IGDCC3	43	44	50
IGDCC4	31	31	37
IGF1	49	107	90
IGF1R	188	155	146
IGF2	113	2202	1862
IGF2-AS	0	13	6
IGF2BP1	126	161	135
IGF2BP2	387	303	326
IGF2BP2-AS1	50	21	27
IGF2BP3	63	90	133
IGF2R	203	141	126
IGFALS	0	0	0
IGFBP1	3	2	0
IGFBP2	856	2202	3319
IGFBP3	134	56	93
IGFBP4	63	390	412
IGFBP5	411	706	1494
IGFBP6	21	108	70
IGFBP7	6	28	67
IGFBP7-AS1	0	5	0
IGFBPL1	43	38	29
IGFL1	0	0	8
IGFL2	2	1	1
IGFL3	0	0	0
IGFL4	0	0	0
IGFLR1	0	0	0
IGFN1	49	10	9
IGHMBP2	38	73	35
IGIP	0	3	11
IGLL1	0	0	0
IGLL3P	0	0	0
IGLL5	2	3	0
IGLON5	89	105	202
IGSF1	5	28	15
IGSF10	10	5	8
IGSF11	0	0	27
IGSF11-AS1	0	0	0
IGSF21	0	0	1
IGSF22	0	0	0
IGSF23	0	0	7
IGSF3	252	264	223
IGSF5	0	3	21
IGSF6	1	0	0
IGSF8	15	23	35
IGSF9	12	16	5
IGSF9B	0	0	0
IHH	0	0	0
IK	221	427	167
IKBIP	35	81	48
IKBKAP	47	45	77
IKBKB	9	42	36
IKBKE	4	16	7
IKBKG	0	0	0
IKZF1	0	7	5
IKZF2	2	20	6
IKZF3	9	42	23
IKZF4	36	44	42
IKZF5	0	14	32
IL10	0	0	0
IL10RA	0	1	0
IL10RB	80	51	44
IL10RB-AS1	3	9	12
IL11	109	60	40
IL11RA	461	1067	1498
IL12A	0	0	0
IL12A-AS1	0	28	0
IL12B	0	0	0
IL12RB1	125	0	18
IL12RB2	0	0	0
IL13	0	1	0
IL13RA1	24	33	43
IL13RA2	0	0	0
IL15	9	0	0
IL15RA	0	0	0
IL16	0	16	2
IL17A	0	0	0
IL17B	29	0	0
IL17C	0	8	0
IL17D	10	13	36
IL17F	0	0	0
IL17RA	79	70	30
IL17RB	0	5	13
IL17RC	26	47	84
IL17RD	192	78	46
IL17RE	2	9	6
IL17REL	0	0	0
IL18	0	0	0
IL18BP	506	766	1131
IL18R1	1	14	2
IL18RAP	0	0	0
IL19	36	28	11
IL1A	0	0	0
IL1B	0	0	0
IL1F10	0	0	0
IL1R1	1	22	6
IL1R2	0	2	0
IL1RAP	0	30	24
IL1RAPL1	32	3	0
IL1RAPL2	0	0	0
IL1RL1	0	1	2
IL1RL2	0	0	4
IL1RN	0	13	8
IL2	0	0	0
IL20	0	0	0
IL20RA	1	0	10
IL20RB	0	18	10
IL21	0	0	0
IL21-AS1	0	0	0
IL21R	7	34	0
IL21R-AS1	0	9	0
IL22	0	0	0
IL22RA1	0	0	0
IL22RA2	0	0	0
IL23A	0	0	0
IL23R	8	24	0
IL24	0	0	0
IL25	0	0	0
IL26	0	0	0
IL27	0	0	0
IL27RA	0	18	8
IL2RA	0	0	0
IL2RB	0	0	0
IL2RG	1	0	0
IL3	0	0	0
IL31	0	0	0
IL31RA	0	33	0
IL32	1	4	1
IL33	10	0	0
IL34	33	0	0
IL36A	0	0	0
IL36B	0	0	0
IL36G	0	0	0
IL36RN	0	0	0
IL37	0	0	0
IL3RA	36	62	74
IL4	0	0	0
IL4I1	2	0	8
IL4R	3	129	49
IL5	0	0	0
IL5RA	0	9	2
IL6	0	0	0
IL6R	0	8	16
IL6ST	73	105	112
IL7	0	0	0
IL7R	0	6	1
IL9	0	0	0
IL9R	0	0	0
ILDR1	0	4	0
ILDR2	10	27	25
ILF2	70	150	229
ILF3	570	534	544
ILF3-AS1	102	119	92
ILK	90	220	108
ILKAP	12	85	110
ILVBL	2	26	47
IMMP1L	3	1	39
IMMP2L	4	1	7
IMMT	206	177	142
IMP3	113	122	194
IMP4	260	131	55
IMPA1	22	2	4
IMPA2	4	0	11
IMPACT	26	46	92
IMPAD1	149	148	153
IMPDH1	26	90	130
IMPDH2	66	99	301
IMPG1	0	0	5
IMPG2	2	15	3
INA	2	73	70
INADL	30	22	23
INAFM1	175	139	127
INAFM2	0	7	6
INCA1	0	11	0
INCENP	141	30	56
INE1	1	15	20
INE2	0	1	6
INF2	42	13	13
ING1	7	110	42
ING2	54	121	154
ING3	6	71	66
ING4	39	173	188
ING5	12	86	59
INGX	0	0	0
INHA	0	0	0
INHBA	71	190	93
INHBA-AS1	2	1	0
INHBB	0	2	6
INHBC	0	0	0
INHBE	0	8	3
INIP	60	12	28
INMT	0	1	0
INMT-FAM188B	0	0	4
INO80	97	30	58
INO80B	87	150	79
INO80B-WBP1	231	348	276
INO80C	19	12	3
INO80D	85	57	85
INO80E	244	219	210
INPP1	1	60	52
INPP4A	27	63	39
INPP4B	17	32	61
INPP5A	137	157	274
INPP5B	18	46	49
INPP5D	1	20	8
INPP5E	0	3	1
INPP5F	1	85	105
INPP5J	0	3	0
INPP5K	9	15	11
INPPL1	717	468	562
INS	0	0	0
INS-IGF2	113	2180	1854
INSC	0	0	12
INSIG1	49	15	47
INSIG2	0	15	6
INSL3	0	29	0
INSL4	0	0	1
INSL5	0	0	0
INSL6	0	0	0
INSM1	0	0	1
INSM2	0	0	0
INSR	29	86	113
INSRR	41	0	0
INTS1	16	49	51
INTS10	68	8	5
INTS12	15	6	27
INTS2	7	4	5
INTS3	70	102	29
INTS4	73	13	9
INTS4P2	0	0	0
INTS5	0	18	22
INTS6	4	26	25
INTS6-AS1	1	2	10
INTS7	7	49	30
INTS8	37	51	24
INTS9	15	13	8
INTU	5	63	45
INVS	38	36	12
IP6K1	109	118	126
IP6K2	157	158	162
IP6K3	22	3	0
IPCEF1	17	29	7
IPMK	17	4	11
IPO11	1	13	34
IPO11-LRRC70	57	24	27
IPO13	0	19	21
IPO4	16	22	29
IPO5	108	161	165
IPO5P1	5	88	9
IPO7	83	114	149
IPO8	17	63	35
IPO9	216	382	310
IPO9-AS1	0	3	4
IPP	45	50	45
IPPK	30	7	7
IPW	31	47	62
IQCA1	1	25	7
IQCA1L	0	0	0
IQCB1	16	34	21
IQCC	24	5	4
IQCD	0	0	0
IQCE	145	162	168
IQCF1	0	0	0
IQCF2	0	0	0
IQCF3	0	0	0
IQCF4	0	0	0
IQCF5	0	0	0
IQCF5-AS1	0	0	0
IQCF6	0	0	0
IQCG	0	0	11
IQCH	0	8	1
IQCH-AS1	0	0	5
IQCJ	0	12	0
IQCJ-SCHIP1	1	10	5
IQCJ-SCHIP1-AS1	0	10	0
IQCK	74	144	92
IQGAP1	86	117	153
IQGAP2	77	59	55
IQGAP3	8	1	48
IQSEC1	24	139	134
IQSEC2	16	6	10
IQSEC3	0	6	0
IQUB	4	4	0
IRAIN	164	45	39
IRAK1	35	51	49
IRAK1BP1	0	5	11
IRAK2	0	0	0
IRAK3	0	5	0
IRAK4	14	43	18
IREB2	177	168	151
IRF1	0	50	10
IRF2	0	61	50
IRF2BP1	11	2	8
IRF2BP2	41	421	349
IRF2BPL	43	177	166
IRF3	80	89	24
IRF4	0	36	0
IRF5	0	0	0
IRF6	0	5	9
IRF7	0	2	4
IRF8	0	1	0
IRF9	19	36	10
IRG1	0	0	0
IRGC	0	0	0
IRGM	23	0	0
IRGQ	83	247	171
IRS1	28	16	53
IRS2	38	25	97
IRS4	0	0	0
IRX1	9	32	30
IRX2	337	208	173
IRX3	137	132	156
IRX4	0	1	0
IRX5	3	22	14
IRX6	0	1	0
ISCA1	45	14	23
ISCA2	3	5	37
ISCU	67	95	82
ISG15	24	84	28
ISG20	1	8	7
ISG20L2	21	49	37
ISL1	30	149	118
ISL2	0	1	5
ISLR	82	311	280
ISLR2	14	187	83
ISM1	1	0	1
ISM1-AS1	0	7	0
ISM2	24	1	6
ISOC1	12	6	39
ISOC2	251	65	145
ISPD	11	27	15
ISPD-AS1	0	0	0
IST1	82	328	305
ISX	0	0	0
ISY1	120	101	157
ISY1-RAB43	42	13	51
ISYNA1	188	314	274
ITCH	137	47	53
ITFG1	18	62	70
ITFG1-AS1	0	0	0
ITFG2	0	71	46
ITFG3	36	77	88
ITGA1	2	32	57
ITGA10	64	116	78
ITGA11	17	107	77
ITGA2	31	9	72
ITGA2B	1	0	0
ITGA3	0	12	4
ITGA4	26	25	47
ITGA5	15	40	10
ITGA6	37	17	135
ITGA7	4	93	46
ITGA8	8	1	5
ITGA9	11	1	4
ITGA9-AS1	0	0	0
ITGAD	0	0	0
ITGAE	6	13	18
ITGAL	0	0	0
ITGAM	0	0	0
ITGAV	236	226	221
ITGAX	1	5	42
ITGB1	101	128	208
ITGB1BP1	21	55	77
ITGB1BP2	0	0	8
ITGB2	0	0	1
ITGB2-AS1	0	0	9
ITGB3	7	6	1
ITGB3BP	55	33	54
ITGB4	0	1	3
ITGB5	165	170	348
ITGB6	0	1	12
ITGB7	0	22	12
ITGB8	17	18	18
ITGBL1	1	12	32
ITIH1	0	0	0
ITIH2	1	1	11
ITIH3	0	1	1
ITIH4	78	53	29
ITIH4-AS1	0	0	0
ITIH5	3	7	7
ITIH6	0	24	7
ITK	0	0	0
ITLN1	0	0	0
ITLN2	0	3	0
ITM2A	11	245	80
ITM2B	19	131	143
ITM2C	34	110	173
ITPA	40	238	192
ITPK1	3	25	48
ITPK1-AS1	0	3	6
ITPKA	0	0	0
ITPKB	0	4	48
ITPKB-IT1	0	14	0
ITPKC	62	51	13
ITPR1	19	23	34
ITPR1-AS1	5	20	0
ITPR2	16	57	62
ITPR3	13	22	55
ITPRIP	6	35	25
ITPRIPL1	0	0	1
ITPRIPL2	155	299	225
ITSN1	327	263	233
ITSN2	26	124	60
IVD	12	101	81
IVL	0	0	0
IVNS1ABP	104	161	156
IWS1	107	234	252
IYD	34	20	2
IZUMO1	0	0	0
IZUMO1R	0	0	0
IZUMO2	0	0	0
IZUMO3	0	0	0
IZUMO4	9	27	34
JADE1	84	98	50
JADE2	2	16	42
JADE3	6	30	2
JAG1	250	287	224
JAG2	0	28	11
JAGN1	47	46	92
JAK1	149	160	182
JAK2	29	54	35
JAK3	9	40	47
JAKMIP1	0	0	4
JAKMIP2	71	147	136
JAKMIP2-AS1	0	6	0
JAKMIP3	0	0	2
JAM2	1	25	62
JAM3	29	146	139
JARID2	165	202	225
JARID2-AS1	0	6	0
JAZF1	22	36	12
JAZF1-AS1	3	13	0
JCHAIN	0	13	0
JDP2	98	489	407
JHDM1D-AS1	0	6	0
JKAMP	0	10	11
JMJD1C	243	258	201
JMJD1C-AS1	0	0	0
JMJD4	28	133	156
JMJD6	44	42	44
JMJD7	3	38	18
JMJD7-PLA2G4B	1	20	18
JMJD8	738	579	571
JMY	19	85	43
JOSD1	20	65	71
JOSD2	0	0	2
JPH1	19	12	8
JPH2	0	7	4
JPH3	1	15	28
JPH4	93	65	40
JPX	1	20	7
JRK	13	9	46
JRKL	37	100	49
JRKL-AS1	0	0	0
JSRP1	0	0	0
JTB	115	233	384
JUN	326	906	486
JUNB	9	107	46
JUND	868	800	994
JUP	14	85	97
KAAG1	0	7	0
KALRN	89	90	41
KANK1	31	58	48
KANK2	327	246	300
KANK3	0	5	1
KANK4	2	23	77
KANSL1	106	119	78
KANSL1-AS1	0	4	29
KANSL1L	37	21	31
KANSL2	14	25	10
KANSL3	53	133	168
KANTR	5	0	2
KARS	158	184	223
KAT2A	19	106	117
KAT2B	0	14	0
KAT5	112	215	306
KAT6A	366	395	416
KAT6B	176	160	173
KAT7	16	87	37
KAT8	41	6	69
KATNA1	45	39	43
KATNAL1	34	145	53
KATNAL2	0	0	0
KATNB1	0	17	33
KATNBL1	10	86	63
KATNBL1P6	0	0	0
KAZALD1	0	15	1
KAZN	1	87	55
KBTBD11	46	34	18
KBTBD11-OT1	0	0	0
KBTBD12	1	0	0
KBTBD13	0	0	0
KBTBD2	1	38	35
KBTBD3	0	8	2
KBTBD4	12	7	16
KBTBD6	27	71	49
KBTBD7	29	40	32
KBTBD8	0	2	4
KC6	3	14	0
KCCAT198	0	0	0
KCCAT211	3	7	2
KCCAT333	0	0	2
KCMF1	86	134	111
KCNA1	14	44	49
KCNA10	0	0	0
KCNA2	0	0	13
KCNA3	5	1	5
KCNA4	0	0	1
KCNA5	0	0	0
KCNA6	13	97	57
KCNA7	5	14	0
KCNAB1	32	31	58
KCNAB1-AS1	0	0	0
KCNAB1-AS2	0	0	0
KCNAB2	10	1	25
KCNAB3	8	27	9
KCNB1	19	23	4
KCNB2	0	3	12
KCNC1	1	49	11
KCNC2	0	6	5
KCNC3	0	0	0
KCNC4	0	11	1
KCNC4-AS1	0	9	0
KCND1	9	1	0
KCND2	1	0	0
KCND3	0	0	0
KCND3-AS1	0	0	0
KCND3-IT1	0	0	0
KCNE1	0	0	1
KCNE2	17	0	0
KCNE3	1	16	1
KCNE4	0	3	0
KCNE5	0	0	7
KCNF1	16	22	6
KCNG1	2	0	0
KCNG2	0	0	0
KCNG3	0	1	0
KCNG4	0	0	0
KCNH1	0	0	7
KCNH2	2	18	7
KCNH3	0	0	0
KCNH4	0	6	0
KCNH5	0	0	0
KCNH6	39	66	32
KCNH7	0	7	4
KCNH8	12	13	3
KCNIP1	0	0	5
KCNIP2	0	1	0
KCNIP2-AS1	0	0	0
KCNIP3	0	2	2
KCNIP4	0	2	9
KCNIP4-IT1	0	31	17
KCNJ1	0	0	1
KCNJ10	0	0	0
KCNJ11	0	4	10
KCNJ12	19	33	32
KCNJ13	18	12	24
KCNJ14	42	10	9
KCNJ15	36	0	6
KCNJ16	24	0	1
KCNJ18	15	0	0
KCNJ2	0	9	0
KCNJ2-AS1	0	10	0
KCNJ3	18	13	2
KCNJ4	1	15	62
KCNJ5	0	0	0
KCNJ6	0	15	5
KCNJ8	0	0	6
KCNJ9	0	0	0
KCNK1	0	2	10
KCNK10	14	24	32
KCNK12	0	23	1
KCNK13	0	0	0
KCNK15	121	378	427
KCNK16	0	0	0
KCNK17	0	0	0
KCNK18	0	0	0
KCNK2	11	31	1
KCNK3	54	110	81
KCNK4	0	0	0
KCNK5	0	2	0
KCNK6	2	10	12
KCNK7	0	0	0
KCNK9	0	17	0
KCNMA1	24	102	197
KCNMA1-AS1	0	0	13
KCNMA1-AS2	0	0	0
KCNMA1-AS3	1	0	0
KCNMB1	0	0	2
KCNMB2	0	7	0
KCNMB2-AS1	7	5	0
KCNMB3	34	36	42
KCNMB4	20	64	27
KCNN1	1	11	7
KCNN2	29	0	9
KCNN3	21	47	58
KCNN4	0	2	0
KCNQ1	0	0	3
KCNQ1-AS1	0	0	0
KCNQ1DN	0	0	0
KCNQ1OT1	779	1071	1463
KCNQ2	2	20	14
KCNQ3	16	0	0
KCNQ4	0	15	0
KCNQ5	0	0	14
KCNQ5-AS1	0	0	0
KCNQ5-IT1	0	2	0
KCNRG	0	1	10
KCNS1	0	13	7
KCNS2	0	1	0
KCNS3	0	0	5
KCNT1	0	0	0
KCNT2	0	48	26
KCNU1	0	6	0
KCNV1	0	0	0
KCNV2	0	0	0
KCP	1	5	0
KCTD1	20	22	48
KCTD10	13	28	31
KCTD11	2	12	49
KCTD12	292	201	255
KCTD13	0	1	7
KCTD14	0	0	0
KCTD15	31	36	70
KCTD16	0	13	15
KCTD17	36	121	140
KCTD18	1	10	8
KCTD19	0	0	0
KCTD2	57	78	116
KCTD20	46	153	97
KCTD21	0	10	10
KCTD21-AS1	0	10	0
KCTD3	2	130	121
KCTD4	0	0	0
KCTD5	23	15	26
KCTD6	0	0	8
KCTD7	41	147	211
KCTD8	7	5	23
KCTD9	8	20	24
KDELC1	2	4	10
KDELC2	9	7	23
KDELR1	529	750	1334
KDELR2	92	201	409
KDELR3	41	30	72
KDF1	100	3	0
KDM1A	75	44	66
KDM1B	0	12	20
KDM2A	315	219	312
KDM2B	48	58	94
KDM3A	42	87	90
KDM3B	168	151	169
KDM4A	22	155	96
KDM4A-AS1	11	24	30
KDM4B	148	113	162
KDM4C	9	31	16
KDM4D	2	0	0
KDM4E	0	0	0
KDM5A	425	405	527
KDM5B	332	308	260
KDM5C	79	186	110
KDM5D	0	0	0
KDM6A	71	34	25
KDM6B	19	46	66
KDM7A	4	15	17
KDM8	0	15	14
KDR	0	19	13
KDSR	26	84	43
KEAP1	45	60	88
KEL	0	0	0
KERA	0	0	0
KGFLP1	0	0	0
KGFLP2	0	4	0
KHDC1	0	1	17
KHDC1L	0	0	0
KHDC3L	0	0	0
KHDRBS1	299	396	522
KHDRBS2	0	2	17
KHDRBS3	81	69	81
KHK	28	21	10
KHNYN	99	183	143
KHSRP	418	807	994
KIAA0020	290	255	233
KIAA0040	0	1	0
KIAA0087	10	4	0
KIAA0100	35	144	51
KIAA0101	17	112	120
KIAA0125	1	0	0
KIAA0141	24	62	68
KIAA0195	67	86	83
KIAA0196	14	2	12
KIAA0226	67	92	130
KIAA0226L	0	4	0
KIAA0232	73	62	83
KIAA0319	1	10	11
KIAA0319L	63	108	82
KIAA0355	42	119	131
KIAA0368	136	144	185
KIAA0391	5	31	15
KIAA0408	51	165	112
KIAA0430	105	133	213
KIAA0513	3	29	46
KIAA0556	74	22	9
KIAA0586	125	101	59
KIAA0753	1	33	35
KIAA0754	5	31	36
KIAA0825	34	4	5
KIAA0895	16	0	13
KIAA0895L	64	129	81
KIAA0907	0	3	14
KIAA0922	2	28	61
KIAA0930	23	125	123
KIAA1024	0	16	1
KIAA1024L	0	24	0
KIAA1033	46	72	66
KIAA1107	12	11	13
KIAA1109	277	275	262
KIAA1143	49	28	13
KIAA1147	23	6	9
KIAA1161	5	1	9
KIAA1191	33	89	67
KIAA1210	14	42	25
KIAA1211	92	28	18
KIAA1211L	0	0	9
KIAA1217	117	53	48
KIAA1257	0	0	0
KIAA1279	2	73	59
KIAA1324	34	22	22
KIAA1324L	244	200	235
KIAA1328	1	5	38
KIAA1407	24	4	43
KIAA1429	92	119	86
KIAA1456	1	17	4
KIAA1462	15	48	12
KIAA1467	4	22	19
KIAA1468	4	23	49
KIAA1522	4	11	4
KIAA1524	38	25	29
KIAA1549	65	57	62
KIAA1549L	1	33	20
KIAA1551	6	59	42
KIAA1586	3	28	20
KIAA1614	0	0	0
KIAA1644	1	19	20
KIAA1656	2	7	0
KIAA1671	2	89	22
KIAA1683	9	23	5
KIAA1715	27	101	70
KIAA1755	43	25	46
KIAA1804	0	1	0
KIAA1841	13	48	25
KIAA1875	0	0	10
KIAA1919	0	16	9
KIAA1958	3	1	18
KIAA2012	22	16	8
KIAA2013	0	18	32
KIAA2018	12	63	74
KIAA2022	31	33	61
KIAA2026	84	160	193
KIDINS220	221	348	444
KIF11	90	66	84
KIF12	18	7	14
KIF13A	148	90	95
KIF13B	70	18	1
KIF14	24	35	25
KIF15	70	59	91
KIF16B	59	66	45
KIF17	0	0	0
KIF18A	38	22	32
KIF18B	1	3	10
KIF19	0	0	0
KIF1A	378	549	654
KIF1B	343	571	467
KIF1C	238	378	318
KIF20A	20	41	53
KIF20B	47	66	107
KIF21A	107	216	130
KIF21B	63	52	23
KIF22	47	60	81
KIF23	30	3	30
KIF24	0	31	3
KIF25	0	0	0
KIF25-AS1	1	0	0
KIF26A	40	40	6
KIF26B	108	31	8
KIF27	0	10	2
KIF2A	59	96	97
KIF2B	0	0	0
KIF2C	48	14	50
KIF3A	99	274	206
KIF3B	229	98	132
KIF3C	22	98	57
KIF4A	64	17	47
KIF4B	0	0	0
KIF5A	93	52	73
KIF5B	343	377	474
KIF5C	71	365	261
KIF6	78	13	8
KIF7	0	16	21
KIF9	17	5	7
KIF9-AS1	0	19	0
KIFAP3	106	132	171
KIFC1	6	37	51
KIFC2	101	138	106
KIFC3	0	29	52
KIN	140	101	42
KIR2DL1	0	0	0
KIR2DL2	0	0	0
KIR2DL3	0	0	0
KIR2DL4	0	1	0
KIR2DL5A	0	0	0
KIR2DL5B	0	0	0
KIR2DS1	0	0	0
KIR2DS2	0	0	0
KIR2DS3	0	0	0
KIR2DS4	0	0	0
KIR2DS5	0	19	0
KIR3DL1	0	0	0
KIR3DL2	0	19	0
KIR3DL3	0	0	0
KIR3DS1	0	0	0
KIR3DX1	51	56	1
KIRREL	26	64	21
KIRREL2	0	0	0
KIRREL3	13	58	54
KIRREL3-AS2	38	90	33
KIRREL3-AS3	0	0	3
KISS1	0	0	0
KISS1R	0	0	0
KIT	0	3	0
KITLG	17	28	11
KIZ	9	14	17
KIZ-AS1	0	18	0
KL	0	0	0
KLB	0	19	13
KLC1	219	538	536
KLC2	50	72	86
KLC3	13	1	0
KLC4	0	13	39
KLF1	0	0	0
KLF10	3	10	16
KLF11	12	53	33
KLF12	78	165	199
KLF13	11	26	35
KLF14	0	3	0
KLF15	0	2	0
KLF16	4	7	15
KLF17	7	7	5
KLF2	0	4	26
KLF3	46	29	49
KLF3-AS1	9	18	35
KLF4	0	44	21
KLF5	2	41	17
KLF6	447	504	374
KLF7	36	61	79
KLF8	2	31	1
KLF9	17	9	20
KLHDC1	2	10	0
KLHDC10	111	112	227
KLHDC2	71	159	149
KLHDC3	0	41	78
KLHDC4	120	44	72
KLHDC7A	0	0	6
KLHDC7B	0	0	1
KLHDC8A	3	30	39
KLHDC8B	31	68	59
KLHDC9	0	1	3
KLHL1	0	0	0
KLHL10	0	0	0
KLHL11	8	45	51
KLHL12	4	23	11
KLHL13	1	26	11
KLHL14	6	20	31
KLHL15	2	30	8
KLHL17	20	33	40
KLHL18	4	17	41
KLHL2	0	0	12
KLHL20	7	75	83
KLHL21	10	30	47
KLHL22	70	138	154
KLHL23	233	104	141
KLHL24	4	6	58
KLHL25	5	13	12
KLHL26	17	9	27
KLHL28	12	79	37
KLHL29	0	0	10
KLHL3	9	48	37
KLHL30	0	0	0
KLHL31	0	12	5
KLHL32	1	5	0
KLHL33	0	0	0
KLHL34	0	12	11
KLHL35	0	11	34
KLHL36	49	49	29
KLHL38	0	0	0
KLHL4	1	0	3
KLHL40	0	0	0
KLHL41	6	22	31
KLHL42	36	115	113
KLHL5	134	107	152
KLHL6	18	6	0
KLHL6-AS1	0	0	0
KLHL7	23	8	11
KLHL7-AS1	0	0	18
KLHL8	199	66	58
KLHL9	93	126	204
KLK1	0	0	0
KLK10	1	1	1
KLK11	0	0	0
KLK12	0	0	0
KLK13	0	0	0
KLK14	0	0	0
KLK15	0	0	0
KLK2	0	0	0
KLK3	1	0	0
KLK4	0	0	0
KLK5	0	0	0
KLK6	0	3	0
KLK7	9	2	1
KLK8	0	0	0
KLK9	0	0	0
KLKB1	0	0	0
KLKP1	1	21	2
KLLN	16	13	8
KLRAP1	0	0	0
KLRB1	0	0	0
KLRC1	0	0	0
KLRC2	0	0	0
KLRC3	0	0	0
KLRC4	0	0	0
KLRC4-KLRK1	0	0	0
KLRD1	45	4	0
KLRF1	0	0	0
KLRF2	5	2	0
KLRG1	0	21	0
KLRG2	0	0	0
KLRK1	0	0	0
KMO	2	0	30
KMT2A	339	380	531
KMT2B	87	134	39
KMT2C	397	415	330
KMT2D	20	80	47
KMT2E	293	700	621
KMT2E-AS1	4	172	31
KNCN	0	0	0
KNDC1	0	7	32
KNG1	2	1	0
KNOP1	292	421	255
KNSTRN	41	19	28
KNTC1	43	32	16
KPNA1	32	173	85
KPNA2	49	15	48
KPNA3	71	145	70
KPNA4	263	213	212
KPNA5	21	49	44
KPNA6	201	449	408
KPNA7	0	0	1
KPNB1	433	625	817
KPRP	0	0	0
KPTN	6	5	9
KRAS	184	108	118
KRBA1	4	10	44
KRBA2	1	2	1
KRBOX1	0	0	0
KRBOX1-AS1	0	0	0
KRBOX4	11	16	17
KRCC1	10	30	34
KREMEN1	23	41	1
KREMEN2	0	1	4
KRI1	85	57	77
KRIT1	10	186	137
KRR1	125	182	148
KRT1	0	0	0
KRT10	17	73	120
KRT12	0	0	0
KRT13	0	0	0
KRT14	0	0	0
KRT15	0	0	0
KRT16	0	0	0
KRT16P1	1	0	0
KRT16P2	0	0	0
KRT16P3	0	0	0
KRT17	2	151	1
KRT17P5	0	0	0
KRT18	22	3	14
KRT18P55	7	12	0
KRT19	36	5	12
KRT19P2	0	0	0
KRT2	0	0	0
KRT20	0	0	0
KRT222	0	0	0
KRT23	0	0	5
KRT24	0	0	0
