enteric_50uM_OXL_1	enteric_50uM_OXL_2	sensory_50uM_OXL_
ADGRB1	11.1825246805441	28.219698102401	6.57502334405734
ADGRB2	346.069711166313	92.4438386113135	473.401680772128
ADGRB3	89.4601974443529	0	54.243942588473
ADGRD1	5.88553930554953	0	14.793802524129
ADGRE1	0.588553930554953	0	0
ADGRE2	10.5939707499892	0	0
ADGRE3	0	0	0
ADGRE4P	0	0	0
ADGRE5	7.65120109721439	1.94618607602765	9.862535016086
ADGRF1	1.17710786110991	0.973093038013827	13.1500466881147
ADGRF2	0.588553930554953	0	6.57502334405734
ADGRF3	12.359632541654	0	0
ADGRF4	0	0	4.931267508043
ADGRF5	1.17710786110991	0	0
ADGRG1	155.966791597063	0.973093038013827	34.518872556301
ADGRG2	15.3024021944288	0	0
ADGRG3	0	0	8.21877918007167
ADGRG4	0	0	26.3000933762293
ADGRG5	0	0	9.862535016086
ADGRG6	2.94276965277477	73.9550708890508	46.0251634084014
ADGRG7	4.70843144443963	0	0
ADGRL1	324.881769666334	177.102932918516	578.602054277046
ADGRL2	142.430051194299	280.250794947982	432.30778487177
ADGRL3	47.0843144443963	10.7040234181521	42.7376517363727
ADGRL3-AS1	3.53132358332972	19.4618607602765	0
ADGRL4	0.588553930554953	0	0
ADGRV1	20.0108336388684	0	83.831547636731
ADH1A	0	0	0
ADH1B	0.588553930554953	0	0
ADH1C	0	0	1.64375583601433
ADH4	0	0	0
ADH5	84.7517659999133	216.026654439069	90.4065709807884
ADH6	0	0	0
ADH7	0	0	0
ADHFE1	1.17710786110991	0	1.64375583601433
ADI1	77.1005649026989	169.318188614406	59.175210096516
ADIG	0	0	0
ADIPOQ	8.8283089583243	0	37.8063842283297
ADIPOQ-AS1	4.11987751388467	0	11.5062908521003
ADIPOR1	58.2668391249404	123.582815827756	77.2565242926737
ADIPOR2	215.410738583113	202.403351906876	131.500466881147
ADIRF	2.94276965277477	0	4.931267508043
ADK	38.8445594166269	0.973093038013827	21.3688258681863
ADM	88.283089583243	486.546519006913	37.8063842283297
ADM2	14.1252943333189	31.1389772164424	18.0813141961577
ADM5	7.65120109721439	0	0
ADNP	450.832310805094	253.977282921609	307.382341334681
ADNP-AS1	6.47409323610449	22.381139874318	0
ADNP2	192.45713529147	25.3004189883595	95.3378384888314
ADO	56.5011773332755	41.8430006345945	39.450140064344
ADORA1	75.334903111034	0	65.7502334405734
ADORA2A	14.1252943333189	0	31.2313608842724
ADORA2A-AS1	9.41686288887925	0	0
ADORA2B	2.94276965277477	0	4.931267508043
ADORA3	0	0	0
ADPGK	12.948186472209	56.4393962048019	50.9564309164444
ADPGK-AS1	2.94276965277477	0	3.28751167202867
ADPRH	4.11987751388467	0	9.862535016086
ADPRHL1	11.1825246805441	0	24.656337540215
ADPRHL2	110.648138944331	87.5783734212444	50.9564309164444
ADPRM	25.8963729444179	95.363117725355	0
ADRA1A	5.29698537499458	0	1.64375583601433
ADRA1B	4.11987751388467	0	0
ADRA1D	2.35421572221981	0	0
ADRA2A	1.17710786110991	0	3.28751167202867
ADRA2B	0.588553930554953	0	0
ADRA2C	13.5367404027639	29.1927911404148	27.9438492122437
ADRB1	0	0	0
ADRB2	17.0680639860936	58.3855822808296	170.950606945491
ADRB3	5.29698537499458	0	0
ADRBK1	98.2885064026772	181.968398108586	96.9815943248457
ADRBK2	62.386716638825	0	24.656337540215
ADRM1	271.911915916388	482.654146854858	281.082247958451
ADSL	167.149316277607	162.506537348309	154.513048585347
ADSS	69.4493638054845	164.452723424337	72.3252567846307
ADSSL1	12.359632541654	0	70.6815009486164
ADTRP	1.17710786110991	0	0
AEBP1	283.682994527487	112.878792409604	382.99510979134
AEBP2	89.4601974443529	115.798071523645	50.9564309164444
AEN	1210.06688122098	1269.88641460804	948.447117380271
AES	1288.34455398479	783.33989560113	1591.15564926188
AFAP1	127.716202930425	477.788681664789	126.569199373104
AFAP1-AS1	15.8909561249837	0.973093038013827	14.793802524129
AFAP1L1	2.94276965277477	0	0
AFAP1L2	28.8391425971927	0	52.6001867524587
AFF1	21.1879414999783	60.3317683568572	24.656337540215
AFF2	61.2096087777151	6.81165126609678	124.925443537089
AFF3	163.029438763722	457.353727866498	233.413328714035
AFF4	324.293215735779	590.667474074393	180.813141961577
AFG3L1P	54.1469616110557	40.8699075965807	23.0125817042007
AFG3L2	209.525199277563	205.322631020917	187.388165305634
AFM	1.76566179166486	0	0
AFMID	6.47409323610449	40.8699075965807	24.656337540215
AFP	0	0	0
AFTPH	169.503531999827	150.829420892143	101.912861832889
AGA	10.5939707499892	21.4080468363042	44.381407572387
AGAP1	151.846914083178	119.690443675701	205.469479501792
AGAP1-IT1	3.53132358332972	0	0
AGAP11	5.29698537499458	0	1.64375583601433
AGAP2	173.034855583156	9.73093038013826	128.212955209118
