	E	M	N	ORF10	ORF3a	ORF6	ORF7a	ORF7b	ORF8	S	TRS-L	disc-E	disc-M	disc-N	disc-ORF3a	disc-ORF7a	disc-ORF7b	disc-ORF8	disc-S	frameshift	nsp1	nsp10	nsp11	nsp12	nsp13	nsp14	nsp15	nsp16	nsp2	nsp3	nsp4	nsp5	nsp6	nsp7	nsp8	nsp9
COV00075	0.16679227751156303	-0.1546370833807003	0.572117747932012	0.6901685393638329	0.44047941230086723	-0.1421336255537048	0.2386505056299099	0.37646388142357734	0.1398030611221768	0.35182773684237634	-0.44762888461801087	0.44997971390938746	0.5079976509315207	0.5247340061012791	0.5196547479110821	0.4569878312769181	0.5124028090891666	0.5015245625104813	0.34647611194980177	0.13546369070798903	-0.30142283961572297	0.17930497452590202	0.10695079149159768	-0.6661068035408181	-0.07401080557126295	-0.2688759806385876	-0.4253654815310916	-0.3978604982801666	-0.35537329997862316	-0.8647506942515124	-0.650329396114372	0.6085508736154962	-0.14600609629893044	-0.2767275164813863	-0.7338513944347735	-0.23556258293420262
COV00079	1.4894623537992444	-0.3104938826329893	-1.0308786689766323	0.344912969944109	1.2017802813474634	0.7206361088535359	1.539223863358308	0.8460766827983628	0.2399408792280472	-0.8909004402374858	-1.9968928362032181	1.8949274619074086	1.8949274619074086	1.2707731528344146	1.4894623537992444	1.9446889714664723	1.9446889714664723	1.2515417909065272	1.5196153919699318	0.973521629366483	-1.709210763751437	0.41390584143106046	0.973521629366483	-0.888230211681607	-0.13023205880204536	-0.3462119652350685	0.05539771641066708	0.3352510590323721	-1.5268892069574824	-1.542975344709107	-0.8557209331163123	-0.2792413391288849	-0.06405476871525753	0.7503780780522733	-0.4863007584057502	0.7631171038297031
COV00084	0.46580009388302757	0.04621850755197655	-0.37890088397924826	0.5549079697596968	0.3252665760879136	0.4078812705750488	0.42716311195201695	0.6074515496885885	0.42133925513984327	-0.43599770439735475	-0.6792662666253529	0.6076755112880459	0.6486083871188136	0.6315102008851684	0.637430558211747	0.646377014653808	0.68123257877717	0.6716938184169421	0.551475984979864	0.4819648873823164	-1.7477294123975344	-0.014019646804072588	0.5123466383121826	-0.8212365278957401	-0.4405776025072978	-0.2814620550628311	-0.2510212327953131	0.12071560302305889	-1.6248313580072387	-1.6406425148837052	-0.49780622106179917	-0.34835584884940246	-0.21641055082972163	0.18042202627675497	-0.41277194738528883	-0.06336642133587672
COV00087	0.4143698864511242	-0.2366933888028793	0.39472821199610963	0.6011282818396931	0.22102644556070397	0.23653063209666902	0.45228912131341775	0.6202219406552728	0.3872566510425633	-0.5880407145094324	0.032435275753153955	0.5057229802000793	0.5920510636885766	0.6495965493351773	0.5760507223421355	0.5804004464686013	0.6817798336547062	0.6410250682850362	0.29271837401682044	0.5523107350390624	-2.4243004970681503	0.1350894298132372	0.5523107350390624	-0.8636527488034819	-0.2626817751861452	-0.36755036659038504	-0.6133096659122076	0.08959368959310236	-1.3634285363828875	-0.728015586702898	-0.5511497022952652	0.260693927734134	-0.09272786720085217	0.42633956146024227	-0.2952521313123262	0.15604923172033053
COV00093	0.61621343459113	-0.06898963341771674	0.1262943250253064	0.9518918780622444	0.560893965299261	0.40656201550019866	0.6721292794361916	1.0730901194687505	0.41828963110699346	0.05913069049388622	-0.533206614208995	1.2168563318672831	1.3403843488592841	1.2171235442682766	1.2792149257159302	1.2694105206563364	1.3989323969764678	1.3551471312056382	1.089385055783846	0.6554598142922422	-0.902625723174802	-0.31579820921574164	0.5864823669745196	-0.841419095341569	-0.5109260436246296	-0.45224790271644394	-0.4357536234321785	-0.008438893215189652	-0.6893425241494954	-1.320917708813045	-0.8000693353740685	0.08229861290821106	-0.3553971201364047	-0.05004721037570167	-0.6353385734290047	-0.20468175936569621
COV00106	0.6866228568397253	0.14761881766637586	0.023465663833837132	1.0045855678482478	0.7141388832432407	0.3276727568598951	0.6747060057588256	1.0427939440122254	0.4293508924014299	0.18526089765669462	-0.5549675036591998	1.2419720719149547	1.3312088869743917	1.235740638459439	1.267029385270978	1.2375865187381134	1.3706039281181226	1.344237166566059	1.004323503644972	0.6881301889223029	-0.5270455505394396	-0.10870731058576368	0.6133994490957378	-0.7921391018765646	-0.3319119276687722	-0.42374790110059357	-0.39928439881822403	-0.041776104011551664	-1.372390355797086	-1.0983480397923233	-0.6117008791662972	0.343490772688804	-0.1886986239111722	0.20337004546132337	-0.4239721778170678	-0.028545973569469058
COV00397	0.5805830330592142	-0.08184952511636691	-0.5585544610083832	0.45163347138413573	0.49560402601112147	0.24463120091092783	0.5291632460854612	0.780165116927737	0.21368399212209083	-0.3671221648935467	-0.43884279052596664	0.9323306921031306	0.9800526346858112	0.8692552658740884	0.9218255297064138	0.9513824768915539	1.0205334903047087	0.9810217549018992	0.7841209100816564	0.6784812403073929	-0.8995793471104808	0.0846007839565535	0.6518347628159826	-0.79611894488428	-0.2624111731769768	-0.03320495296189119	-0.2837801760399365	0.22596309202988185	-1.077477675492591	-1.3012395381714301	-0.4383238729153845	0.1995238441359146	-0.28985406148816667	0.20527468540076918	-0.5767182707908532	0.09206653706113777
COV00413	0.831896017737276	0.07322162762858196	-0.7978667354194462	1.302457933001307	0.8375831974327206	0.43725950142424636	1.322956843212241	1.2226965676643298	0.26325715231107566	-0.6541117650058538	-0.4922839268823556	1.878762841912981	2.0387959840070056	1.7095756263611608	1.9756015772357507	2.051851002342351	2.086907851899426	1.8719427884143351	1.5555145121200347	1.3176523998625127	-1.3367169955666482	0.006294084031955824	1.2507082660979305	-1.0654330988668146	-0.41392856045089915	0.011254448718774882	-0.5493497158750188	0.4270091662434687	-1.7963024151813851	-1.8364641718427992	-0.7917253381828031	0.027620175094279272	-0.36569576626133704	0.3307374586198432	-0.8245707116153909	0.13800681872300324
COV00417	0.1671953584937859	-0.10273021807055308	-0.892386413995428	0.19084535448806386	0.1915419053232758	0.2267489830596892	0.31163822687575526	0.3629315212633057	0.07479124510979528	-0.13946080922040377	0.8627377497796859	0.32874125946370464	0.3270440594356818	0.3920321198031206	0.3200279139223379	0.4341234598045559	0.46267597399957383	0.4584161523736005	0.3531213160038343	0.13702955317042845	-0.9830889407186447	-0.20164915301302122	0.13702955317042845	-0.14903630708146196	-0.09419718303260431	0.09130071037361862	-0.13109255954988688	0.09909280655336884	-1.0028915680148247	-1.0114779439813308	-0.3409732401711452	-0.1734366799478081	-0.10007299772936193	0.02043989980918814	-0.3544802812962707	-0.04792972454010694
COV00419	0.8119324532656547	-0.07010606707695967	-0.7771813937157143	0.5469921980124429	0.6775597568198889	0.3423747674878208	0.8136806124941957	1.120510310639641	0.18497629028798432	-0.37058254102033317	-1.5616408560742387	1.482119386490334	1.601633215633156	1.2261288354134254	1.5155948800417136	1.4951516742409987	1.6715138769754074	1.5574345786625872	1.2971111243114744	1.0649784487173877	-0.9229688103125586	0.06010390750313501	1.0060304144544712	-0.8387998303964306	-0.3304882257912897	-0.08631900087299622	-0.3268178230559733	0.34457792513844454	-1.4826233475197317	-1.288927843249237	-0.5327427609424934	0.2890958595597581	-0.21115479058715478	0.39853188346048735	-0.3742790452594589	0.20407663854664676
COV00422	0.2906685382128743	-0.27784745735780253	0.2505466896950508	0.7355106216826229	0.5250628297826522	0.1883896890924561	0.37237237583648725	0.5620939488820913	0.1538782366761531	0.45768268996332856	-1.1459449330967235	0.553575322699097	0.5865311958920335	0.6812929506537303	0.6434676681215159	0.5997526384777776	0.660944340129797	0.6313901077639187	0.48316119651472506	0.5169950167602396	-0.6589641482322637	-0.12057291762026713	0.45946402514457657	-0.8708509696024064	-0.3528657714261756	-0.4074291475069271	-0.5323470837787656	-0.22084900839934773	-0.8664460698865116	-1.2395594702952248	-0.7321715119051513	0.7034860158015499	-0.19800245245967232	0.08160972678040353	-0.577563765313038	-0.07414390187927049
COV00432	0.5962156189918733	-0.3070948651692457	-0.08165407890251251	0.5252338411509708	0.5997772542280476	0.2584980511389204	0.5573733433412082	0.838369099179401	0.20508324223972696	-0.05211308007265716	-1.641540720164735	1.2272912009768049	1.246509983678263	1.071152436529616	1.2515987099312391	1.2121035317805893	1.3508576945038	1.268844314425268	1.1002901905453928	0.7381943249733413	-2.0548446054864358	-0.24215659202339812	0.6967838561258097	-0.9371252785518496	-0.3129356408784909	-0.166186318280022	-0.3440016369334242	0.33967696941579795	-1.6287623393275819	-1.2313500969804887	-0.6664863321073826	0.32141682479454964	-0.42605332174602173	0.1593776070941505	-0.5216881667618681	0.05537371960464317
